所属概念,market_code,所属概念数量,code,股票代码
华为海思概念股;5G;云计算;芯片概念;信创;智能音箱;物联网;多模态AI;智能穿戴;抖音概念(字节概念);华为概念;小米概念;阿里巴巴概念;车联网(车路协同);虚拟现实;百度概念;机器视觉;ChatGPT概念;AI智能体;小红书概念;数据要素;财税数字化;AIGC概念;人工智能;数字经济;AI应用;DeepSeek概念;小米汽车;互联网金融;智能医疗;股权转让(并购重组);深股通;融资融券,33,33,301316,301316.SZ
第三代半导体;PET铜箔;富士康概念;芯片概念;苹果概念;钙钛矿电池;TOPCON电池;专精特新;光伏概念;比亚迪概念;锂电池概念;深股通;融资融券,33,13,301392,301392.SZ
IP经济(谷子经济);文化传媒概念;虚拟数字人;元宇宙;旅游概念;虚拟现实;低空经济;深股通;融资融券,33,9,300860,300860.SZ
钛白粉概念;金属钴;石墨电极;养老概念;小金属概念;钒电池;锂电池概念;固态电池;氢能源;宁德时代概念;高股息精选;天然气;深股通;融资融券,33,14,002601,002601.SZ
共封装光学(CPO);芯片概念;5G;中国AI 50;数据中心(AIDC);深股通;2025年报预增;人民币贬值受益;西部大开发;融资融券,33,10,300502,300502.SZ
光刻机;中芯国际概念;OLED;富士康概念;芯片概念;2025年报预增;股权转让(并购重组);深股通;融资融券,33,9,301297,301297.SZ
固废处理;西部大开发;数字经济;国企改革;工业互联网;物联网,33,6,000803,000803.SZ
创新药;沪股通;融资融券,17,3,688177,688177.SH
物联网;信创;网络安全;车联网(车路协同);鸿蒙概念;量子科技;数据安全;华为鲲鹏;数字货币;智慧政务;华为概念;专精特新;阿里巴巴概念;低空经济;DeepSeek概念;数字经济;区块链;商业航天;数据确权;跨境支付(CIPS);芯片概念;人形机器人;沪股通;融资融券,17,24,688489,688489.SH
汽车热管理;新能源汽车;长安汽车概念;燃料电池;沪股通;股权转让(并购重组),17,6,605255,605255.SH
第三代半导体;芯片概念;中芯国际概念;钙钛矿电池;光伏概念;股权转让(并购重组),33,6,300554,300554.SZ
ChatGPT概念;智谱AI;数字孪生;AIGC概念;云计算;军工信息化;信创;AI智能体;AI应用;数据要素;新型工业化;数字经济;人形机器人;人工智能;DeepSeek概念;工业互联网;华为概念;军民融合;东数西算(算力);航空发动机;高端装备;京津冀一体化;军工;商业航天;比亚迪概念;大飞机;5G;核电;沪股通,17,29,603859,603859.SH
卫星导航;商业航天;无人机;低空经济;专精特新;车联网(车路协同);机器人概念;物联网;无人驾驶;农机;腾讯概念;芯片概念;乡村振兴;融资融券,17,14,688592,688592.SH
航空发动机;商业航天;大飞机;专精特新;核电;高端装备;低空经济;海工装备;DeepSeek概念;锂电池概念;风电;西部大开发;沪股通;融资融券,17,14,688239,688239.SH
小红书概念;算力租赁;AI语料;智慧政务;抖音概念(字节概念);虚拟数字人;AIGC概念;烟草;阿里巴巴概念;AI智能体;东数西算(算力);数据要素;AI应用;华为概念;数字乡村;数据中心(AIDC);智慧城市;人形机器人;数字经济;人工智能;DeepSeek概念;机器人概念;乡村振兴;融资融券,17,24,688500,688500.SH
共封装光学(CPO);芯片概念;OLED;消费电子概念;传感器;专精特新;新能源汽车;宁德时代概念;固态电池;锂电池概念;沪股通,17,11,603052,603052.SH
卫星导航;商业航天;科创次新股;军工;无人机;注册制次新股;智能电网;机器人概念;光伏概念;储能;燃料电池;锂电池概念;央企国企改革;固态电池;国企改革;钠离子电池;新股与次新股;融资融券,17,18,688818,688818.SH
中国AI 50;5G;数据中心(AIDC);高压快充;东数西算(算力);特高压;智能电网;充电桩;华为概念;虚拟电厂;储能;换电概念;新能源汽车;宁德时代概念;核电;阿里巴巴概念;百度概念;风电;数字孪生;腾讯概念;海工装备;工业互联网;氢能源;拼多多概念;碳中和;水利;两轮车;深股通;融资融券,33,29,002364,002364.SZ
数据中心(AIDC);核电;高端装备;海工装备;储能;同花顺出海50;一带一路;锂电池概念;中俄贸易概念;动力电池回收;污水处理;土壤修复;深股通;融资融券;页岩气;天然气,33,16,002353,002353.SZ
减速器;人形机器人;同花顺新质50;机器人概念;智能座舱;无人驾驶;新能源汽车;专精特新;华为概念;5G;沪股通;融资融券,17,12,603728,603728.SH
稀土永磁;2026一季报预增;存储芯片;芯片概念;金属回收;金属钴;汽车拆解概念;小金属概念;金属铜;百度概念;金属镍;黄金概念;固废处理;融资融券,33,14,301265,301265.SZ
军民融合;军工;高端装备;核电;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,17,10,603698,603698.SH
F5G概念;共封装光学(CPO);存储芯片;铜缆高速连接;先进封装;6G概念;第三代半导体;PCB概念;MiniLED;芯片概念;5G;苹果概念;MicroLED概念;柔性屏(折叠屏);汽车电子;传感器;东数西算(算力);卫星导航;量子科技;钙钛矿电池;智能座舱;高压快充;商业航天;华为概念;工业母机;3D打印;比亚迪概念;物联网;充电桩;新型工业化;宁德时代概念;专精特新;特斯拉概念;新能源汽车;储能;大飞机;机器人概念;航空发动机;锂电池概念;高端装备;汽车热管理;工业互联网;阿里巴巴概念;百度概念;智慧城市;腾讯概念;数字孪生;华为汽车;AI智能体;智能家居;长安汽车概念;数据要素;独角兽概念;氢能源;家用电器;创投;深股通;融资融券;农机;基因测序;国企改革;乡村振兴,33,62,000988,000988.SZ
减速器;人形机器人;工业母机;家用电器;机器人概念;共同富裕示范区;智能家居;安防;新能源汽车;专精特新;比亚迪概念;智能座舱;深股通;融资融券,33,14,001306,001306.SZ
工业母机;新型工业化;人形机器人;一体化压铸;高端装备;比亚迪概念;机器人概念;飞行汽车(eVTOL);小米概念;新能源汽车;无线充电;消费电子概念;军工;智能穿戴;苹果概念;无人机;低空经济;工业互联网;粤港澳大湾区;华为概念;人工智能;液冷服务器;5G;创投;储能;深股通;融资融券,33,27,300083,300083.SZ
铜缆高速连接;6G概念;5G;液冷服务器;数据中心(AIDC);卫星导航;毫米波雷达;高压快充;商业航天;比亚迪概念;专精特新;光伏概念;充电桩;人形机器人;军工;特斯拉概念;储能;新能源汽车;换电概念;低空经济;机器人概念;军民融合;2025年报预增;飞行汽车(eVTOL);医疗器械概念;沪股通;融资融券,17,27,688800,688800.SH
专精特新;高端装备;人民币贬值受益;2025年报预增;碳中和;固废处理;融资融券,17,7,688309,688309.SH
创投;超级品牌;高股息精选;沪股通;融资融券,17,5,603156,603156.SH
算力租赁;东数西算(算力);液冷服务器;数据中心(AIDC);抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;5G;华为概念;专精特新;DeepSeek概念,17,12,603912,603912.SH
汽车电子;第三代半导体;专精特新;芯片概念;先进封装;有机硅概念;新股与次新股;融资融券,151,8,920012,920012.BJ
HJT电池;TOPCON电池;光伏概念;传感器;5G;军民融合;比亚迪概念;无人机;新能源汽车;家用电器;光伏建筑一体化;储能;ETC;数据中心(AIDC);垃圾分类;共同富裕示范区;融资融券,33,17,002860,002860.SZ
黄金概念;金属铜;小金属概念;期货概念;央企国企改革;西部大开发;国企改革;深股通;融资融券,33,9,000878,000878.SZ
6G概念;军工信息化;卫星导航;商业航天;军民融合;军工;无人机;芯片概念;共封装光学(CPO);2025年报预增;ST板块,22,11,688270,688270.SH
智谱AI;数据安全;网络安全;智慧政务;信创;鸿蒙概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;数据要素;AI应用;数字水印;空间计算;智慧城市;东数西算(算力);车联网(车路协同);DeepSeek概念;人工智能;跨境支付(CIPS);工业互联网;卫星导航;5G;商业航天;6G概念;沪股通;股权转让(并购重组);融资融券,17,27,688225,688225.SH
三胎概念;人民币贬值受益;粤港澳大湾区;专精特新;2025年报预增;融资融券,33,6,301283,301283.SZ
锂电池概念;共同富裕示范区;人民币贬值受益;长三角一体化;工业互联网;沪股通,17,6,605378,605378.SH
存储芯片;先进封装;芯片概念;专精特新;核电;自由贸易港;深股通;融资融券,33,8,002119,002119.SZ
算力租赁;EDR概念;英伟达概念;东数西算(算力);云游戏;云计算;共封装光学(CPO);存储芯片;数据中心(AIDC);5G;芯片概念;腾讯概念;智能音箱;消费电子概念;汽车电子;AI眼镜;2026一季报预增;AI智能体;人脸识别;安防;车联网(车路协同);智能穿戴;小米概念;物联网;AIGC概念;AI应用;AI视频;DeepSeek概念;2025年报预增;人工智能;粤港澳大湾区;短剧游戏;机器人概念;人形机器人;智能家居;网络游戏;人民币贬值受益;净水概念;家用电器;跨境电商;融资融券;深股通,33,42,300857,300857.SZ
养鸡;预制菜;C2M概念;福建自贸区;乡村振兴;海峡两岸;沪股通;融资融券,17,8,603668,603668.SH
先进封装;MicroLED概念;MiniLED;芯片概念;商业航天;锂电池概念;华为概念;机器人概念;人形机器人;沪股通;融资融券,17,11,688383,688383.SH
抽水蓄能;算力租赁;核电;东数西算(算力);军工;专精特新;特钢概念;超超临界发电;宁德时代概念;中俄贸易概念;锂电池概念;石墨电极;俄乌冲突概念,17,13,603315,603315.SH
芯片概念;核污染防治;PM2.5;专精特新;光伏概念;人民币贬值受益;AI智能体;DeepSeek概念;融资融券,17,9,688628,688628.SH
智慧灯杆;液冷服务器;东数西算(算力);数据中心(AIDC);虚拟现实;光伏概念;新能源汽车;空间计算;风电;储能;换电概念;智慧城市;元宇宙;人工智能;DeepSeek概念;IP经济(谷子经济);沪股通;股权转让(并购重组),17,18,605289,605289.SH
芯片概念;消费电子概念;英伟达概念;传感器;专精特新;机器人概念;沪股通;融资融券,17,8,688661,688661.SH
量子科技;芯片概念;商业航天;专精特新;军工;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,17,10,688027,688027.SH
存储芯片;PCB概念;汽车芯片;MCU芯片;芯片概念;汽车电子;传感器;商业航天;2026一季报预增;注册制次新股;专精特新;物联网;机器人概念;工业互联网;AI智能体;数据要素;人工智能;智能物流;DeepSeek概念;深股通;新股与次新股;融资融券,33,22,301563,301563.SZ
人形机器人;新型工业化;机器人概念;机器视觉;职业教育;智能物流;人工智能;工业互联网;特斯拉概念;无人驾驶;养老概念;高端装备;传感器;比亚迪概念;专精特新;军工;3D打印;医疗器械概念;换电概念;参股保险;国企改革;宁德时代概念;芯片概念;深股通;融资融券;国家大基金持股,33,26,300024,300024.SZ
C2M概念;养老概念;福建自贸区;智能家居;人民币贬值受益;人形机器人;机器人概念;2026一季报预增;沪股通,17,9,603992,603992.SH
AI PC;富士康概念;PCB概念;6G概念;5G;华为数字能源;英伟达概念;MiniLED;数据中心(AIDC);汽车电子;小米概念;华为概念;抖音概念(字节概念);新能源汽车;人民币贬值受益;深股通;融资融券,33,17,002913,002913.SZ
细胞免疫治疗;智能医疗;CRO概念;基因测序;重组蛋白;人工智能;上海自贸区;专精特新;融资融券,17,9,688238,688238.SH
卫星导航;成飞概念;航空发动机;商业航天;大飞机;军民融合;军工;无人机;低空经济;海工装备;专精特新;飞行汽车(eVTOL);高端装备;碳纤维;机器人概念;人形机器人;黑龙江自贸区;深股通;融资融券,33,19,300900,300900.SZ
中船系;数据中心(AIDC);国产航母;储能;风电;核电;海工装备;新能源汽车;燃料电池;长安汽车概念;军工;核污染防治;军民融合;石墨烯;氢能源;固态电池;DeepSeek概念;锂电池概念;京津冀一体化;雄安新区;央企国企改革;钠离子电池;沪股通;融资融券;国企改革;中字头股票,17,26,600482,600482.SH
基因测序;猴痘概念;肝炎概念;智能医疗;辅助生殖;阿尔茨海默概念;三胎概念;流感;合成生物;医疗器械概念;数据要素;区块链;创投;医药电商;粤港澳大湾区;一带一路;深股通;融资融券,33,18,300676,300676.SZ
算力租赁;华为昇腾;东数西算(算力);智慧政务;AI智能体;数据中心(AIDC);AI应用;智慧城市;车联网(车路协同);DeepSeek概念;6G概念;华为概念;人工智能;卫星导航;共享单车;低空经济;F5G概念;5G;充电桩;新能源汽车;光伏概念;光纤概念;储能;一带一路;共封装光学(CPO);锂电池概念;沪股通;融资融券,17,28,603220,603220.SH
机器视觉;高铁;专精特新;元宇宙;数字孪生;虚拟现实;军工信息化;车联网(车路协同);职业教育;军工;人工智能;军民融合;一带一路;航空发动机;大飞机,33,15,300845,300845.SZ
商业航天;核污染防治;专精特新;新股与次新股;融资融券,151,5,920078,920078.BJ
存储芯片;芯片概念;东数西算(算力);数据中心(AIDC);2026一季报预增;抖音概念(字节概念);2025年报预增;腾讯概念;粤港澳大湾区;阿里巴巴概念;人民币贬值受益;家用电器;深股通;融资融券,33,14,300475,300475.SZ
光刻机;共封装光学(CPO);存储芯片;第三代半导体;芯片概念;专精特新;信创;人工智能;AI智能体;DeepSeek概念;深股通;融资融券,33,12,301095,301095.SZ
高压快充;数据中心(AIDC);宁德时代概念;小米概念;光伏概念;专精特新;新能源汽车;华为概念;储能;特斯拉概念;充电桩;华为汽车;2025年报预增;小米汽车;风电;西部大开发;深股通;融资融券,33,18,301031,301031.SZ
减速器;高端装备;专精特新;机器人概念;海工装备;光伏概念;国企改革;沪股通;股权转让(并购重组),17,9,605389,605389.SH
第三代半导体;BC电池;存储芯片;先进封装;芯片概念;TOPCON电池;AI眼镜;消费电子概念;光伏概念;培育钻石;新型工业化;数字经济;深股通;智能物流;融资融券,33,15,300316,300316.SZ
养老概念;跨境电商;Web3.0;智能医疗;DeepSeek概念;人工智能;鸿蒙概念;脑机接口;阿里巴巴概念;人民币贬值受益;长三角一体化;虚拟现实;机器人概念;专精特新;小米概念;沪股通,17,16,603579,603579.SH
核污染防治;专精特新;海峡两岸;核电;福建自贸区;新型城镇化;污水处理;融资融券,33,8,301148,301148.SZ
同花顺果指数;共封装光学(CPO);铜缆高速连接;华为手机;苹果概念;AI眼镜;液冷服务器;5G;汽车电子;无线耳机;消费电子概念;毫米波雷达;智能穿戴;芯片概念;智能座舱;数据中心(AIDC);智能音箱;MR(混合现实);商业航天;充电桩;无人驾驶;华为概念;新能源汽车;虚拟现实;机器视觉;海峡两岸;人形机器人;机器人概念;粤港澳大湾区;同花顺出海50;深股通;融资融券;人民币贬值受益;同花顺漂亮100;证金持股,33,35,002475,002475.SZ
