market_code,code,所属概念数量,所属概念,股票代码
17,603012,10,高端装备;长三角一体化;工业互联网;新能源汽车;华为概念;中俄贸易概念;人工智能;AIGC概念;煤炭概念;融资融券,603012.SH
33,002326,8,钠离子电池;氟化工概念;锂电池概念;宁德时代概念;液冷服务器;仿制药一致性评价;深股通;融资融券,002326.SZ
151,920045,9,2025年报预增;粤港澳大湾区;无人驾驶;数据中心;光纤概念;新股与次新股;融资融券;共封装光学(CPO);人民币贬值受益,920045.BJ
33,301069,6,锂电池概念;PEEK材料;3D打印;2025年报预增;深股通;融资融券,301069.SZ
33,002913,17,PCB概念;富士康概念;AI PC;MiniLED;汽车电子;5G;英伟达概念;新能源汽车;小米概念;华为数字能源;数据中心;6G概念;人民币贬值受益;华为概念;深股通;抖音概念(字节概念);融资融券,002913.SZ
151,920925,8,2025年报预增;芯片概念;融资融券;跨境电商;医疗器械概念;专精特新;智能医疗;人民币贬值受益,920925.BJ
17,688272,12,量子科技;卫星导航;无人机;车联网(车路协同);军民融合;军工;芯片概念;机器视觉;无人驾驶;专精特新;机器人概念;融资融券,688272.SH
17,688322,32,人形机器人;新型工业化;传感器;同花顺新质50;智能座舱;新能源汽车;芯片概念;机器视觉;机器人概念;英伟达概念;无人驾驶;消费电子概念;专精特新;3D打印;华为概念;虚拟现实;智能物流;MLOps概念;人脸识别;数字孪生;东数西算(算力);粤港澳大湾区;移动支付;空间计算;人工智能;阿里巴巴概念;元宇宙;蚂蚁集团概念;虚拟数字人;在线教育;沪股通;融资融券,688322.SH
33,300063,20,小红书概念;快手概念;Sora概念(文生视频);AIGC概念;AI应用;文化传媒概念;抖音概念(字节概念);阿里巴巴概念;百度概念;腾讯概念;网红经济;职业教育;人工智能;独角兽概念;华为概念;丙烯酸;2025年报预增;长安汽车概念;光刻胶;深股通,300063.SZ
33,002985,16,成飞概念;大飞机;军民融合;商业航天;卫星导航;军工;低空经济;无人机;高铁;高端装备;京津冀一体化;芯片概念;2025年报预增;2025三季报预增;融资融券;深股通,002985.SZ
17,688757,9,科创次新股;注册制次新股;存储芯片;先进封装;芯片概念;光刻胶;新能源汽车;新股与次新股;融资融券,688757.SH
33,002811,8,装配式建筑;一带一路;人工智能;数字经济;DeepSeek概念;IP经济(谷子经济);AIGC概念;云计算,002811.SZ
33,301308,24,存储芯片;国家大基金持股;先进封装;AI PC;AI手机;EDR概念;芯片概念;AI眼镜;消费电子概念;智能穿戴;2025年报预增;智能座舱;小米概念;专精特新;小米汽车;数据中心;华为概念;机器人概念;人民币贬值受益;数据安全;信创;华为鲲鹏;深股通;融资融券,301308.SZ
17,603132,7,金属铅;金属锌;黄金概念;小金属概念;西部大开发;专精特新;沪股通,603132.SH
17,688001,15,人形机器人;芯片概念;无线耳机;汽车电子;苹果概念;智能穿戴;消费电子概念;OLED;特斯拉概念;MicroLED概念;智能音箱;5G;回购增持再贷款概念;沪股通;融资融券,688001.SH
17,600877,25,6G概念;卫星导航;商业航天;WiFi 6;数据要素;无人机;毫米波雷达;无线充电;MCU芯片;5G;汽车芯片;芯片概念;星闪概念;传感器;消费电子概念;光伏概念;汽车电子;长安汽车概念;储能;西部大开发;央企国企改革;回购增持再贷款概念;国企改革;沪股通;融资融券,600877.SH
17,688605,9,中芯国际概念;光刻机;芯片概念;专精特新;光伏概念;商业航天;医疗器械概念;沪股通;融资融券,688605.SH
17,600410,33,华为鲲鹏;网络安全;云计算;信创;智慧政务;AI智能体;AIGC概念;元宇宙;区块链;抖音概念(字节概念);百度概念;数据要素;阿里巴巴概念;在线教育;腾讯概念;东数西算(算力);时空大数据;DeepSeek概念;人工智能;华为概念;智慧城市;安防;芯片概念;无线耳机;军工;数据中心;工业互联网;京津冀一体化;创投;一带一路;AI应用;沪股通;融资融券,600410.SH
33,300541,36,腾讯概念;云计算;数据确权;华为昇腾;阿里巴巴概念;数字货币;抖音概念(字节概念);智慧政务;信创;数据安全;区块链;AI智能体;华为盘古;华为鲲鹏;蚂蚁集团概念;数据要素;鸿蒙概念;Web3.0;DeepSeek概念;跨境支付(CIPS);ETC;数字经济;NFT概念;互联网金融;人工智能;独角兽概念;华为概念;英伟达概念;快手概念;数据中心;无人驾驶;智能物流;烟草;2025年报预增;AI应用;深股通,300541.SZ
17,603499,9,烟草;存储芯片;芯片概念;上海自贸区;2025年报预增;工业互联网;创投;2025三季报预增;沪股通,603499.SH
33,300503,22,减速器;商业航天;人形机器人;工业母机;新型工业化;高端装备;机器人概念;传感器;比亚迪概念;新能源汽车;富士康概念;燃料电池;芯片概念;专精特新;人工智能;光伏概念;海峡两岸;氢能源;粤港澳大湾区;PCB概念;2025年报预增;深股通,300503.SZ
17,688103,18,可控核聚变;军工;商业航天;大飞机;低空经济;芯片概念;飞行汽车(eVTOL);华为概念;新能源汽车;高压快充;特高压;2025年报预增;宁德时代概念;回购增持再贷款概念;柔性直流输电;培育钻石;沪股通;融资融券,688103.SH
33,300911,10,人工智能;阿里巴巴概念;家用电器;腾讯概念;DeepSeek概念;AIGC概念;东数西算(算力);算力租赁;深股通;融资融券,300911.SZ
33,300753,11,脑机接口;血氧仪;人工智能;医美概念;养老概念;医疗器械概念;三胎概念;机器人概念;专精特新;医药电商;流感,300753.SZ
33,002426,17,PET铜箔;锂电池概念;特斯拉概念;新能源汽车;一带一路;苹果概念;AI眼镜;消费电子概念;一体化压铸;智能穿戴;新型工业化;小米概念;华为概念;AI PC;人民币贬值受益;深股通;融资融券,002426.SZ
151,920152,9,钙钛矿电池;储能;专精特新;西部大开发;数据中心;超级电容;风电;动力电池回收;融资融券,920152.BJ
33,300402,15,特钢概念;海工装备;小金属概念;航空发动机;金属铜;光热发电;硅能源;军工;高端装备;中俄贸易概念;光伏概念;国企改革;回购增持再贷款概念;污水处理;专精特新,300402.SZ
17,603931,4,光刻胶;OLED;芯片概念;沪股通,603931.SH
33,300424,11,成飞概念;航空发动机;大飞机;军民融合;军工;无人机;低空经济;传感器;虚拟现实;人民币贬值受益;股权转让(并购重组),300424.SZ
33,002161,22,ETC;物联网;智慧城市;烟草;无人机;信创;食品安全;车联网(车路协同);人工智能;粤港澳大湾区;无人零售;机器人概念;创投;AI智能体;电子身份证;芯片概念;一带一路;宠物经济;虚拟数字人;IP经济(谷子经济);融资融券;深股通,002161.SZ
17,603283,18,存储芯片;PCB概念;同花顺果指数;苹果概念;芯片概念;消费电子概念;特斯拉概念;比亚迪概念;新能源汽车;无线耳机;锂电池概念;光伏概念;智能穿戴;新型工业化;长三角一体化;人工智能;融资融券;沪股通,603283.SH
33,300353,42,军工信息化;AI智能体;人工智能;卫星导航;信创;DeepSeek概念;网络安全;军民融合;华为欧拉;商业航天;智慧城市;国产操作系统;大飞机;军工;物联网;华为概念;无人机;车联网(车路协同);工业互联网;新型工业化;机器视觉;机器人概念;数据中心;5G;核电;人形机器人;智能物流;高铁;工业母机;芯片概念;智能电网;雄安新区;虚拟电厂;汽车芯片;汽车电子;风电;储能;2025年报预增;绿色电力;深股通;股权转让(并购重组);融资融券,300353.SZ
33,300128,28,富士康概念;宁德时代概念;液冷服务器;苹果概念;锂电池概念;BC电池;消费电子概念;光伏概念;储能;汽车电子;新能源汽车;石墨烯;英伟达概念;MR(混合现实);小米概念;小米汽车;汽车热管理;人形机器人;新型工业化;海峡两岸;华为概念;机器人概念;长三角一体化;虚拟现实;人工智能;国企改革;深股通;融资融券,300128.SZ
17,600963,12,生物质能发电;污水处理;碳中和;碳交易;雄安新区;PPP概念;央企国企改革;国企改革;DeepSeek概念;人工智能;沪股通;融资融券,600963.SH
33,002669,27,碳纤维;军民融合;军工;商业航天;军工信息化;高铁;低空经济;卫星导航;PCB概念;专精特新;风电;毫米波雷达;先进封装;一带一路;新能源汽车;传感器;光伏概念;芯片概念;机器人概念;国企改革;消费电子概念;5G;回购增持再贷款概念;华为概念;MCU芯片;锂电池概念;数字经济,002669.SZ
33,300707,6,新型工业化;特斯拉概念;新能源汽车;储能;锂电池概念;2025年报预增,300707.SZ
33,300806,17,光刻胶;富士康概念;苹果概念;无线耳机;消费电子概念;PCB概念;柔性屏(折叠屏);汽车电子;虚拟现实;专精特新;特斯拉概念;华为概念;新能源汽车;石墨烯;储能;氢能源;深股通,300806.SZ
17,600960,17,减速器;华为汽车;长安汽车概念;智能座舱;工业母机;汽车热管理;汽车电子;新能源汽车;氢能源;无人机;中俄贸易概念;比亚迪概念;新型工业化;机器人概念;国企改革;DeepSeek概念;股权转让(并购重组),600960.SH
17,688123,20,存储芯片;中芯国际概念;汽车芯片;芯片概念;无线耳机;消费电子概念;汽车电子;AI眼镜;智能穿戴;小米概念;智能座舱;专精特新;新型烟草(电子烟);比亚迪概念;数据中心;人民币贬值受益;特斯拉概念;华为概念;沪股通;融资融券,688123.SH
33,300637,1,PCB概念,300637.SZ
17,688170,25,PET铜箔;BC电池;PCB概念;OLED;第三代半导体;MicroLED概念;先进封装;存储芯片;钙钛矿电池;固态电池;柔性屏(折叠屏);光纤概念;光伏概念;宁德时代概念;共封装光学(CPO);3D打印;锂电池概念;芯片概念;华为海思概念股;碳纤维;专精特新;商业航天;高端装备;华为概念;融资融券,688170.SH
33,300887,31,脑机接口;军工信息化;商业航天;军工;无人机;核污染防治;低空经济;PM2.5;房屋检测;海工装备;5G;机器人概念;人形机器人;京津冀一体化;食品安全;特斯拉概念;医疗器械概念;新能源汽车;储能;碳中和;土壤修复;碳交易;辅助生殖;三胎概念;基因测序;幽门螺杆菌概念;猴痘概念;CRO概念;肝炎概念;深股通;融资融券,300887.SZ
17,688627,10,存储芯片;OLED;MicroLED概念;芯片概念;专精特新;机器人概念;粤港澳大湾区;东数西算(算力);沪股通;融资融券,688627.SH
33,300302,14,存储芯片;芯片概念;专精特新;数据中心;东数西算(算力);卫星导航;军工;信创;军工信息化;数据安全;国产操作系统;云计算;深股通;融资融券,300302.SZ
17,688610,11,光伏概念;芯片概念;MiniLED;锂电池概念;机器人概念;2025年报预增;AI眼镜;PCB概念;机器视觉;基因测序;融资融券,688610.SH
33,300576,9,光刻胶;OLED;第三代半导体;芯片概念;PCB概念;专精特新;粤港澳大湾区;深股通;融资融券,300576.SZ
17,688648,16,无人驾驶;智能物流;统一大市场;机器视觉;机器人概念;拼多多概念;专精特新;国企改革;人工智能;无人机;华为概念;阿里巴巴概念;抖音概念(字节概念);沪股通;中字头股票;融资融券,688648.SH
33,001360,10,黄金概念;金属回收;固废处理;锂电池概念;一带一路;雅下水电概念;高端装备;专精特新;机器视觉;融资融券,001360.SZ
33,300943,16,商业航天;卫星导航;军民融合;核电;军工;无人机;氢能源;燃料电池;传感器;智慧城市;芯片概念;汽车热管理;新能源汽车;天然气;股权转让(并购重组);融资融券,300943.SZ
151,920493,22,2025年报预增;商业航天;数据中心;量子科技;算力租赁;百度概念;阿里巴巴概念;长安汽车概念;比亚迪概念;飞行汽车(eVTOL);融资融券;DeepSeek概念;云计算;华为概念;华为昇腾;智谱AI;华为鲲鹏;东数西算(算力);在线教育;AIGC概念;数字经济;低空经济,920493.BJ
33,300221,15,无人机;碳纤维;3D打印;5G;机器人概念;网约车;创投;新型烟草(电子烟);消费电子概念;OLED;新能源汽车;PCB概念;可降解塑料;NMN概念;2025年报预增,300221.SZ
17,603088,20,液冷服务器;汽车热管理;宁德时代概念;工业母机;比亚迪概念;小米概念;特斯拉概念;芯片概念;新能源汽车;新型工业化;高端装备;专精特新;机器人概念;锂电池概念;空气能热泵;氢能源;动力电池回收;国企改革;沪股通;融资融券,603088.SH
17,688625,3,专精特新;沪股通;融资融券,688625.SH
33,300429,8,光刻胶;先进封装;芯片概念;PCB概念;专精特新;创投;深股通;融资融券,300429.SZ
17,600869,44,可控核聚变;超导概念;海工装备;光纤概念;铜缆高速连接;光伏概念;核电;PET铜箔;特高压;雅下水电概念;商业航天;风电;柔性直流输电;高端装备;芯片概念;军工;军民融合;智能电网;锂电池概念;无人机;储能;回购增持再贷款概念;充电桩;固态电池;宁德时代概念;西部大开发;新能源汽车;液冷服务器;特斯拉概念;低空经济;数据中心;机器人概念;钠离子电池;华为概念;人形机器人;独角兽概念;参股银行;东数西算(算力);智慧城市;人工智能;DeepSeek概念;阿里巴巴概念;沪股通;融资融券,600869.SH
33,300650,17,存储芯片;MiniLED;无线耳机;汽车电子;芯片概念;传感器;小米概念;5G;海峡两岸;比亚迪概念;物联网;智慧灯杆;机器人概念;华为概念;智慧城市;人民币贬值受益;元宇宙,300650.SZ
33,300430,14,脑机接口;AI应用;医疗器械概念;养老概念;DeepSeek概念;京津冀一体化;工业大麻;三胎概念;专精特新;消毒剂;合成生物;智能物流;新型工业化;深股通,300430.SZ
33,300286,12,智能电网;虚拟电厂;电力物联网;储能;充电桩;专精特新;数据中心;传感器;华为概念;安防;人工智能;深股通,300286.SZ
33,300017,23,算力租赁;云计算;虚拟数字人;多模态AI;AIGC概念;华为鲲鹏;数据安全;AI智能体;网络安全;信创;东数西算(算力);元宇宙;在线教育;DeepSeek概念;数字经济;数据中心;人工智能;液冷服务器;阿尔茨海默概念;深股通;融资融券;一带一路;人民币贬值受益,300017.SZ
17,600499,15,盐湖提锂;锂电池概念;宁德时代概念;光伏建筑一体化;人民币贬值受益;同花顺出海50;一带一路;储能;海工装备;高端装备;充电桩;沪股通;融资融券;新型工业化;机器人概念,600499.SH
33,001309,15,存储芯片;中芯国际概念;AI PC;共封装光学(CPO);芯片概念;2025年报预增;汽车电子;智能穿戴;专精特新;数据中心;人民币贬值受益;粤港澳大湾区;人工智能;融资融券;深股通,001309.SZ
17,688676,23,抽水蓄能;智能电网;光伏概念;风电;核电;储能;海南自贸区;海工装备;数据中心;雅下水电概念;高端装备;新能源汽车;中国AI 50;专精特新;工业互联网;机器人概念;华为概念;数字孪生;阿里巴巴概念;百度概念;数据要素;融资融券;沪股通,688676.SH
17,688008,11,存储芯片;中芯国际概念;2025年报预增;芯片概念;消费电子概念;数据中心;人民币贬值受益;人工智能;数据安全;沪股通;融资融券,688008.SH
33,002522,10,PVDF概念;长三角一体化;共同富裕示范区;国企改革;专精特新;传感器;光纤概念;5G;华为概念;融资融券,002522.SZ
33,301529,9,比亚迪概念;新能源汽车;传感器;汽车电子;5G;中俄贸易概念;回购增持再贷款概念;深股通;融资融券,301529.SZ
17,603138,10,华为鲲鹏;数据安全;数据要素;信创;人工智能;华为概念;横琴新区;数据中心;雄安新区;融资融券,603138.SH
33,300032,8,海峡两岸;人民币贬值受益;智能穿戴;虚拟现实;消费电子概念;新型烟草(电子烟);元宇宙;OLED,300032.SZ
33,300377,19,数字货币;Web3.0;互联网金融;华为鲲鹏;华为昇腾;信创;区块链;AI智能体;阿里巴巴概念;人工智能;DeepSeek概念;腾讯概念;华为概念;机器人概念;粤港澳大湾区;AI应用;深股通;股权转让(并购重组);融资融券,300377.SZ
33,300780,22,商业航天;航空发动机;军民融合;低空经济;减速器;3D打印;军工;工业母机;新型工业化;机器视觉;农机;工业互联网;机器人概念;专精特新;AIGC概念;比亚迪概念;物联网;新能源汽车;云计算;跨境电商;西部大开发;中俄贸易概念,300780.SZ
17,600114,18,特斯拉概念;苹果概念;新能源汽车;人形机器人;3D打印;消费电子概念;燃料电池;柔性屏(折叠屏);小米概念;机器人概念;两轮车;数据中心;低空经济;华为概念;东数西算(算力);沪股通;智能医疗;融资融券,600114.SH
17,688399,11,猴痘概念;基因测序;流感;肝炎概念;医药电商;维生素;智能医疗;医疗器械概念;专精特新;沪股通;融资融券,688399.SH
17,688798,18,汽车芯片;MCU芯片;AI眼镜;芯片概念;消费电子概念;智能穿戴;小米概念;5G;专精特新;比亚迪概念;机器人概念;物联网;华为概念;人民币贬值受益;卫星导航;抖音概念(字节概念);融资融券;沪股通,688798.SH
17,603378,3,建筑节能;长三角一体化;AI智能体,603378.SH
17,600501,25,商业航天;卫星导航;大飞机;可控核聚变;成飞概念;军工;核污染防治;核电;高端装备;无人驾驶;新型工业化;机器人概念;光热发电;央企国企改革;新能源汽车;长三角一体化;氢能源;充电桩;特高压;国企改革;垃圾分类;天然气;煤化工概念;沪股通;融资融券,600501.SH
17,688536,15,汽车芯片;MCU芯片;共封装光学(CPO);芯片概念;智能座舱;传感器;5G;人形机器人;专精特新;机器人概念;安防;储能;股权转让(并购重组);沪股通;融资融券,688536.SH
17,688162,15,新型工业化;新能源汽车;比亚迪概念;专精特新;特斯拉概念;燃料电池;小米汽车;机器人概念;长安汽车概念;华为汽车;小米概念;减速器;固态电池;2025年报预增;融资融券,688162.SH
17,601702,6,特斯拉概念;新能源汽车;比亚迪概念;专精特新;融资融券;沪股通,601702.SH
17,603876,9,钠离子电池;固态电池;宁德时代概念;锂电池概念;比亚迪概念;储能;2025年报预增;沪股通;融资融券,603876.SH
17,600345,16,光纤概念;卫星导航;商业航天;安防;智慧城市;华为概念;车联网(车路协同);数据要素;信创;人工智能;DeepSeek概念;央企国企改革;国企改革;股权转让(并购重组);沪股通;融资融券,600345.SH
17,688209,9,汽车芯片;无线耳机;芯片概念;消费电子概念;小米概念;脑机接口;专精特新;沪股通;融资融券,688209.SH
17,688028,9,培育钻石;工业母机;核电;新能源汽车;人形机器人;芯片概念;OLED;沪股通;融资融券,688028.SH
17,603968,3,代糖概念;染料;维生素,603968.SH
33,300493,23,智能音箱;抖音概念(字节概念);无线耳机;智能穿戴;人工智能;AI眼镜;物联网;汽车芯片;智能医疗;5G;数据中心;智能家居;芯片概念;汽车电子;传感器;先进封装;专精特新;养老概念;存储芯片;2025年报预增;海峡两岸;深股通;融资融券,300493.SZ
17,688700,11,PCB概念;PET铜箔;华为手机;芯片概念;2025年报预增;固态电池;专精特新;光伏概念;高端装备;融资融券;沪股通,688700.SH
33,300131,26,共封装光学(CPO);第三代半导体;AI眼镜;OLED;存储芯片;汽车芯片;芯片概念;汽车电子;智能座舱;数据中心;小米概念;传感器;新能源汽车;无人驾驶;机器人概念;长安汽车概念;物联网;粤港澳大湾区;智能家居;车联网(车路协同);智慧城市;腾讯概念;阿里巴巴概念;ERP概念;深股通;融资融券,300131.SZ
33,300748,14,稀土永磁;2025三季报预增;回购增持再贷款概念;风电;特斯拉概念;低空经济;比亚迪概念;人形机器人;新能源汽车;机器人概念;绿色电力;2025年报预增;融资融券;深股通,300748.SZ
17,688796,10,AI智能体;科创次新股;CRO概念;基因测序;人民币贬值受益;2025年报预增;注册制次新股;沪股通;新股与次新股;融资融券,688796.SH
33,300749,6,海工装备;商业航天;回购增持再贷款概念;人工智能;家用电器;智能家居,300749.SZ
17,688361,8,中芯国际概念;国家大基金持股;存储芯片;先进封装;芯片概念;同花顺新质50;沪股通;融资融券,688361.SH
17,600698,9,兵装重组概念;高铁;长安汽车概念;央企国企改革;新能源汽车;国企改革;汽车热管理;融资融券;沪股通,600698.SH
17,688386,16,商业航天;军工;低空经济;可控核聚变;小米汽车;消费电子概念;新能源汽车;机器人概念;专精特新;智能穿戴;宁德时代概念;物联网;燃料电池;氢能源;沪股通;融资融券,688386.SH
17,603867,9,磷化工;消毒剂;污水处理;动力电池回收;锂电池概念;烟草;盐湖提锂;沪股通;融资融券,603867.SH
151,920223,10,海峡两岸;新能源汽车;比亚迪概念;融资融券;航空发动机;富士康概念;液冷服务器;专精特新;消费电子概念;储能,920223.BJ
33,000758,16,金属铅;金属锌;金属铜;黄金概念;金属钴;小金属概念;金属回收;稀土永磁;回购增持再贷款概念;央企国企改革;国企改革;一带一路;人民币贬值受益;深股通;融资融券;中字头股票,000758.SZ
17,603381,11,光伏概念;光伏建筑一体化;液冷服务器;储能;比亚迪概念;人形机器人;专精特新;机器人概念;金属回收;沪股通;融资融券,603381.SH
151,920116,12,军工;军工信息化;DeepSeek概念;专精特新;数字经济;AIGC概念;人工智能;融资融券;商业航天;数据要素;卫星导航;国企改革,920116.BJ
17,688432,6,中芯国际概念;存储芯片;硅能源;芯片概念;沪股通;融资融券,688432.SH
33,300956,16,消费电子概念;专精特新;储能;小米概念;机器人概念;光伏概念;AI PC;人民币贬值受益;光伏建筑一体化;人形机器人;HJT电池;锂电池概念;TOPCON电池;固态电池;绿色电力;融资融券,300956.SZ
33,300263,23,钙钛矿电池;HJT电池;商业航天;大飞机;光伏概念;碳纤维;核电;军工;军民融合;无人机;低空经济;飞行汽车(eVTOL);风电;柔性屏(折叠屏);动力电池回收;芯片概念;超超临界发电;OLED;盐湖提锂;污水处理;PPP概念;融资融券;深股通,300263.SZ
33,301528,10,成飞概念;专精特新;新能源汽车;比亚迪概念;芯片概念;商业航天;卫星导航;核电;粤港澳大湾区;融资融券,301528.SZ
17,688172,8,国家大基金持股;MCU芯片;第三代半导体;芯片概念;传感器;国企改革;沪股通;融资融券,688172.SH
33,300008,17,太赫兹;军民融合;军工;海工装备;高端装备;2025年报预增;数字孪生;人工智能;风电;专精特新;机器人概念;一带一路;天然气;垃圾分类;航运概念;深股通;融资融券,300008.SZ
33,301219,15,金属钴;金属铜;小金属概念;金属镍;金属回收;动力电池回收;固态电池;锂电池概念;宁德时代概念;2025年报预增;一带一路;专精特新;人民币贬值受益;深股通;融资融券,301219.SZ
17,605376,11,小金属概念;金属镍;硅能源;光伏概念;锂电池概念;3D打印;人民币贬值受益;2025年报预增;专精特新;融资融券;沪股通,605376.SH
33,301190,5,染料;参股银行;幽门螺杆菌概念;深股通;融资融券,301190.SZ
33,300679,16,无人驾驶;消费电子概念;小米概念;人形机器人;5G;柔性屏(折叠屏);比亚迪概念;新型烟草(电子烟);物联网;PCB概念;新能源汽车;华为概念;无人机;数据中心;深股通;融资融券,300679.SZ
33,300490,40,钠离子电池;固态电池;宁德时代概念;锂电池概念;光伏概念;高压快充;MiniLED;储能;比亚迪概念;换电概念;新型工业化;虚拟电厂;智能电网;光伏建筑一体化;数据中心;充电桩;机器视觉;风电;碳中和;华为概念;机器人概念;工业互联网;垃圾分类;净水概念;航空发动机;军工;绿色电力;一带一路;虚拟现实;污水处理;碳交易;国产操作系统;数字孪生;人工智能;多模态AI;华为鲲鹏;DeepSeek概念;水利;数字经济;数据要素,300490.SZ
33,301141,11,稀土永磁;5G;消费电子概念;专精特新;智能音箱;一带一路;机器人概念;新能源汽车;2025年报预增;深股通;融资融券,301141.SZ
33,000066,37,信创;国产操作系统;AI PC;华为鲲鹏;数据安全;中国AI 50;网络安全;量子科技;百度概念;车联网(车路协同);东数西算(算力);卫星导航;智慧城市;区块链;华为概念;人工智能;商业航天;数字经济;军民融合;DeepSeek概念;5G;数据中心;军工;汽车电子;芯片概念;消费电子概念;粤港澳大湾区;液冷服务器;海工装备;智能电网;锂电池概念;央企国企改革;国企改革;钠离子电池;深股通;中字头股票;融资融券,000066.SZ
33,300061,15,抖音概念(字节概念);腾讯概念;阿里巴巴概念;智慧政务;云计算;数据要素;网络安全;数字经济;东数西算(算力);互联网保险;华为概念;AI应用;融资融券;深股通;股权转让(并购重组),300061.SZ
33,300990,14,液冷服务器;光刻机;宁德时代概念;芯片概念;2025年报预增;数据中心;新能源汽车;储能;专精特新;高端装备;氢能源;换电概念;深股通;融资融券,300990.SZ
17,688079,18,光刻机;MicroLED概念;富士康概念;第三代半导体;芯片概念;先进封装;苹果概念;专精特新;消费电子概念;传感器;MR(混合现实);AI眼镜;智能穿戴;5G;华为概念;无人机;虚拟现实;融资融券,688079.SH
17,600783,6,创投;代糖概念;参股券商;国企改革;融资融券;沪股通,600783.SH
151,920808,10,碳中和;腾讯概念;国企改革;东数西算(算力);液冷服务器;抖音概念(字节概念);数据中心;融资融券;专精特新;股权转让(并购重组),920808.BJ
17,688141,13,汽车芯片;芯片概念;消费电子概念;汽车电子;小米概念;智能座舱;新能源汽车;专精特新;储能;无人驾驶;华为概念;沪股通;融资融券,688141.SH
17,688295,12,碳纤维;大飞机;飞行汽车(eVTOL);低空经济;专精特新;机器人概念;氢能源;风电;国企改革;沪股通;中字头股票;融资融券,688295.SH
17,688630,13,光刻机;先进封装;PCB概念;OLED;2025年报预增;芯片概念;光刻胶;专精特新;BC电池;光伏概念;高端装备;融资融券;沪股通,688630.SH
33,002248,4,工业母机;高端装备;新型工业化;2025年报预增,002248.SZ
17,688206,6,存储芯片;芯片概念;专精特新;股权转让(并购重组);沪股通;融资融券,688206.SH
33,002498,14,柔性直流输电;特高压;智能电网;风电;核电;充电桩;海工装备;氢能源;一带一路;无人机;5G;深股通;数字经济;融资融券,002498.SZ
17,688171,11,量子科技;信创;网络安全;数据安全;工业互联网;军工信息化;数据要素;电力物联网;智能电网;虚拟电厂;融资融券,688171.SH
33,300671,18,MCU芯片;汽车芯片;存储芯片;先进封装;WiFi 6;MiniLED;无线耳机;第三代半导体;芯片概念;5G;新型烟草(电子烟);毫米波雷达;专精特新;智能家居;粤港澳大湾区;海峡两岸;深股通;融资融券,300671.SZ
33,300877,4,创投;储能;2025年报预增;融资融券,300877.SZ
33,003041,5,共同富裕示范区;2025年报预增;人民币贬值受益;一带一路;股权转让(并购重组),003041.SZ
17,600456,17,航空发动机;大飞机;国产航母;商业航天;军工;海工装备;核电;无人机;3D打印;小金属概念;回购增持再贷款概念;燃料电池;西部大开发;国企改革;苹果概念;融资融券;沪股通,600456.SH
17,688297,11,军民融合;军工;无人机;低空经济;央企国企改革;人工智能;西部大开发;国企改革;沪股通;中字头股票;融资融券,688297.SH
33,301379,15,PCB概念;存储芯片;MiniLED;消费电子概念;汽车电子;比亚迪概念;海峡两岸;智能家居;长安汽车概念;无人机;低空经济;人工智能;西部大开发;深股通;融资融券,301379.SZ
17,601020,11,金属铅;金属锌;金属铜;黄金概念;小金属概念;西部大开发;2025年报预增;一带一路;人民币贬值受益;沪股通;融资融券,601020.SH
33,001280,12,小金属概念;稀土永磁;超导概念;核电;央企国企改革;一带一路;注册制次新股;军工;深股通;中字头股票;新股与次新股;融资融券,001280.SZ
33,301230,13,AI应用;ChatGPT概念;多模态AI;智能医疗;CRO概念;人工智能;创新药;流感;合成生物;医疗器械概念;2025年报预增;人民币贬值受益;融资融券,301230.SZ
33,301251,13,共封装光学(CPO);PCB概念;富士康概念;MiniLED;5G;汽车电子;专精特新;新型工业化;工业互联网;机器人概念;一带一路;深股通;融资融券,301251.SZ
33,300909,14,3D打印;新能源汽车;智能座舱;创投;专精特新;小米概念;智能家居;华为概念;消费电子概念;MiniLED;储能;富士康概念;深股通;融资融券,300909.SZ
17,603097,10,特高压;智能电网;风电;光伏概念;充电桩;储能;数据中心;雄安新区;军工;机器人概念,603097.SH
17,688173,22,汽车芯片;AI手机;AI眼镜;芯片概念;消费电子概念;智能穿戴;无线充电;智能座舱;汽车电子;传感器;小米概念;专精特新;锂电池概念;机器人概念;华为概念;东数西算(算力);粤港澳大湾区;智能家居;人民币贬值受益;股权转让(并购重组);沪股通;融资融券,688173.SH
17,600100,48,网络安全;华为昇腾;国产操作系统;算力租赁;信创;区块链;国资云;东数西算(算力);鸿蒙概念;AI智能体;ChatGPT概念;在线教育;数据要素;AI语料;数字经济;AIGC概念;智慧城市;DeepSeek概念;人工智能;安防;物联网;华为概念;数据中心;机器视觉;工业互联网;互联网保险;核污染防治;京津冀一体化;机器人概念;食品安全;创投;可控核聚变;消费电子概念;核电;液冷服务器;工业母机;央企国企改革;储能;国企改革;土壤修复;雄安新区;锂电池概念;污水处理;参股券商;AI应用;沪股通;融资融券;股权转让(并购重组),600100.SH
33,300346,13,光刻胶;中芯国际概念;国家大基金持股;存储芯片;OLED;芯片概念;氟化工概念;专精特新;华为概念;长三角一体化;磷化工;融资融券;深股通,300346.SZ
33,300065,24,国产航母;军工信息化;商业航天;军工;云计算;数据要素;海工装备;阿里巴巴概念;东数西算(算力);人工智能;高端装备;算力租赁;腾讯概念;DeepSeek概念;京津冀一体化;机器人概念;数据中心;专精特新;传感器;风电;2025年报预增;深股通;融资融券;股权转让(并购重组),300065.SZ
