股票代码,code,所属概念数量,market_code,所属概念
688443.SH,688443,4,17,创新药;西部大开发;沪股通;融资融券
301678.SZ,301678,9,33,芯片概念;消费电子概念;物联网;专精特新;人工智能;注册制次新股;深股通;新股与次新股;融资融券
688778.SH,688778,11,17,钠离子电池;固态电池;宁德时代概念;锂电池概念;专精特新;氢能源;低空经济;福建自贸区;国企改革;融资融券;沪股通
002020.SZ,002020,9,33,创新药;仿制药一致性评价;眼科医疗;肝炎概念;阿尔茨海默概念;医疗器械概念;共同富裕示范区;深股通;融资融券
002810.SZ,002810,5,33,专精特新;人民币贬值受益;锂电池概念;融资融券;深股通
605286.SH,605286,8,17,氢能源;储能;虚拟电厂;风电;绿色电力;新型城镇化;人工智能;沪股通
000017.SZ,000017,5,33,黄金概念;粤港澳大湾区;两轮车;锂电池概念;智能穿戴
688549.SH,688549,8,17,存储芯片;国家大基金持股;先进封装;中芯国际概念;芯片概念;氟化工概念;沪股通;融资融券
603663.SH,603663,13,17,固态电池;宁德时代概念;小金属概念;核电;氢能源;稀土永磁;专精特新;芯片概念;回购增持再贷款概念;海峡两岸;一体化压铸;沪股通;融资融券
002812.SZ,002812,14,33,固态电池;锂电池概念;宁德时代概念;同花顺漂亮100;比亚迪概念;储能;消费电子概念;新能源汽车;烟草;深股通;专精特新;西部大开发;人工智能;融资融券
301219.SZ,301219,15,33,金属钴;金属镍;小金属概念;金属铜;固态电池;宁德时代概念;动力电池回收;金属回收;锂电池概念;专精特新;人民币贬值受益;一带一路;2025年报预增;深股通;融资融券
300586.SZ,300586,15,33,PCB概念;宁德时代概念;固态电池;钠离子电池;锂电池概念;芯片概念;专精特新;燃料电池;储能;氢能源;染料;可降解塑料;消毒剂;深股通;融资融券
920476.BJ,920476,11,151,2025年报预增;医疗器械概念;鸿蒙概念;高端装备;食品安全;融资融券;宠物经济;回购增持再贷款概念;储能;人工智能;专精特新
688235.SH,688235,5,17,创新药;同花顺出海50;人民币贬值受益;沪股通;融资融券
300668.SZ,300668,6,33,ERP概念;数据确权;新型城镇化;华为概念;AIGC概念;股权转让(并购重组)
002731.SZ,002731,4,33,黄金概念;锂电池概念;三胎概念;IP经济(谷子经济)
300866.SZ,300866,16,33,智能家居;跨境电商;人民币贬值受益;无线耳机;无线充电;机器人概念;AI眼镜;充电桩;消费电子概念;3D打印;储能;安防;人工智能;芯片概念;深股通;融资融券
300786.SZ,300786,22,33,光刻胶;光刻机;OLED;净水概念;先进封装;医疗废物处理;污水处理;芯片概念;商业航天;专精特新;海工装备;中俄贸易概念;HJT电池;光伏概念;空气能热泵;煤化工概念;冷链物流;回购增持再贷款概念;家用电器;新疆振兴;医疗器械概念;股权转让(并购重组)
002079.SZ,002079,27,33,钙钛矿电池;HJT电池;第三代半导体;TOPCON电池;光伏概念;消费电子概念;比亚迪概念;无线耳机;小米概念;芯片概念;传感器;BC电池;智能穿戴;汽车电子;汽车芯片;5G;物联网;先进封装;苹果概念;华为概念;人形机器人;创投;虚拟现实;深股通;融资融券;储能;股权转让(并购重组)
601689.SH,601689,22,17,人形机器人;汽车热管理;华为汽车;特斯拉概念;一体化压铸;同花顺出海50;小米汽车;新型工业化;英伟达概念;中国AI 50;智能座舱;汽车电子;新能源汽车;液冷服务器;机器人概念;比亚迪概念;小米概念;同花顺新质50;无人驾驶;数据中心;沪股通;融资融券
601369.SH,601369,18,17,超超临界发电;核电;煤化工概念;页岩气;天然气;氢能源;虚拟电厂;国企改革;西部大开发;一带一路;碳中和;储能;高端装备;商业航天;军工;融资融券;数据安全;沪股通
688383.SH,688383,9,17,先进封装;MiniLED;芯片概念;华为概念;机器人概念;人形机器人;锂电池概念;沪股通;融资融券
002973.SZ,002973,17,33,智慧城市;DeepSeek概念;低空经济;人工智能;数字乡村;无人驾驶;机器人概念;乡村振兴;碳中和;PPP概念;垃圾分类;人形机器人;污水处理;固废处理;医疗废物处理;绿色电力;深股通
002371.SZ,002371,15,33,国家大基金持股;存储芯片;中芯国际概念;OLED;第三代半导体;芯片概念;华为海思概念股;中国AI 50;同花顺新质50;光伏概念;锂电池概念;深股通;融资融券;同花顺漂亮100;国企改革
688396.SH,688396,24,17,国家大基金持股;存储芯片;先进封装;第三代半导体;MCU芯片;汽车芯片;芯片概念;消费电子概念;汽车电子;小米概念;宁德时代概念;传感器;比亚迪概念;新能源汽车;储能;机器人概念;数据中心;充电桩;智能电网;央企国企改革;工业互联网;国企改革;沪股通;融资融券
002721.SZ,002721,16,33,互联网金融;数字经济;DeepSeek概念;国企改革;区块链;移动支付;AI智能体;人工智能;智慧政务;阿里巴巴概念;数字货币;黄金概念;3D打印;小金属概念;深股通;摘帽
603087.SH,603087,8,17,减肥药;创新药;医疗器械概念;智能医疗;虚拟数字人;2025年报预增;沪股通;融资融券
301361.SZ,301361,9,33,智能电网;虚拟电厂;储能;海工装备;专精特新;数据中心;传感器;锂电池概念;融资融券
301326.SZ,301326,14,33,富士康概念;液冷服务器;苹果概念;消费电子概念;宁德时代概念;芯片概念;固态电池;3D打印;比亚迪概念;锂电池概念;无人机;人民币贬值受益;深股通;融资融券
300049.SZ,300049,12,33,AI应用;家庭医生;智能医疗;肝炎概念;医疗器械概念;医药电商;人民币贬值受益;三胎概念;西部大开发;参股保险;深股通;融资融券
688277.SH,688277,6,17,智能医疗;医疗器械概念;专精特新;机器人概念;沪股通;融资融券
301110.SZ,301110,12,33,小红书概念;AI智能体;抖音概念(字节概念);阿里巴巴概念;数据要素;人工智能;跨境电商;三胎概念;宠物经济;AI应用;深股通;融资融券
300293.SZ,300293,10,33,光刻机;新型工业化;高端装备;人工智能;工业母机;一带一路;氢能源;人民币贬值受益;特斯拉概念;深股通
688198.SH,688198,7,17,创新药;眼科医疗;医美概念;医疗器械概念;专精特新;沪股通;融资融券
601601.SH,601601,6,17,同花顺中特估100;沪股通;融资融券;证金持股;蚂蚁集团概念;华为概念
688035.SH,688035,32,17,国家大基金持股;存储芯片;先进封装;芯片概念;PCB概念;液冷服务器;宁德时代概念;苹果概念;固态电池;无线耳机;消费电子概念;柔性屏(折叠屏);智能穿戴;小米概念;高端装备;石墨烯;专精特新;MR(混合现实);人形机器人;光伏概念;储能;有机硅概念;数据中心;新能源汽车;TOPCON电池;华为概念;HJT电池;机器人概念;高铁;回购增持再贷款概念;沪股通;融资融券
301421.SZ,301421,17,33,光刻机;PCB概念;芯片概念;消费电子概念;3D打印;AI眼镜;无人驾驶;专精特新;机器视觉;无人机;安防;机器人概念;锂电池概念;医疗器械概念;基因测序;深股通;融资融券
688591.SH,688591,20,17,MCU芯片;国家大基金持股;汽车芯片;WiFi 6;无线耳机;星闪概念;芯片概念;智能穿戴;英伟达概念;消费电子概念;苹果概念;小米概念;鸿蒙概念;物联网;专精特新;智能家居;上海自贸区;2025三季报预增;沪股通;融资融券
300433.SZ,300433,41,33,同花顺果指数;商业航天;元宇宙;智能座舱;虚拟现实;AI眼镜;智能穿戴;无线耳机;人形机器人;苹果概念;华为概念;3D打印;新型烟草(电子烟);汽车电子;小米概念;传感器;液冷服务器;消费电子概念;蚂蚁集团概念;特斯拉概念;机器人概念;柔性屏(折叠屏);工业互联网;新型工业化;减速器;小米汽车;比亚迪概念;OLED;新能源汽车;智能家居;人民币贬值受益;充电桩;宁德时代概念;智能物流;光伏概念;回购增持再贷款概念;TOPCON电池;同花顺漂亮100;深股通;AI手机;融资融券
300214.SZ,300214,8,33,丙烯酸;新疆振兴;专精特新;数据中心;液冷服务器;东数西算(算力);算力租赁;DeepSeek概念
688779.SH,688779,14,17,钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;储能;高压快充;飞行汽车(eVTOL);低空经济;无人机;国企改革;央企国企改革;融资融券;沪股通
300899.SZ,300899,4,33,ST板块;净水概念;污水处理;上海自贸区
300682.SZ,300682,24,33,AI应用;AI智能体;阿里巴巴概念;蚂蚁集团概念;数据要素;华为鲲鹏;区块链;DeepSeek概念;人工智能;数字经济;电力物联网;华为概念;物联网;车联网(车路协同);工业互联网;智能电网;虚拟电厂;碳中和;充电桩;光伏概念;新能源汽车;绿色电力;融资融券;深股通
600699.SH,600699,35,17,人形机器人;汽车热管理;华为汽车;特斯拉概念;智能座舱;长安汽车概念;英伟达概念;汽车电子;无人驾驶;传感器;新能源汽车;比亚迪概念;无线充电;机器人概念;小米概念;汽车芯片;人民币贬值受益;EDR概念;5G;储能;充电桩;高压快充;车联网(车路协同);芯片概念;华为概念;回购增持再贷款概念;创投;沪股通;融资融券;阿里巴巴概念;鸿蒙概念;数字经济;DeepSeek概念;AI智能体;AI应用
600289.SH,600289,10,22,黑龙江自贸区;ST板块;智能物流;工业互联网;智慧城市;车联网(车路协同);东数西算(算力);人工智能;网络安全;数据安全
002850.SZ,002850,13,33,减速器;PEEK材料;人形机器人;特斯拉概念;新能源汽车;比亚迪概念;宁德时代概念;机器人概念;固态电池;储能;锂电池概念;深股通;融资融券
300530.SZ,300530,8,33,钠离子电池;锂电池概念;储能;高压快充;充电桩;新能源汽车;国企改革;深股通
003010.SZ,003010,16,33,拼多多概念;虚拟数字人;跨境电商;阿里巴巴概念;宠物经济;DeepSeek概念;三胎概念;人工智能;AIGC概念;数字经济;文化传媒概念;虚拟现实;粤港澳大湾区;回购增持再贷款概念;AI应用;深股通
300473.SZ,300473,14,33,燃料电池;新能源汽车;锂电池概念;固态电池;比亚迪概念;氢能源;汽车热管理;长安汽车概念;华为汽车;人民币贬值受益;传感器;华为概念;汽车电子;股权转让(并购重组)
300390.SZ,300390,12,33,固态电池;锂电池概念;宁德时代概念;存储芯片;储能;中芯国际概念;芯片概念;华为概念;新能源汽车;医疗器械概念;融资融券;深股通
002153.SZ,002153,17,33,ERP概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;云计算;腾讯概念;AI应用;区块链;移动支付;DeepSeek概念;人工智能;跨境支付(CIPS);京津冀一体化;旅游概念;深股通;融资融券;证金持股
688353.SH,688353,9,17,有机硅概念;钠离子电池;固态电池;锂电池概念;宁德时代概念;比亚迪概念;专精特新;沪股通;融资融券
301600.SZ,301600,12,33,宁德时代概念;智能座舱;小米汽车;比亚迪概念;小米概念;专精特新;车联网(车路协同);长安汽车概念;物联网;福建自贸区;深股通;融资融券
002273.SZ,002273,23,33,同花顺果指数;AI手机;AI眼镜;智能座舱;智能穿戴;苹果概念;汽车电子;小米概念;华为手机;消费电子概念;人形机器人;虚拟现实;华为概念;华为汽车;比亚迪概念;机器人概念;元宇宙;安防;长安汽车概念;人民币贬值受益;储能;深股通;融资融券
300920.SZ,300920,5,33,人形机器人;机器人概念;新能源汽车;三胎概念;融资融券
688499.SH,688499,25,17,PET铜箔;固态电池;钠离子电池;宁德时代概念;HJT电池;消费电子概念;锂电池概念;钙钛矿电池;比亚迪概念;华为概念;人形机器人;华为数字能源;新型工业化;物联网;人工智能;数字孪生;机器人概念;储能;燃料电池;高端装备;氢能源;回购增持再贷款概念;智能物流;沪股通;融资融券
300432.SZ,300432,22,33,宁德时代概念;锂电池概念;比亚迪概念;磷化工;小米概念;毫米波雷达;人形机器人;军工;储能;小米汽车;华为概念;新能源汽车;机器人概念;长安汽车概念;汽车热管理;盐湖提锂;华为汽车;减速器;西部大开发;深股通;低空经济;融资融券
920634.BJ,920634,6,151,风电;海工装备;金属锌;储能;融资融券;专精特新
300901.SZ,300901,8,33,三胎概念;新疆振兴;人民币贬值受益;虚拟数字人;AIGC概念;多模态AI;英伟达概念;融资融券
000559.SZ,000559,19,33,人形机器人;无人机;低空经济;军工;小米概念;机器人概念;MCU芯片;汽车电子;小米汽车;比亚迪概念;工业互联网;新能源汽车;储能;固态电池;锂电池概念;绿色电力;深股通;融资融券;股权转让(并购重组)
688171.SH,688171,11,17,量子科技;数据安全;网络安全;信创;数据要素;军工信息化;工业互联网;电力物联网;虚拟电厂;智能电网;融资融券
300611.SZ,300611,11,33,人形机器人;长安汽车概念;机器人概念;特斯拉概念;比亚迪概念;新能源汽车;航空发动机;军工;专精特新;深股通;股权转让(并购重组)
688380.SH,688380,15,17,汽车芯片;MCU芯片;芯片概念;消费电子概念;小米概念;传感器;人形机器人;专精特新;华为汽车;长安汽车概念;汽车电子;机器人概念;存储芯片;沪股通;融资融券
600547.SH,600547,7,17,黄金概念;2025三季报预增;沪股通;融资融券;证金持股;国企改革;数字经济
002558.SZ,002558,26,33,云游戏;电子竞技;手机游戏;网络游戏;虚拟数字人;AIGC概念;元宇宙;虚拟现实;腾讯概念;阿里巴巴概念;语音技术;ChatGPT概念;百度概念;AI智能体;人工智能;鸿蒙概念;华为概念;DeepSeek概念;旅游概念;创投;互联网金融;西部大开发;参股保险;深股通;AI应用;融资融券
603713.SH,603713,10,17,跨境电商;回购增持再贷款概念;统一大市场;智能物流;上海自贸区;航运概念;人工智能;自由贸易港;融资融券;沪股通
920510.BJ,920510,7,151,芯片概念;融资融券;机器人概念;新能源汽车;减速器;人形机器人;专精特新
301000.SZ,301000,9,33,人形机器人;汽车热管理;机器人概念;新能源汽车;家用电器;燃料电池;储能;深股通;融资融券
601939.SH,601939,5,17,同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券
300206.SZ,300206,13,33,血氧仪;智能医疗;医疗器械概念;三胎概念;人工智能;宠物经济;腾讯概念;DeepSeek概念;人民币贬值受益;低空经济;芯片概念;2025年报预增;深股通
002126.SZ,002126,24,33,人形机器人;汽车热管理;特斯拉概念;小米汽车;液冷服务器;华为汽车;长安汽车概念;新能源汽车;机器人概念;小米概念;比亚迪概念;燃料电池;数据中心;宁德时代概念;储能;工业互联网;充电桩;东数西算(算力);氢能源;低空经济;回购增持再贷款概念;创投;深股通;融资融券
000042.SZ,000042,4,33,物业管理;粤港澳大湾区;深股通;融资融券
002846.SZ,002846,9,33,PET铜箔;固态电池;锂电池概念;专精特新;新能源汽车;中俄贸易概念;宠物经济;2025三季报预增;深股通
603238.SH,603238,4,17,三胎概念;网红经济;宠物经济;人民币贬值受益
688711.SH,688711,17,17,可控核聚变;汽车芯片;第三代半导体;人形机器人;华为汽车;芯片概念;比亚迪概念;新能源汽车;机器人概念;充电桩;数据中心;华为概念;光伏概念;专精特新;回购增持再贷款概念;沪股通;融资融券
603444.SH,603444,8,17,手机游戏;网络游戏;IP经济(谷子经济);2025三季报预增;沪股通;福建自贸区;海峡两岸;融资融券
600895.SH,600895,16,17,光刻机;芯片概念;新能源汽车;上海自贸区;租售同权;创投;蚂蚁集团概念;新型城镇化;数字乡村;参股券商;物业管理;国企改革;乡村振兴;证金持股;沪股通;融资融券
000400.SZ,000400,26,33,柔性直流输电;抽水蓄能;特高压;虚拟电厂;智能电网;电力物联网;高压快充;可控核聚变;光伏概念;充电桩;储能;氢能源;换电概念;高端装备;一带一路;新疆振兴;新能源汽车;央企国企改革;无线充电;国企改革;数据中心;人形机器人;DeepSeek概念;深股通;融资融券;鸿蒙概念
301596.SZ,301596,11,33,减速器;人形机器人;新型工业化;机器人概念;新能源汽车;无人机;风电;核电;西部大开发;融资融券;深股通
920237.BJ,920237,8,151,锂电池概念;融资融券;智能穿戴;安防;固态电池;人民币贬值受益;专精特新;AI PC
300959.SZ,300959,11,33,小红书概念;快手概念;拼多多概念;抖音概念(字节概念);文化传媒概念;腾讯概念;阿里巴巴概念;华为概念;深股通;股权转让(并购重组);融资融券
300163.SZ,300163,4,33,建筑节能;人民币贬值受益;专精特新;摘帽
688343.SH,688343,29,17,华为昇腾;人形机器人;多模态AI;AI眼镜;ChatGPT概念;东数西算(算力);智能穿戴;信创;芯片概念;智能座舱;算力租赁;华为鲲鹏;AI智能体;鸿蒙概念;阿里巴巴概念;机器视觉;消费电子概念;华为概念;人脸识别;智慧政务;低空经济;车联网(车路协同);机器人概念;人工智能;DeepSeek概念;安防;智慧城市;沪股通;融资融券
603125.SH,603125,3,17,风电;沪股通;融资融券
603659.SH,603659,15,17,钠离子电池;PVDF概念;固态电池;石墨电极;宁德时代概念;锂电池概念;PET铜箔;特斯拉概念;储能;消费电子概念;新能源汽车;芯片概念;沪股通;2025年报预增;融资融券
688215.SH,688215,9,17,机器人概念;智能物流;专精特新;人工智能;数字孪生;阿里巴巴概念;东数西算(算力);2025年报预增;融资融券
301588.SZ,301588,3,33,粤港澳大湾区;人民币贬值受益;融资融券
301083.SZ,301083,13,33,人脸识别;智慧城市;数字经济;安防;人工智能;新型城镇化;DeepSeek概念;车联网(车路协同);工业互联网;机器人概念;专精特新;充电桩;融资融券
601669.SH,601669,39,17,同花顺中特估100;抽水蓄能;绿色电力;光热发电;证金持股;雅下水电概念;碳交易;央企国企改革;中字头股票;风电;PPP概念;污水处理;国企改革;雄安新区;核电;土壤修复;碳中和;一带一路;特高压;水利;新型城镇化;小金属概念;乡村振兴;海工装备;光伏概念;同花顺漂亮100;高端装备;金属钴;燃料电池;京津冀一体化;储能;DeepSeek概念;智慧城市;低空经济;人工智能;商业航天;沪股通;融资融券;AI智能体
688290.SH,688290,12,17,军民融合;人形机器人;军工;军工信息化;可控核聚变;核污染防治;机器人概念;核电;专精特新;DeepSeek概念;沪股通;融资融券
300340.SZ,300340,15,33,钠离子电池;固态电池;锂电池概念;稀土永磁;小金属概念;宁德时代概念;钙钛矿电池;燃料电池;碳中和;氢能源;比亚迪概念;粤港澳大湾区;新能源汽车;国企改革;高端装备
002510.SZ,002510,20,33,大飞机;军民融合;飞行汽车(eVTOL);低空经济;军工;无人机;创投;京津冀一体化;新疆振兴;工业互联网;华为汽车;长安汽车概念;小米概念;国企改革;新能源汽车;比亚迪概念;特斯拉概念;宁德时代概念;深股通;股权转让(并购重组)
688584.SH,688584,5,17,芯片概念;专精特新;人民币贬值受益;沪股通;融资融券
600537.SH,600537,8,17,硅能源;TOPCON电池;光伏建筑一体化;钙钛矿电池;绿色电力;光伏概念;融资融券;5G
603966.SH,603966,8,17,换电概念;核电;一带一路;长三角一体化;水利;专精特新;新型工业化;机器人概念
603986.SH,603986,16,17,存储芯片;MCU芯片;汽车芯片;芯片概念;无线耳机;汽车电子;小米概念;锂电池概念;传感器;人形机器人;光伏概念;物联网;人民币贬值受益;回购增持再贷款概念;融资融券;沪股通
301378.SZ,301378,17,33,AI应用;AIGC概念;ChatGPT概念;AI智能体;华为鲲鹏;华为昇腾;数据要素;阿里巴巴概念;智慧政务;腾讯概念;鸿蒙概念;信创;DeepSeek概念;人工智能;数字经济;化债概念(AMC概念);融资融券
603298.SH,603298,9,17,同花顺出海50;人形机器人;新能源汽车;机器人概念;宁德时代概念;沪股通;智能物流;5G;融资融券
600962.SH,600962,10,17,智慧城市;工业互联网;房屋检测;央企国企改革;国企改革;人民币贬值受益;芯片概念;中芯国际概念;沪股通;股权转让(并购重组)
920978.BJ,920978,11,151,长安汽车概念;融资融券;汽车电子;汽车热管理;比亚迪概念;机器人概念;新能源汽车;小米汽车;储能;传感器;专精特新
688593.SH,688593,7,17,电子纸;AI眼镜;芯片概念;OLED;智能穿戴;沪股通;融资融券
688567.SH,688567,18,17,钠离子电池;固态电池;动力电池回收;锂电池概念;高压快充;两轮车;数据中心;人形机器人;新能源汽车;储能;飞行汽车(eVTOL);机器人概念;低空经济;无人机;人民币贬值受益;国企改革;沪股通;融资融券
002284.SZ,002284,13,33,长安汽车概念;汽车电子;华为汽车;无人驾驶;毫米波雷达;比亚迪概念;新能源汽车;智能物流;车联网(车路协同);深股通;2025三季报预增;2025年报预增;融资融券
600295.SH,600295,9,17,煤炭概念;硅能源;水泥概念;小金属概念;西部大开发;光伏概念;沪股通;创投;融资融券
301004.SZ,301004,7,33,三胎概念;C2M概念;跨境电商;人民币贬值受益;回购增持再贷款概念;深股通;融资融券
920056.BJ,920056,9,151,固态电池;POE胶膜;3D打印;锂电池概念;钙钛矿电池;光伏概念;专精特新;新股与次新股;融资融券
603920.SH,603920,30,17,共封装光学(CPO);毫米波雷达;智能座舱;AI眼镜;人形机器人;脑机接口;汽车电子;5G;PCB概念;无人驾驶;飞行汽车(eVTOL);特斯拉概念;无人机;东数西算(算力);数据中心;低空经济;机器人概念;OLED;新能源汽车;充电桩;粤港澳大湾区;储能;人民币贬值受益;光伏概念;国企改革;商业航天;海峡两岸;股权转让(并购重组);融资融券;沪股通
600165.SH,600165,4,22,ST板块;参股银行;西部大开发;合成生物
605100.SH,605100,6,17,数据中心;高端装备;农机;固态电池;传感器;汽车电子
301491.SZ,301491,11,33,智能家居;注册制次新股;物联网;智能穿戴;智能音箱;人工智能;人民币贬值受益;消费电子概念;深股通;新股与次新股;融资融券
688302.SH,688302,4,17,创新药;西部大开发;沪股通;融资融券
600152.SH,600152,13,17,钠离子电池;固态电池;锂电池概念;换电概念;新型烟草(电子烟);无人机;两轮车;共同富裕示范区;储能;华为概念;消费电子概念;机器人概念;华为汽车
000975.SZ,000975,9,33,金属铅;金属锌;黄金概念;小金属概念;深股通;融资融券;西部大开发;回购增持再贷款概念;国企改革
301003.SZ,301003,2,33,新能源汽车;融资融券
300896.SZ,300896,10,33,毛发医疗;合成生物;医美概念;重组蛋白;医疗器械概念;减肥药;同花顺漂亮100;专精特新;深股通;融资融券
301056.SZ,301056,6,33,新型城镇化;一带一路;中俄贸易概念;人脸识别;物联网;融资融券
688153.SH,688153,20,17,卫星导航;星闪概念;汽车芯片;WiFi 6;无人机;芯片概念;低空经济;5G;消费电子概念;小米概念;汽车电子;机器人概念;专精特新;比亚迪概念;京津冀一体化;新能源汽车;人民币贬值受益;回购增持再贷款概念;沪股通;融资融券
301297.SZ,301297,8,33,光刻机;中芯国际概念;OLED;芯片概念;富士康概念;股权转让(并购重组);深股通;融资融券
301263.SZ,301263,9,33,创新药;减肥药;眼科医疗;合成生物;医药电商;毛发医疗;医疗器械概念;深股通;融资融券
605016.SH,605016,6,17,代糖概念;参股银行;人民币贬值受益;专精特新;海峡两岸;沪股通
688419.SH,688419,7,17,先进封装;存储芯片;芯片概念;高端装备;人民币贬值受益;绿色电力;融资融券
688709.SH,688709,18,17,MCU芯片;脑机接口;商业航天;汽车芯片;存储芯片;芯片概念;军工;人形机器人;东数西算(算力);机器人概念;无人驾驶;人工智能;央企国企改革;西部大开发;国企改革;2025年报预增;沪股通;融资融券
002690.SZ,002690,12,33,医疗器械概念;牙科医疗;食品安全;工业互联网;农机;智能医疗;机器人概念;深股通;机器视觉;人工智能;鸿蒙概念;融资融券
301575.SZ,301575,11,33,跨境电商;智能物流;家用电器;智能家居;一带一路;注册制次新股;人民币贬值受益;石墨烯;深股通;新股与次新股;融资融券
301358.SZ,301358,12,33,磷化工;固态电池;动力电池回收;锂电池概念;宁德时代概念;金属铜;储能;比亚迪概念;新能源汽车;2025年报预增;深股通;融资融券
300765.SZ,300765,7,33,减肥药;创新药;生物疫苗;维生素;回购增持再贷款概念;融资融券;深股通
920792.BJ,920792,3,151,小金属概念;融资融券;专精特新
601628.SH,601628,9,17,中字头股票;互联网保险;同花顺中特估100;证金持股;沪股通;融资融券;2025三季报预增;参股银行;国企改革
301013.SZ,301013,26,33,OLED;柔性屏(折叠屏);芯片概念;专精特新;高端装备;华为昇腾;医疗器械概念;机器视觉;PCB概念;充电桩;华为概念;新型工业化;机器人概念;5G;消费电子概念;富士康概念;新能源汽车;液冷服务器;比亚迪概念;储能;华为汽车;无线耳机;人形机器人;智能座舱;深股通;融资融券
688169.SH,688169,10,17,同花顺出海50;智能家居;家用电器;小米概念;机器人概念;人民币贬值受益;人工智能;DeepSeek概念;沪股通;融资融券
688385.SH,688385,10,17,MCU芯片;汽车芯片;芯片概念;英伟达概念;存储芯片;东数西算(算力);人工智能;无线充电;融资融券;沪股通
301500.SZ,301500,15,33,金属回收;小金属概念;金属铜;黄金概念;金属锌;金属镍;汽车拆解概念;固废处理;碳中和;广东自贸区;粤港澳大湾区;比亚迪概念;DeepSeek概念;深股通;融资融券
603334.SH,603334,6,17,注册制次新股;生物质能发电;专精特新;化肥;融资融券;新股与次新股
300545.SZ,300545,28,33,MicroLED概念;MiniLED;AI眼镜;华为手机;消费电子概念;柔性屏(折叠屏);智能穿戴;MR(混合现实);苹果概念;先进封装;OLED;富士康概念;汽车电子;智能座舱;虚拟现实;固态电池;5G;钠离子电池;芯片概念;钙钛矿电池;华为概念;锂电池概念;专精特新;新型工业化;机器人概念;光伏概念;华为汽车;深股通
601288.SH,601288,5,17,同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券
688199.SH,688199,12,17,光刻胶;光刻机;PCB概念;芯片概念;锂电池概念;专精特新;固态电池;钠离子电池;3D打印;储能;京津冀一体化;融资融券
688428.SH,688428,3,17,创新药;沪股通;融资融券
688098.SH,688098,6,17,创新药;动物疫苗;合成生物;宠物经济;回购增持再贷款概念;融资融券
603499.SH,603499,8,17,烟草;上海自贸区;芯片概念;存储芯片;工业互联网;创投;2025三季报预增;沪股通
002409.SZ,002409,14,33,存储芯片;国家大基金持股;中芯国际概念;光刻胶;OLED;芯片概念;特高压;氟化工概念;磷化工;海工装备;专精特新;深股通;天然气;融资融券
603012.SH,603012,10,17,煤炭概念;长三角一体化;高端装备;中俄贸易概念;人工智能;华为概念;工业互联网;AIGC概念;新能源汽车;融资融券
603520.SH,603520,5,17,氟化工概念;锂电池概念;流感;仿制药一致性评价;专精特新
002882.SZ,002882,7,33,固态电池;锂电池概念;比亚迪概念;核电;粤港澳大湾区;无人机;深股通
688306.SH,688306,25,17,减速器;人形机器人;汽车热管理;华为汽车;新型工业化;新能源汽车;机器人概念;传感器;汽车电子;毫米波雷达;机器视觉;燃料电池;无人驾驶;脑机接口;人民币贬值受益;医疗器械概念;共同富裕示范区;氢能源;人工智能;DeepSeek概念;锂电池概念;固态电池;AI智能体;沪股通;融资融券
603286.SH,603286,15,17,人形机器人;智能座舱;长安汽车概念;汽车电子;新型工业化;无人驾驶;传感器;机器人概念;比亚迪概念;新能源汽车;工业互联网;芯片概念;智能家居;PM2.5;专精特新
300046.SZ,300046,12,33,芯片概念;第三代半导体;专精特新;充电桩;海工装备;光伏概念;储能;柔性直流输电;国企改革;股权转让(并购重组);深股通;融资融券
920139.BJ,920139,9,151,融资融券;汽车芯片;芯片概念;存储芯片;先进封装;中芯国际概念;专精特新;上海自贸区;MCU芯片
688278.SH,688278,6,17,创新药;肝炎概念;绿色电力;福建自贸区;沪股通;融资融券
603301.SH,603301,6,17,医药电商;医疗器械概念;跨境电商;人民币贬值受益;沪股通;融资融券
002039.SZ,002039,9,33,绿色电力;国企改革;央企国企改革;乡村振兴;西部大开发;2025三季报预增;2025年报预增;深股通;融资融券
920509.BJ,920509,14,151,共封装光学(CPO);比亚迪概念;高端装备;高压快充;融资融券;芯片概念;第三代半导体;消费电子概念;汽车芯片;机器人概念;华为概念;人形机器人;军工;专精特新
601929.SH,601929,38,17,短剧游戏;AI应用;Sora概念(文生视频);文化传媒概念;AIGC概念;在线教育;IP经济(谷子经济);数据要素;AI智能体;智慧政务;智能医疗;数字乡村;时空大数据;旅游概念;云计算;数字孪生;算力租赁;人工智能;数据安全;DeepSeek概念;智慧城市;食品安全;网络安全;虚拟现实;乡村振兴;东数西算(算力);安防;物联网;数据中心;车联网(车路协同);参股银行;国企改革;低空经济;卫星导航;5G;芯片概念;融资融券;沪股通
920982.BJ,920982,9,151,AI应用;医药电商;重组蛋白;融资融券;合成生物;医美概念;医疗器械概念;创新药;专精特新
603955.SH,603955,9,17,宠物经济;旅游概念;特色小镇;雄安新区;新型城镇化;PPP概念;碳中和;机器人概念;股权转让(并购重组)
605189.SH,605189,5,17,染料;PEEK材料;机器人概念;人形机器人;储能
603728.SH,603728,12,17,减速器;人形机器人;同花顺新质50;智能座舱;机器人概念;新能源汽车;无人驾驶;5G;华为概念;专精特新;沪股通;融资融券
