所属概念,code,股票代码,所属概念数量,market_code
短剧游戏;文化传媒概念;国企改革;深股通,300528,300528.SZ,4,33
三胎概念;托育服务;毛发医疗;医美概念;消毒剂;家用电器;网红经济;IP经济(谷子经济);ST板块;股权转让(并购重组),002762,002762.SZ,10,33
兵装重组概念;华为汽车;低空经济;无人机;长安汽车概念;飞行汽车(eVTOL);减速器;新能源汽车;黑龙江自贸区;华为概念;2025年报预增;国企改革;央企国企改革;沪股通,600178,600178.SH,14,17
证金持股;同花顺中特估100;沪股通;融资融券;国企改革;中字头股票,601881,601881.SH,6,17
统一大市场;乡村振兴;长三角一体化;智能物流;数字经济;阿里巴巴概念;人工智能;回购增持再贷款概念;深股通;融资融券,002468,002468.SZ,10,33
ST板块;合成生物;参股银行;西部大开发,600165,600165.SH,4,22
小红书概念;快手概念;短剧游戏;Web3.0;虚拟数字人;网红经济;NFT概念;文化传媒概念;抖音概念(字节概念);数据要素;数字经济;人工智能;跨境电商;广东自贸区;虚拟现实;AI应用;粤港澳大湾区;乡村振兴;深股通;融资融券,002291,002291.SZ,20,33
注册制次新股;科创次新股;机器视觉;高端装备;新股与次新股;融资融券,688816,688816.SH,6,17
钠离子电池;固态电池;动力电池回收;锂电池概念;宁德时代概念;低空经济;碳中和;西部大开发;国企改革;央企国企改革;融资融券;沪股通,688707,688707.SH,12,17
猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽,603363,603363.SH,6,17
智慧政务;云计算;华为鲲鹏;职业教育;数据要素;华为昇腾;人脸识别;网络安全;信创;智慧城市;语音技术;ST板块;军工信息化;安防;成飞概念;数字孪生;西部大开发;元宇宙;车联网(车路协同);军民融合;人工智能;卫星导航;低空经济;华为概念;军工;虚拟现实;虚拟电厂,002253,002253.SZ,27,33
ChatGPT概念;互联网金融;鸿蒙概念;腾讯概念;人工智能;数字经济;AI应用;沪股通;融资融券,688318,688318.SH,9,17
医药电商;生物疫苗;流感;肝炎概念;脑机接口;养老概念;眼科医疗;三胎概念;医疗器械概念;仿制药一致性评价;创新药;消毒剂;区块链;智能穿戴;AI眼镜;深股通;融资融券,000650,000650.SZ,17,33
新型城镇化;污水处理;专精特新;粤港澳大湾区;ST板块;金属回收;金属镍,301288,301288.SZ,7,33
MCU芯片;汽车芯片;存储芯片;先进封装;第三代半导体;芯片概念;消费电子概念;传感器;5G;专精特新;粤港澳大湾区;融资融券,688216,688216.SH,12,17
创投;代糖概念;国企改革;参股券商;融资融券;沪股通,600783,600783.SH,6,17
军民融合;央企国企改革;乡村振兴;国企改革;核污染防治;军工;数字孪生;数字经济;体育产业;露营经济;安防;专精特新;储能;文化传媒概念;智能穿戴;沪股通;融资融券,601718,601718.SH,17,17
养鸡;生态农业;预制菜;生物质能发电;融资融券,002234,002234.SZ,5,33
智能电网;电力物联网;风电;海工装备;储能;工业互联网;光伏建筑一体化;绿色电力;碳纤维,300670,300670.SZ,9,33
医药电商;青蒿素;仿制药一致性评价;创新药;NMN概念;合成生物;减肥药;国企改革;智能医疗;DeepSeek概念;沪股通;融资融券;央企国企改革,600062,600062.SH,13,17
养鸡;猪肉;预制菜;乡村振兴;冷链物流,002982,002982.SZ,5,33
AI语料;ChatGPT概念;多模态AI;AIGC概念;AI智能体;数据要素;百度概念;区块链;鸿蒙概念;DeepSeek概念;互联网金融;人工智能;AI应用;工业互联网;深股通;融资融券,300226,300226.SZ,16,33
专精特新;新型工业化;高铁;机器人概念;3D打印;工业母机;长安汽车概念;人民币贬值受益;高端装备;大飞机;商业航天;新能源汽车;一带一路;农机;汽车热管理;空气能热泵;氢能源;HJT电池;融资融券,688355,688355.SH,19,17
苹果概念;消费电子概念;柔性屏(折叠屏);3D打印;AI眼镜;智能穿戴;无人机;专精特新;人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,688210,688210.SH,12,17
金属铅;动力电池回收;雅下水电概念;专精特新;固废处理;共同富裕示范区,300837,300837.SZ,6,33
军工信息化;卫星导航;商业航天;军工;第三代半导体;西部大开发,002977,002977.SZ,6,33
可燃冰;页岩气;俄乌冲突概念;天然气;新疆振兴;中俄贸易概念;一带一路;海工装备;高端装备;专精特新;融资融券,301158,301158.SZ,11,33
创投,002687,002687.SZ,1,33
租售同权;固废处理;污水处理;西部大开发;股权转让(并购重组);融资融券,000838,000838.SZ,6,33
专精特新;机器人概念;高端装备;2025年报预增;可降解塑料;参股银行;融资融券,301616,301616.SZ,7,33
金属铜;数字经济;国企改革;储能;虚拟电厂;股权转让(并购重组),002295,002295.SZ,6,33
汽车芯片;MCU芯片;共封装光学(CPO);芯片概念;智能座舱;传感器;5G;人形机器人;专精特新;无人机;机器人概念;安防;储能;股权转让(并购重组);沪股通;融资融券,688536,688536.SH,16,17
光刻胶;光刻机;PCB概念;芯片概念;固态电池;3D打印;专精特新;锂电池概念;钠离子电池;储能;京津冀一体化;融资融券,688199,688199.SH,12,17
空气能热泵;一带一路;雅下水电概念;机器人概念;新型工业化;粤港澳大湾区;工业互联网;机器视觉;军工;芯片概念;人工智能;虚拟现实;军民融合;新疆振兴;民爆概念,002917,002917.SZ,15,33
互联网金融;鸿蒙概念;数据中心;AI应用;股权转让(并购重组);沪股通;融资融券,601519,601519.SH,7,17
预制菜;创投,002495,002495.SZ,2,33
兵装重组概念;核污染防治;军民融合;国产航母;军工;央企国企改革;专精特新;机器人概念;医疗器械概念;国企改革;沪股通;融资融券,688151,688151.SH,12,17
人民币贬值受益,603221,603221.SH,1,17
乳业;三胎概念;冷链物流;统一大市场;乡村振兴;国企改革;粤港澳大湾区;玉米,002732,002732.SZ,8,33
金属锌;金属铅;黄金概念;金属铜;小金属概念;金属回收;深股通,000751,000751.SZ,7,33
猴痘概念;生物疫苗;流感;肝炎概念;重组蛋白;创新药;减肥药;合成生物;创投;西部大开发;同花顺漂亮100;深股通;融资融券,300122,300122.SZ,13,33
CRO概念;创投;职业教育;减肥药;西部大开发;辅助生殖;水泥概念;深股通;融资融券,000935,000935.SZ,9,33
期货概念;国企改革;创投;深股通,001236,001236.SZ,4,33
短剧游戏;文化传媒概念;NFT概念;AIGC概念;抖音概念(字节概念);IP经济(谷子经济);阿里巴巴概念;DeepSeek概念;人工智能;AI应用;国企改革,300426,300426.SZ,11,33
核污染防治;碳纤维;低空经济;新型工业化;高端装备;跨境电商;机器人概念;飞行汽车(eVTOL);氢能源;人民币贬值受益;光热发电;国企改革;新能源汽车;央企国企改革;储能;煤化工概念;化肥;中字头股票;股权转让(并购重组),600579,600579.SH,19,17
高端装备;专精特新;新型工业化;军工;工业母机;军民融合;新能源汽车;商业航天;机器视觉;中俄贸易概念;海工装备;军工信息化;2025年报预增;人工智能;融资融券,300971,300971.SZ,15,33
猴痘概念;流感;肝炎概念;基因测序;创新药;宠物经济;智能医疗;医疗器械概念;AI智能体;人工智能;数字经济;DeepSeek概念;阿里巴巴概念;创投;专精特新;一带一路;沪股通;融资融券,688289,688289.SH,18,17
稀土永磁;小金属概念;金属回收;2025三季报预增;军工;回购增持再贷款概念;西部大开发;国企改革;2025年报预增;氢能源;专精特新;同花顺漂亮100;沪股通;融资融券,600111,600111.SH,14,17
金属回收;回购增持再贷款概念;西部大开发;一体化压铸;碳中和;2025年报预增;新能源汽车;比亚迪概念;专精特新;长安汽车概念;深股通,002996,002996.SZ,11,33
MicroLED概念;MiniLED;电子纸;虚拟现实;消费电子概念;汽车电子;智能家居;小米概念;智能座舱;传感器;比亚迪概念;粤港澳大湾区;2025年报预增,300241,300241.SZ,13,33
上海国企改革;上海自贸区;人民币贬值受益;比亚迪概念;特斯拉概念;国企改革;沪股通;融资融券,600626,600626.SH,8,17
动物疫苗;禽流感;宠物经济;医药电商;中俄贸易概念;2025年报预增;创投;沪股通;融资融券,603566,603566.SH,9,17
页岩气;一带一路;污水处理;融资融券,002476,002476.SZ,4,33
幽门螺杆菌概念;医药电商;医疗器械概念;宠物经济;三胎概念;养老概念;智能医疗;血氧仪;跨境电商;人民币贬值受益;智能穿戴;深股通;融资融券,300869,300869.SZ,13,33
海南自贸区;免税店;冰雪产业;旅游概念;露营经济;体育产业;跨境支付(CIPS);海峡两岸;互联网金融;乡村振兴;养老概念;国企改革;回购增持再贷款概念;深股通,000796,000796.SZ,14,33
养老概念;医疗器械概念;人民币贬值受益;粤港澳大湾区;独角兽概念,002551,002551.SZ,5,33
养鸡;猪肉;乳业;回购增持再贷款概念;深股通;融资融券,002458,002458.SZ,6,33
专精特新;可降解塑料;光伏概念;一带一路;POE胶膜;融资融券,301100,301100.SZ,6,33
黄金概念;IP经济(谷子经济);股权转让(并购重组),603900,603900.SH,3,17
光热发电;核电;海工装备;超超临界发电;氢能源,603878,603878.SH,5,17
新股与次新股;融资融券;人民币贬值受益,920050,920050.BJ,3,151
医药电商;流感;禽流感;创新药;减肥药;毛发医疗;养老概念;智能医疗;证金持股;沪股通;融资融券,600557,600557.SH,11,17
光刻胶;OLED;芯片概念;沪股通,603931,603931.SH,4,17
数字货币;移动支付;电子身份证;蚂蚁集团概念;网约车;智慧政务;车联网(车路协同);区块链;华为鲲鹏;信创;人脸识别;鸿蒙概念;数据要素;数据安全;网络安全;智慧城市;数字经济;云计算;腾讯概念;量子科技;数字孪生;DeepSeek概念;人工智能;智能物流;机器人概念;粤港澳大湾区;专精特新;一带一路;深股通,300546,300546.SZ,29,33
宠物经济;物业管理;仿制药一致性评价;三胎概念;合成生物;流感;旅游概念;医美概念;眼科医疗;创新药;网红经济;重组蛋白;国企改革;医疗器械概念;独角兽概念;DeepSeek概念;人工智能;虚拟数字人;海峡两岸;元宇宙;腾讯概念;融资融券;沪股通,600223,600223.SH,23,17
中俄贸易概念;共同富裕示范区;人民币贬值受益;一带一路,603073,603073.SH,4,17
人民币贬值受益;创投;物业管理;安防;国企改革;独角兽概念;股权转让(并购重组),600689,600689.SH,7,17
机器人概念;芯片概念;光伏概念;宁德时代概念;锂电池概念;固态电池;融资融券,688638,688638.SH,7,17
脑机接口;DRG/DIP;细胞免疫治疗;智能医疗;养老概念;生物疫苗;创新药;医疗器械概念;人工智能;鸿蒙概念;信创;DeepSeek概念;数据安全;网络安全;医疗废物处理;固废处理;华为概念;AI应用;沪股通,603716,603716.SH,19,17
丙烯酸;融资融券,301037,301037.SZ,2,33
脑机接口;智能医疗;AI智能体;人工智能;医美概念;DeepSeek概念;医疗器械概念;辅助生殖;机器人概念;专精特新;三胎概念;融资融券,688273,688273.SH,12,17
专精特新;人工智能;碳中和;氢能源;PET铜箔;AI应用;融资融券,688659,688659.SH,7,17
培育钻石;第三代半导体;海工装备;专精特新;新能源汽车;天然气;深股通;融资融券,300179,300179.SZ,8,33
物业管理;职业教育;信创;人工智能;创投;在线教育;DeepSeek概念;化债概念(AMC概念);参股券商;国企改革;AI应用;融资融券;沪股通;股权转让(并购重组),600730,600730.SH,14,17
光伏概念;金属回收;西部大开发;2025年报预增;深股通;融资融券,300861,300861.SZ,6,33
烟草;共同富裕示范区;超级电容;碳中和;数字经济;储能;互联网金融;数据要素,002012,002012.SZ,8,33
天然气;国企改革;融资融券,600333,600333.SH,3,17
固态电池;宁德时代概念;锂电池概念;海峡两岸;福建自贸区;消费电子概念;专精特新;可降解塑料;食品安全;无人机;低空经济;合成生物;深股通;融资融券,301565,301565.SZ,14,33
文化传媒概念;在线教育;AIGC概念;数据安全;网络安全;数据要素;信创;多模态AI;华为鲲鹏;人工智能;数字孪生;华为概念;回购增持再贷款概念;融资融券,688004,688004.SH,14,17
商业航天;卫星导航;军工;芯片概念;存储芯片;西部大开发;ST板块,688053,688053.SH,7,22
跨境电商;养老概念;人民币贬值受益;工业互联网,603709,603709.SH,4,17
军工;核电;3D打印;芯片概念;牙科医疗;光伏概念;中俄贸易概念;新能源汽车;储能;超超临界发电;深股通;融资融券,300963,300963.SZ,12,33
可控核聚变;核电;高端装备;第三代半导体;芯片概念;充电桩;氢能源;光伏概念;污水处理;固废处理;绿色电力;融资融券;深股通,002255,002255.SZ,13,33
三胎概念;跨境电商;共同富裕示范区;IP经济(谷子经济);长三角一体化;人民币贬值受益;互联网金融;绿色电力;石墨烯;光伏概念,002404,002404.SZ,10,33
电力物联网;智能电网;虚拟电厂;充电桩;华为数字能源;专精特新;芯片概念;物联网;华为概念;智慧城市;人工智能;阿里巴巴概念;腾讯概念;沪股通;融资融券,688100,688100.SH,15,17
人民币贬值受益;染料;融资融券;转基因;草甘膦,920819,920819.BJ,5,151
工业互联网;量子科技;军工信息化;网络安全;信创;数据安全;电力物联网;智能电网;数据要素;虚拟电厂;融资融券,688171,688171.SH,11,17
无线耳机;跨境电商;储能;无线充电;智能家居;充电桩;人民币贬值受益;AI眼镜;3D打印;机器人概念;消费电子概念;芯片概念;人工智能;安防;深股通;融资融券,300866,300866.SZ,16,33
天津自贸区;创投;京津冀一体化;国企改革,600082,600082.SH,4,17
动物疫苗;禽流感;代糖概念;合成生物;宠物经济;粮食概念;玉米;污水处理;西部大开发;人工智能;深股通,002688,002688.SZ,11,33
IP经济(谷子经济);跨境电商;露营经济;DeepSeek概念;AI智能体;家用电器;NFT概念;物联网;2025年报预增;超级品牌;融资融券,301055,301055.SZ,11,33
氢能源;东数西算(算力);液冷服务器;专精特新,300839,300839.SZ,4,33
智能医疗;养老概念;AI应用;无人零售;人工智能;血氧仪;三胎概念;医疗器械概念;区块链;体育产业;华为概念;人民币贬值受益;智能穿戴;传感器;无线耳机;芯片概念,300562,300562.SZ,16,33
家用电器;长安汽车概念;华为汽车;专精特新;新能源汽车;机器人概念;粤港澳大湾区;PEEK材料;小米概念;碳纤维;充电桩;无人机;可降解塑料;光伏概念;绿色电力;钙钛矿电池;HJT电池;POE胶膜;TOPCON电池;融资融券,301131,301131.SZ,20,33
