股票代码,所属概念数量,所属概念,code,market_code
002104.SZ,23,数字货币;电子身份证;互联网金融;移动支付;区块链;国产操作系统;数字经济;智慧政务;ETC;数据安全;人工智能;网络安全;阿里巴巴概念;一带一路;车联网(车路协同);物联网;华为概念;量子科技;消费电子概念;5G;芯片概念;深股通;融资融券,002104,33
000632.SZ,10,ST板块;特色小镇;物业管理;国企改革;露营经济;旅游概念;跨境电商;创投;福建自贸区;海峡两岸,000632,33
000034.SZ,36,算力租赁;华为昇腾;云计算;智谱AI;东数西算(算力);数据安全;网络安全;华为鲲鹏;信创;抖音概念(字节概念);阿里巴巴概念;腾讯概念;数据中心(AIDC);ChatGPT概念;鸿蒙概念;AI智能体;AI PC;区块链;AI应用;液冷服务器;物联网;华为概念;英伟达概念;DeepSeek概念;华为海思概念股;数字孪生;人工智能;低空经济;消费电子概念;芯片概念;无人驾驶;机器人概念;存储芯片;乡村振兴;深股通;融资融券,000034,33
603171.SH,20,财税数字化;ChatGPT概念;华为鲲鹏;AIGC概念;智慧政务;云计算;信创;鸿蒙概念;AI应用;数据要素;AI智能体;阿里巴巴概念;蚂蚁集团概念;数字经济;DeepSeek概念;人工智能;智慧城市;中国AI 50;融资融券;沪股通,603171,17
688023.SH,23,数据安全;华为昇腾;网络安全;信创;云计算;ChatGPT概念;AI智能体;数据要素;百度概念;AI应用;阿里巴巴概念;区块链;智慧城市;车联网(车路协同);DeepSeek概念;物联网;人工智能;量子科技;华为概念;低空经济;无人机;沪股通;融资融券,688023,17
920527.BJ,4,培育钻石;融资融券;专精特新;体育产业,920527,151
688037.SH,10,中芯国际概念;存储芯片;先进封装;光刻胶;芯片概念;华为海思概念股;专精特新;国企改革;沪股通;融资融券,688037,17
600370.SH,1,ST板块,600370,22
603222.SH,7,幽门螺杆菌概念;创新药;医美概念;细胞免疫治疗;民营医院;医疗器械概念;融资融券,603222,17
688328.SH,23,存储芯片;先进封装;共封装光学(CPO);第三代半导体;OLED;芯片概念;MiniLED;柔性屏(折叠屏);消费电子概念;电子纸;AI眼镜;MR(混合现实);智能穿戴;专精特新;华为概念;虚拟现实;小米概念;锂电池概念;机器视觉;新能源汽车;新型工业化;机器人概念;融资融券,688328,17
920275.BJ,3,融资融券;宠物经济;合成生物,920275,151
688366.SH,4,眼科医疗;医美概念;沪股通;融资融券,688366,17
300485.SZ,9,流感;创新药;肝炎概念;重组蛋白;生物疫苗;辅助生殖;医疗器械概念;创投;深股通,300485,33
002439.SZ,44,华为欧拉;网络安全;数据安全;华为昇腾;信创;电子身份证;智慧灯杆;云计算;华为鲲鹏;多模态AI;智慧政务;东数西算(算力);量子科技;鸿蒙概念;车联网(车路协同);物联网;智慧城市;腾讯概念;数据要素;军工信息化;AI智能体;数据中心(AIDC);数字经济;数字货币;DeepSeek概念;AI应用;华为概念;人工智能;工业互联网;低空经济;军民融合;商业航天;京津冀一体化;无人机;小米概念;机器人概念;跨境支付(CIPS);6G概念;5G;烟草;国企改革;2026一季报预增;融资融券;深股通,002439,33
301209.SZ,6,光刻胶;专精特新;染料;光刻机;深股通;融资融券,301209,33
688721.SH,5,芯片概念;专精特新;先进封装;沪股通;融资融券,688721,17
600568.SH,8,ST板块;PPP概念;民营医院;粤港澳大湾区;医疗器械概念;眼科医疗;细胞免疫治疗;医药电商,600568,22
002175.SZ,11,股权转让(并购重组);物业管理;ST板块;智能物流;工业互联网;物联网;西部大开发;新能源汽车;高端装备;芯片概念;超级电容,002175,33
300689.SZ,9,芯片概念;专精特新;液冷服务器;第三代半导体;粤港澳大湾区;消费电子概念;车联网(车路协同);人民币贬值受益;深股通,300689,33
603893.SH,29,智能音箱;电力物联网;智能穿戴;小米概念;智能座舱;虚拟现实;AI眼镜;物联网;中国AI 50;百度概念;腾讯概念;华为概念;MCU芯片;智能家居;机器视觉;人工智能;消费电子概念;汽车芯片;比亚迪概念;机器人概念;人形机器人;海峡两岸;芯片概念;福建自贸区;国家大基金持股;2026一季报预增;2026中报预增;融资融券;沪股通,603893,17
002198.SZ,6,ST板块;仿制药一致性评价;创新药;医药电商;流感;医疗器械概念,002198,33
600239.SH,7,特色小镇;物业管理;ST板块;工业大麻;养老概念;国企改革;西部大开发,600239,22
600845.SH,21,算力租赁;云计算;东数西算(算力);AI智能体;AI应用;ERP概念;DeepSeek概念;车联网(车路协同);中国AI 50;数据中心(AIDC);华为概念;工业互联网;液冷服务器;机器人概念;新型工业化;上海自贸区;人形机器人;国企改革;央企国企改革;融资融券;沪股通,600845,17
000839.SZ,18,网络安全;智慧政务;AI语料;数据要素;AI智能体;AI应用;虚拟数字人;人工智能;文化传媒概念;DeepSeek概念;互联网金融;创投;京津冀一体化;物业管理;乡村振兴;国企改革;深股通;多模态AI,000839,33
300738.SZ,22,算力租赁;云计算;东数西算(算力);智谱AI;快手概念;网络安全;腾讯概念;数据中心(AIDC);阿里巴巴概念;百度概念;数据要素;华为概念;DeepSeek概念;人工智能;粤港澳大湾区;芯片概念;光伏概念;创投;一带一路;绿色电力;融资融券;深股通,300738,33
300047.SZ,47,华为欧拉;云办公;财税数字化;华为鲲鹏;网络安全;云计算;数据安全;ChatGPT概念;智谱AI;智慧政务;信创;华为昇腾;鸿蒙概念;时空大数据;AI智能体;百度概念;数据要素;数字货币;AI应用;AIGC概念;在线教育;区块链;移动支付;数字孪生;腾讯概念;智慧城市;车联网(车路协同);军工信息化;DeepSeek概念;职业教育;数字经济;人工智能;蚂蚁集团概念;东数西算(算力);华为概念;低空经济;数据中心(AIDC);军工;无人机;无人驾驶;机器人概念;跨境电商;粤港澳大湾区;5G;乡村振兴;融资融券;深股通,300047,33
688111.SH,17,云办公;智谱AI;AI应用;AI智能体;鸿蒙概念;云计算;信创;腾讯概念;DeepSeek概念;人工智能;中国AI 50;华为概念;小米概念;同花顺漂亮100;2026一季报预增;沪股通;融资融券,688111,17
301356.SZ,4,人民币贬值受益;参股银行;3D打印;融资融券,301356,33
002082.SZ,12,仿制药一致性评价;创新药;阿尔茨海默概念;生物疫苗;流感;肝炎概念;医药电商;ST板块;医疗器械概念;共同富裕示范区;一带一路;2026一季报预增,002082,33
003026.SZ,4,芯片概念;硅能源;汽车电子;传感器,003026,33
600593.SH,10,冰雪产业;露营经济;旅游概念;IP经济(谷子经济);体育产业;参股银行;国企改革;元宇宙;沪股通;股权转让(并购重组),600593,17
920010.BJ,11,数据中心(AIDC);液冷服务器;锂电池概念;西部大开发;融资融券;算力租赁;氢能源;换电概念;天然气;储能;东数西算(算力),920010,151
002541.SZ,7,同花顺中特估100;PPP概念;装配式建筑;机器人概念;光伏概念;融资融券;深股通,002541,33
002501.SZ,5,ST板块;军工;光伏概念;新能源汽车;股权转让(并购重组),002501,33
301042.SZ,13,人脸识别;算力租赁;DeepSeek概念;智慧城市;人工智能;安防;跨境电商;智能家居;机器人概念;机器视觉;人民币贬值受益;深股通;融资融券,301042,33
001206.SZ,7,宠物经济;三胎概念;养老概念;跨境电商;京津冀一体化;一带一路;人民币贬值受益,001206,33
688179.SH,7,光刻胶;专精特新;猴痘概念;合成生物;重组蛋白;沪股通;融资融券,688179,17
600818.SH,8,共享单车;ST板块;网红经济;三胎概念;两轮车;物业管理;知识产权保护;风电,600818,22
920876.BJ,17,融资融券;鸿蒙概念;芯片概念;移动支付;物联网;消费电子概念;机器人概念;智能家居;智慧政务;数字经济;安防;在线教育;信创;人工智能;专精特新;AI PC;5G,920876,151
002547.SZ,13,ST板块;减速器;一体化压铸;机器人概念;新能源汽车;特斯拉概念;比亚迪概念;军工;储能;光伏概念;华为手机;5G;绿色电力,002547,33
301571.SZ,7,商业航天;军工;卫星导航;芯片概念;专精特新;深股通;融资融券,301571,33
601121.SH,10,金属铜;金属锌;黄金概念;金属铅;新疆振兴;西部大开发;国企改革;2026中报预增;股权转让(并购重组);沪股通,601121,17
688307.SH,15,光刻机;智能穿戴;智能座舱;专精特新;机器视觉;虚拟现实;无人驾驶;无人机;华为概念;海峡两岸;机器人概念;安防;人工智能;沪股通;融资融券,688307,17
688316.SH,19,算力租赁;云计算;智谱AI;华为欧拉;东数西算(算力);华为鲲鹏;网络安全;信创;智慧政务;数据中心(AIDC);英伟达概念;物联网;华为概念;数字经济;DeepSeek概念;互联网金融;低空经济;无人驾驶;融资融券,688316,17
688209.SH,9,汽车芯片;芯片概念;消费电子概念;无线耳机;小米概念;专精特新;脑机接口;沪股通;融资融券,688209,17
688019.SH,10,中芯国际概念;存储芯片;光刻胶;先进封装;第三代半导体;芯片概念;专精特新;上海自贸区;沪股通;融资融券,688019,17
300251.SZ,14,短剧游戏;文化传媒概念;IP经济(谷子经济);AI视频;网络游戏;虚拟数字人;AIGC概念;AI应用;抖音概念(字节概念);DeepSeek概念;虚拟现实;英伟达概念;深股通;融资融券,300251,33
688225.SH,28,智谱AI;数据安全;网络安全;智慧政务;信创;鸿蒙概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;数据要素;AI应用;数字水印;空间计算;智慧城市;东数西算(算力);车联网(车路协同);DeepSeek概念;人工智能;跨境支付(CIPS);工业互联网;卫星导航;5G;商业航天;6G概念;英伟达概念;沪股通;股权转让(并购重组);融资融券,688225,17
301188.SZ,4,医疗器械概念;玻璃基板;深股通;融资融券,301188,33
601808.SH,13,可燃冰;俄乌冲突概念;天然气;同花顺中特估100;证金持股;国企改革;央企国企改革;一带一路;海工装备;沪股通;融资融券;高端装备;中字头股票,601808,17
688258.SH,13,华为欧拉;华为鲲鹏;云计算;华为海思概念股;信创;AI智能体;AI应用;华为概念;物联网;人工智能;芯片概念;沪股通;融资融券,688258,17
300383.SZ,19,算力租赁;MLOps概念;华为昇腾;云计算;东数西算(算力);华为鲲鹏;数据中心(AIDC);抖音概念(字节概念);百度概念;液冷服务器;区块链;AIGC概念;华为概念;数字经济;DeepSeek概念;工业互联网;京津冀一体化;深股通;融资融券,300383,33
688702.SH,8,国家大基金持股;芯片概念;5G;中国AI 50;数据中心(AIDC);网络安全;沪股通;融资融券,688702,17
603021.SH,3,ST板块;地下管网;跨境电商,603021,22
301013.SZ,30,PCB概念;存储芯片;共封装光学(CPO);OLED;富士康概念;柔性屏(折叠屏);芯片概念;消费电子概念;液冷服务器;5G;无线耳机;智能座舱;比亚迪概念;数据中心(AIDC);专精特新;人形机器人;机器视觉;新能源汽车;华为概念;华为数字能源;华为汽车;新型工业化;华为昇腾;机器人概念;储能;充电桩;高端装备;医疗器械概念;深股通;融资融券,301013,33
688213.SH,21,汽车芯片;国家大基金持股;AI眼镜;MicroLED概念;芯片概念;消费电子概念;汽车电子;传感器;小米概念;机器视觉;比亚迪概念;专精特新;华为概念;同花顺新质50;无人驾驶;物联网;安防;机器人概念;智能家居;沪股通;融资融券,688213,17
000779.SZ,23,新型城镇化;房屋检测;乡村振兴;污水处理;新疆振兴;土壤修复;建筑节能;水利;数字经济;数据要素;国企改革;AI应用;西部大开发;DeepSeek概念;国资云;人工智能;一带一路;数字孪生;算力租赁;低空经济;抽水蓄能;数据中心(AIDC);光伏概念,000779,33
000016.SZ,26,网约车;ST板块;PPP概念;智能家居;星闪概念;创投;海峡两岸;MicroLED概念;污水处理;家用电器;鸿蒙概念;工业互联网;人工智能;DeepSeek概念;智能穿戴;国企改革;MiniLED;腾讯概念;无线耳机;消费电子概念;央企国企改革;5G;PCB概念;芯片概念;存储芯片;股权转让(并购重组),000016,33
301008.SZ,9,减速器;人形机器人;专精特新;传感器;机器人概念;家用电器;新能源汽车;智能家居;融资融券,301008,33
000711.SZ,15,金属锌;小金属概念;金属回收;无人机;物联网;黑龙江自贸区;固废处理;一带一路;ST板块;水利;污水处理;土壤修复;雄安新区;乡村振兴;PPP概念,000711,33
603019.SH,33,中国AI 50;东数西算(算力);算力租赁;芯片概念;数据中心(AIDC);量子科技;国产操作系统;液冷服务器;网络安全;云计算;信创;数据安全;智谱AI;智能电网;抖音概念(字节概念);腾讯概念;百度概念;智慧城市;AI智能体;Web3.0;数字孪生;区块链;人工智能;DeepSeek概念;工业互联网;数字经济;智能医疗;新型工业化;创投;雄安新区;沪股通;同花顺中特估100;融资融券,603019,17
300113.SZ,30,算力租赁;云计算;云游戏;东数西算(算力);多模态AI;数据确权;Web3.0;百度概念;数据中心(AIDC);腾讯概念;英伟达概念;抖音概念(字节概念);AIGC概念;AI智能体;区块链;虚拟数字人;AI应用;元宇宙;DeepSeek概念;华为概念;人工智能;虚拟现实;电子竞技;NFT概念;手机游戏;智能医疗;文化传媒概念;IP经济(谷子经济);深股通;融资融券,300113,33
002148.SZ,14,车联网(车路协同);物联网;创投;抖音概念(字节概念);低空经济;京津冀一体化;网络游戏;手机游戏;无人机;机器人概念;5G;芯片概念;融资融券;深股通,002148,33
605128.SH,7,华为汽车;人形机器人;机器人概念;高铁;新能源汽车;华为概念;沪股通,605128,17
920111.BJ,4,共同富裕示范区;专精特新;融资融券;新能源汽车,920111,151
002990.SZ,31,华为昇腾;人脸识别;多模态AI;东数西算(算力);鸿蒙概念;信创;人形机器人;智慧政务;无人驾驶;安防;车联网(车路协同);传感器;机器视觉;核污染防治;机器人概念;网络安全;华为概念;AIGC概念;物联网;数字经济;AI智能体;智慧城市;人工智能;语音技术;芯片概念;DeepSeek概念;一带一路;存储芯片;冷链物流;AI应用;深股通,002990,33
301629.SZ,8,存储芯片;芯片概念;专精特新;机器视觉;华为概念;比亚迪概念;深股通;融资融券,301629,33
601339.SH,5,高股息精选;参股银行;人民币贬值受益;沪股通;融资融券,601339,17
600246.SH,13,存储芯片;芯片概念;5G;毫米波雷达;卫星导航;商业航天;创投;数字经济;京津冀一体化;物业管理;云计算;沪股通;融资融券,600246,17
600302.SH,6,ST板块;人脸识别;西部大开发;物联网;国企改革;机器人概念,600302,22
001390.SZ,4,参股银行;专精特新;深股通;融资融券,001390,33
002816.SZ,10,污水处理;机器人概念;ST板块;国企改革;储能;高压快充;光刻机;芯片概念;先进封装;股权转让(并购重组),002816,33
688220.SH,21,汽车芯片;存储芯片;WiFi 6;芯片概念;6G概念;AI眼镜;5G;消费电子概念;智能穿戴;卫星导航;商业航天;小米概念;星闪概念;专精特新;物联网;阿里巴巴概念;车联网(车路协同);人工智能;人民币贬值受益;沪股通;融资融券,688220,17
300548.SZ,15,光纤概念;共封装光学(CPO);F5G概念;铜缆高速连接;5G;芯片概念;数据中心(AIDC);专精特新;机器视觉;华为概念;机器人概念;长三角一体化;抖音概念(字节概念);融资融券;深股通,300548,33
