所属概念,所属概念数量,market_code,code,股票代码
先进封装;芯片概念;汽车电子;消费电子概念;无线耳机;5G;智能穿戴;光伏概念;华为概念;新能源汽车;物联网;抖音概念(字节概念);粤港澳大湾区;智能家居;区块链;数字经济;人民币贬值受益;文化传媒概念;网红经济;2026中报预增;深股通,21.0,33,002137,002137.SZ
新型工业化;工业互联网;数字孪生;机器人概念;人工智能;AI智能体;人形机器人;新能源汽车;粤港澳大湾区;DeepSeek概念;智能物流;数字经济;芯片概念;一带一路;跨境电商;冷链物流;统一大市场;航运概念;深股通;融资融券,20.0,33,300873,300873.SZ
物业管理;养老概念;垃圾分类;长三角一体化;机器人概念,5.0,17,603506,603506.SH
跨境电商;知识产权保护;AIGC概念;DeepSeek概念;人工智能;创投;AI智能体;智能物流;多模态AI;人民币贬值受益;粤港澳大湾区;深股通;融资融券,13.0,33,301558,301558.SZ
融资融券;专精特新;智能医疗;物联网;国企改革;医疗器械概念,6.0,151,920992,920992.BJ
融资融券;宠物经济;合成生物,3.0,151,920275,920275.BJ
煤炭概念;高股息精选;水泥概念;西部大开发;小金属概念;创投;硅能源;沪股通;光伏概念;风电;融资融券,11.0,17,600295,600295.SH
机器视觉;3D打印;专精特新;工业互联网;锂电池概念;融资融券,6.0,17,688291,688291.SH
长安汽车概念;小米汽车;华为汽车;汽车热管理;比亚迪概念;机器人概念;新能源汽车;百度概念;小米概念;传感器;储能;京津冀一体化;宁德时代概念,13.0,33,300375,300375.SZ
医药电商;维生素;三胎概念;跨境电商;智能医疗;粤港澳大湾区;深股通;融资融券;AI智能体;AI应用,10.0,33,300146,300146.SZ
OLED;芯片概念;碳纤维;柔性屏(折叠屏);大飞机;HJT电池;MicroLED概念;商业航天;钙钛矿电池;军工;无人机;军民融合;核电;飞行汽车(eVTOL);光伏概念;盐湖提锂;低空经济;动力电池回收;风电;超超临界发电;污水处理;PPP概念;融资融券;深股通,24.0,33,300263,300263.SZ
西部大开发;氢能源;石墨烯;数字经济;国企改革;军工;储能;融资融券,8.0,33,000565,000565.SZ
机器视觉;专精特新;比亚迪概念;传感器;锂电池概念;沪股通;融资融券,7.0,17,688623,688623.SH
汽车热管理;特斯拉概念;新能源汽车;比亚迪概念;无人驾驶;人民币贬值受益;机器人概念;燃料电池;锂电池概念;风电;深股通,11.0,33,002823,002823.SZ
芯片概念;机器人概念;人民币贬值受益;创投;医疗器械概念;基因测序;辅助生殖;医药电商;存储芯片;融资融券;深股通,11.0,33,300151,300151.SZ
冰雪产业;体育产业;NFT概念;拼多多概念;网红经济;文化传媒概念;短剧游戏;Web3.0;IP经济(谷子经济);小红书概念;三胎概念;虚拟数字人;京津冀一体化;快手概念;AI视频;元宇宙;数字经济;AIGC概念;ChatGPT概念;区块链;数据要素;人工智能;百度概念;抖音概念(字节概念);腾讯概念;虚拟现实;阿里巴巴概念;智能音箱;华为概念;小米概念;消费电子概念;无线耳机;深股通,33.0,33,002878,002878.SZ
预制菜;职业教育;国企改革;西部大开发;独角兽概念;深股通,6.0,33,000721,000721.SZ
互联网金融;2026中报预增;股权转让(并购重组),3.0,33,002377,002377.SZ
烟草;可降解塑料;国企改革;燃料电池;军工;氢能源;央企国企改革;融资融券;沪股通,9.0,17,600433,600433.SH
共封装光学(CPO);光刻机;第三代半导体;6G概念;华为海思概念股;芯片概念;5G;消费电子概念;汽车电子;卫星导航;商业航天;专精特新;比亚迪概念;新能源汽车;华为概念;军工;充电桩;央企国企改革;国企改革;中字头股票;融资融券;深股通,22.0,33,003031,003031.SZ
白酒概念;猪肉;国企改革;深股通;融资融券,5.0,33,000860,000860.SZ
共享单车;两轮车;职业教育;DeepSeek概念;华为概念;比亚迪概念,6.0,17,603787,603787.SH
ST板块;猴痘概念;肝炎概念;辅助生殖;中俄贸易概念;国企改革;医疗器械概念;智能医疗;央企国企改革;人工智能;多模态AI,11.0,33,300396,300396.SZ
高股息精选;虚拟数字人;智能家居;粤港澳大湾区;石墨烯;装配式建筑;深股通,7.0,33,003012,003012.SZ
MCU芯片;汽车芯片;东数西算(算力);国产操作系统;信创;芯片概念;百度概念;鸿蒙概念;商业航天;DeepSeek概念;机器人概念;沪股通;融资融券,13.0,17,688047,688047.SH
算力租赁;东数西算(算力);云计算;电力物联网;数据中心(AIDC);信创;智慧政务;5G;存储芯片;阿里巴巴概念;星闪概念;智能电网;物联网;鸿蒙概念;智慧城市;数据要素;华为概念;车联网(车路协同);AI智能体;无人机;人工智能;专精特新;低空经济;粤港澳大湾区;比亚迪概念;机器人概念;水利;沪股通;融资融券,29.0,17,688159,688159.SH
国企改革;股权转让(并购重组);光伏概念;智慧灯杆;新能源汽车;智慧城市;虚拟电厂;充电桩;融资融券;一带一路;军工;家用电器;传感器;智能音箱;储能;车联网(车路协同);东数西算(算力),17.0,151,920641,920641.BJ
NMN概念;维生素;合成生物;可降解塑料;横琴新区;粤港澳大湾区,6.0,33,300381,300381.SZ
净水概念;盐湖提锂;核污染防治;减肥药;专精特新;污水处理;稀土永磁;核电;超超临界发电;芯片概念;深股通;融资融券,12.0,33,301092,301092.SZ
露营经济;网红经济;网络游戏;快手概念;文化传媒概念;体育产业;小红书概念;跨境电商;国企改革;旅游概念;电子竞技;虚拟现实;腾讯概念;股权转让(并购重组);摘帽,15.0,17,600358,600358.SH
医疗器械概念;3D打印;沪股通;融资融券,4.0,17,688161,688161.SH
卫星导航;商业航天;时空大数据;东数西算(算力);芯片概念;汽车芯片;专精特新;低空经济;MCU芯片;数据中心(AIDC);存储芯片;安防;智慧城市;飞行汽车(eVTOL);数据要素;人脸识别;先进封装;人工智能;粤港澳大湾区;横琴新区;地下管网;国企改革;深股通;融资融券,24.0,33,300053,300053.SZ
装配式建筑;新型城镇化;中俄贸易概念;雄安新区;水利;一带一路;高铁;专精特新;新型工业化;高端装备;机器人概念;核电,12.0,33,300823,300823.SZ
煤炭概念;煤化工概念;石墨电极;碳中和;黑龙江自贸区;氢能源;石墨烯;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,12.0,17,601011,601011.SH
参股银行;污水处理;固废处理;生物质能发电;一带一路;碳交易;数字经济;智能物流;创投;碳中和;工业互联网;储能;无人驾驶;比亚迪概念;小米概念;沪股通;融资融券,17.0,17,600567,600567.SH
ERP概念;汽车热管理;区块链;云计算;网约车;人工智能;车联网(车路协同);智慧城市;创投;无人驾驶;比亚迪概念;新能源汽车;氢能源;华为概念;智能座舱;粤港澳大湾区;充电桩;汽车电子;5G;2026中报预增,20.0,17,603390,603390.SH
柔性直流输电;水利;数字经济;特高压;新能源汽车;新股与次新股;融资融券,7.0,151,920018,920018.BJ
华为汽车;人形机器人;机器人概念;高铁;新能源汽车;华为概念;沪股通,7.0,17,605128,605128.SH
民营医院;预制菜;高压氧舱;养老概念;乡村振兴;净水概念;智能医疗;污水处理;创投;白酒概念;融资融券,11.0,17,600257,600257.SH
抽水蓄能;超超临界发电;煤炭概念;虚拟电厂;绿色电力;风电;光伏建筑一体化;深股通;融资融券;碳中和;充电桩;储能;华为概念;国企改革;工业互联网;人工智能;创投;智能物流,18.0,33,001896,001896.SZ
家用电器;长安汽车概念;减速器;一体化压铸;华为汽车;小米汽车;新能源汽车;比亚迪概念;特斯拉概念;华为概念;小米概念;宁德时代概念;融资融券,13.0,17,603982,603982.SH
同花顺出海50;雅下水电概念;农机;工业互联网;高端装备;一带一路;机器人概念;无人驾驶;国企改革;深股通;融资融券;氢能源;军工,13.0,33,000425,000425.SZ
POE胶膜;TOPCON电池;2026中报预增,3.0,17,603255,603255.SH
禽流感;融资融券;动物疫苗,3.0,151,920729,920729.BJ
物业管理;参股券商;国企改革;创投;上海自贸区;融资融券;沪股通,7.0,17,600639,600639.SH
可降解塑料;ETC;电子身份证;专精特新;参股银行;煤化工概念,6.0,33,300717,300717.SZ
智能电网;光伏建筑一体化;电力物联网;储能;风电;海工装备;工业互联网;绿色电力;碳纤维,9.0,33,300670,300670.SZ
军民融合;成飞概念;海工装备;核电;职业教育;特高压;储能;风电;上海国企改革;国企改革;超导概念;6G概念;钒电池;光纤概念;融资融券,15.0,33,301289,301289.SZ
数据中心(AIDC);AI PC;商业航天;消费电子概念;智能穿戴;高压快充;华为概念;军工;光伏概念;苹果概念;充电桩;储能;一带一路;深股通;融资融券,15.0,33,002843,002843.SZ
国企改革;ST板块;中俄贸易概念;一带一路;高铁;减速器;海工装备;高端装备;核电;储能;商业航天,11.0,22,600169,600169.SH
新型城镇化;PPP概念;地下管网;污水处理;国企改革;央企国企改革;深股通,7.0,33,300388,300388.SZ
金属钴;稀土永磁;金属铜;黄金概念;金属回收;土壤修复;盐湖提锂;新型城镇化;污水处理;固废处理;宁德时代概念;一带一路;乡村振兴;工业互联网;参股保险;文化传媒概念;数字孪生;AI智能体;DeepSeek概念;沪股通;融资融券,21.0,17,603257,603257.SH
钠离子电池;固态电池;锂电池概念;共同富裕示范区;换电概念;新型烟草(电子烟);华为汽车;两轮车;无人机;机器人概念;华为概念;储能;消费电子概念;数据中心(AIDC);沪股通,15.0,17,600152,600152.SH
跨境电商;共同富裕示范区;C2M概念;露营经济;体育产业;独角兽概念;创投;一带一路;旅游概念;长三角一体化;机器人概念;人民币贬值受益;参股银行;深股通;融资融券,15.0,33,002489,002489.SZ
MR(混合现实);汽车电子;消费电子概念;虚拟现实;小米概念;华为概念;安防;专精特新;人民币贬值受益,9.0,33,002962,002962.SZ
长三角一体化;智能家居;装配式建筑;沪股通,4.0,17,605318,605318.SH
柔性直流输电;智能电网;华为数字能源;特高压;东数西算(算力);核电;数据中心(AIDC);一带一路;储能;华为概念;新能源汽车;光伏概念;宁德时代概念;沪股通,14.0,17,603861,603861.SH
水泥概念;国企改革;融资融券,3.0,33,000789,000789.SZ
物业管理;仿制药一致性评价;肝炎概念;ST板块;创投;国企改革;数字经济;量子科技,8.0,22,600624,600624.SH
光伏建筑一体化;光伏概念;储能;金属回收;专精特新;比亚迪概念;机器人概念;液冷服务器;人形机器人;绿色电力;沪股通;融资融券,12.0,17,603381,603381.SH
跨境电商;西部大开发;融资融券;深股通,4.0,33,300755,300755.SZ
光刻胶;芯片概念;专精特新;环氧丙烷;融资融券,5.0,17,603120,603120.SH
算力租赁;互联网金融;信创;云计算;风电;智慧城市;数据中心(AIDC);京津冀一体化;无人零售;华为概念;雄安新区;机器人概念;国企改革;股权转让(并购重组);深股通,15.0,33,300368,300368.SZ
动物疫苗;广东自贸区;锂电池概念;粤港澳大湾区;创投;独角兽概念;PCB概念;横琴新区;消费电子概念,9.0,33,002141,002141.SZ
绿色电力;风电;氢能源;光伏建筑一体化;储能;股权转让(并购重组),6.0,33,000809,000809.SZ
虚拟电厂;柔性直流输电;智能电网;风电;储能;DeepSeek概念;人工智能;华为概念;央企国企改革;低空经济;氢能源;无人机;国企改革;机器人概念;人形机器人;沪股通;融资融券,17.0,17,688248,688248.SH
减速器;人形机器人;机器人概念;新能源汽车;农机;工业互联网;专精特新;数字经济;人民币贬值受益;深股通;融资融券,11.0,33,301550,301550.SZ
PCB概念;2026一季报预增;光伏概念;PEEK材料;风电;沪股通;融资融券;长三角一体化;央企国企改革;一带一路;DeepSeek概念;国企改革;同花顺中特估100;2026中报预增;中字头股票,15.0,17,600176,600176.SH
流感;仿制药一致性评价;创新药;数字经济;ST板块;国企改革,6.0,22,688189,688189.SH
TOPCON电池;BC电池;HJT电池;钙钛矿电池;储能;光伏概念;锂电池概念;一带一路;人民币贬值受益;商业航天;沪股通;融资融券,12.0,17,688472,688472.SH
注册制次新股;两轮车;一带一路;长安汽车概念;工业互联网;低空经济;储能;机器人概念;国企改革;比亚迪概念;新能源汽车;无人驾驶;人形机器人;宁德时代概念;智能座舱;汽车电子;无线充电;PCB概念;新型工业化;深股通;新股与次新股;融资融券,22.0,33,001365,001365.SZ
动物疫苗;医药电商;宠物经济;禽流感;中俄贸易概念;高股息精选;创投;沪股通;融资融券,9.0,17,603566,603566.SH
流感;仿制药一致性评价;医药电商;肝炎概念;民营医院;合成生物;阿尔茨海默概念;三胎概念;创新药;幽门螺杆菌概念;冷链物流;医疗器械概念;参股银行;共同富裕示范区;国企改革;数字经济,16.0,33,000705,000705.SZ
福建自贸区;一带一路;跨境电商;海峡两岸;人民币贬值受益;智能物流;家用电器;人工智能;安防;毫米波雷达;智能家居;鸿蒙概念;物联网;机器人概念;华为概念;新型工业化;传感器;沪股通,18.0,17,605365,605365.SH
IP经济(谷子经济);统一大市场;西部大开发;粮食概念;抖音概念(字节概念);智能物流,6.0,17,600785,600785.SH
智能物流;人工智能;手机游戏;网络游戏;新型工业化;低空经济;高端装备;机器人概念;减速器;无人机;可降解塑料;煤炭概念;深股通;融资融券,14.0,33,002526,002526.SZ
知识产权保护;文化传媒概念;短剧游戏;虚拟数字人;网红经济;小红书概念;网络游戏;IP经济(谷子经济);AIGC概念;快手概念;AI应用;智谱AI;旅游概念;抖音概念(字节概念);腾讯概念;百度概念;人工智能;阿里巴巴概念;创投;国企改革;华为概念;小米概念;苹果概念,23.0,33,002712,002712.SZ
锂电池概念;两轮车;专精特新;融资融券;储能,5.0,151,920252,920252.BJ
网络安全;数据安全;信创;华为鲲鹏;华为概念;数字孪生;数据要素;人工智能;多模态AI;AIGC概念;在线教育;文化传媒概念;AI应用;融资融券,14.0,17,688004,688004.SH
碳纤维;风电;飞行汽车(eVTOL);PEEK材料;大飞机;海工装备;低空经济;军工;机器人概念;人形机器人;无人机;比亚迪概念;新能源汽车;3D打印;深股通;融资融券,16.0,33,300690,300690.SZ
柔性直流输电;抽水蓄能;智能电网;虚拟电厂;特高压;超超临界发电;核电;可控核聚变;雄安新区;央企国企改革;京津冀一体化;海峡两岸;国企改革;乡村振兴;2026中报预增;股权转让(并购重组);沪股通;融资融券,18.0,17,600550,600550.SH
啤酒概念;预制菜;冰雪产业;工业大麻;体育产业;足球概念;京津冀一体化;一带一路;虚拟数字人;人工智能;锂电池概念;储能;新能源汽车;深股通;融资融券;股权转让(并购重组),16.0,33,002701,002701.SZ
