股票代码,所属概念数量,code,market_code,所属概念
688516.SH,15,688516,17,BC电池;钙钛矿电池;TOPCON电池;第三代半导体;光伏概念;芯片概念;机器视觉;高端装备;储能;共封装光学(CPO);锂电池概念;固态电池;先进封装;沪股通;融资融券
605088.SH,10,605088,17,DeepSeek概念;人民币贬值受益;华为汽车;机器人概念;人形机器人;新能源汽车;锂电池概念;储能;固态电池;沪股通
300718.SZ,10,300718,33,人形机器人;汽车热管理;特斯拉概念;机器人概念;专精特新;长三角一体化;风电;核电;融资融券;深股通
300980.SZ,16,300980,33,新能源汽车;专精特新;小米概念;长安汽车概念;华为概念;消费电子概念;机器人概念;锂电池概念;人形机器人;有机硅概念;建筑节能;柔性屏(折叠屏);一带一路;足球概念;2026中报预增;融资融券
600455.SH,4,600455,17,职业教育;鸿蒙概念;西部大开发;国企改革
603895.SH,13,603895,17,专精特新;新型工业化;人形机器人;数字孪生;机器人概念;储能;新能源汽车;长安汽车概念;工业互联网;华为概念;特斯拉概念;锂电池概念;固态电池
300698.SZ,24,300698,33,华为昇腾;英伟达概念;算力租赁;无人驾驶;云计算;车联网(车路协同);东数西算(算力);百度概念;卫星导航;数据中心(AIDC);物联网;阿里巴巴概念;数据要素;液冷服务器;比亚迪概念;人工智能;5G;DeepSeek概念;智能医疗;网约车;智能物流;光纤概念;一带一路;深股通
003023.SZ,9,003023,33,露营经济;宠物经济;三胎概念;医疗器械概念;跨境电商;家用电器;西部大开发;智能家居;消毒剂
603270.SH,18,603270,17,减速器;人形机器人;专精特新;机器人概念;比亚迪概念;新能源汽车;燃料电池;飞行汽车(eVTOL);低空经济;碳纤维;商业航天;氢能源;风电;一带一路;液冷服务器;芯片概念;沪股通;融资融券
301588.SZ,4,301588,33,粤港澳大湾区;人民币贬值受益;商业航天;融资融券
688683.SH,7,688683,17,芯片概念;汽车电子;新能源汽车;粤港澳大湾区;固态电池;沪股通;融资融券
001215.SZ,3,001215,33,三胎概念;海峡两岸;预制菜
603293.SH,13,603293,17,小米汽车;注册制次新股;无人驾驶;智能座舱;新能源汽车;专精特新;毫米波雷达;汽车电子;MCU芯片;汽车芯片;汽车热管理;新股与次新股;融资融券
000426.SZ,12,000426,33,金属铅;金属锌;黄金概念;金属铜;金属镍;金属钴;小金属概念;西部大开发;深股通;融资融券;俄乌冲突概念;2026中报预增
301234.SZ,4,301234,33,人民币贬值受益;专精特新;医疗器械概念;融资融券
301536.SZ,35,301536,33,汽车芯片;芯片概念;消费电子概念;AI眼镜;卫星导航;智能穿戴;汽车电子;传感器;毫米波雷达;东数西算(算力);无人机;小米概念;星闪概念;专精特新;虚拟现实;网络安全;低空经济;机器视觉;海峡两岸;腾讯概念;安防;数据安全;无人驾驶;多模态AI;车联网(车路协同);移动支付;人脸识别;福建自贸区;新能源汽车;人工智能;机器人概念;智能家居;2026中报预增;融资融券;深股通
002371.SZ,16,002371,33,国家大基金持股;中芯国际概念;存储芯片;OLED;第三代半导体;芯片概念;华为海思概念股;同花顺新质50;中国AI 50;光伏概念;锂电池概念;深股通;融资融券;同花顺漂亮100;国企改革;先进封装
002916.SZ,18,002916,33,PCB概念;先进封装;存储芯片;富士康概念;国家大基金持股;苹果概念;汽车电子;5G;芯片概念;数据中心(AIDC);新能源汽车;华为概念;深股通;粤港澳大湾区;央企国企改革;国企改革;2026中报预增;融资融券
300384.SZ,14,300384,33,AI应用;AI智能体;数字经济;互联网金融;人工智能;工业互联网;创投;垃圾分类;华为概念;机器人概念;高端装备;可降解塑料;煤化工概念;深股通
300118.SZ,14,300118,33,TOPCON电池;HJT电池;钙钛矿电池;硅能源;光伏概念;储能;商业航天;光伏建筑一体化;华为概念;共同富裕示范区;绿色电力;乡村振兴;深股通;融资融券
000989.SZ,9,000989,33,创新药;医药电商;细胞免疫治疗;毛发医疗;高股息精选;国企改革;深股通;2026中报预增;股权转让(并购重组)
300269.SZ,12,300269,33,元宇宙;智慧城市;小红书概念;MR(混合现实);华为概念;军工;商业航天;人民币贬值受益;体育产业;MicroLED概念;柔性屏(折叠屏);MiniLED
603273.SH,6,603273,17,装配式建筑;水泥概念;氢能源;机器人概念;新型工业化;融资融券
603669.SH,7,603669,17,阿尔茨海默概念;仿制药一致性评价;流感;民营医院;创新药;CRO概念;西部大开发
603759.SH,16,603759,17,生物质能发电;PPP概念;固废处理;污水处理;绿色电力;一带一路;DeepSeek概念;西部大开发;储能;无人机;金属铜;光伏概念;HJT电池;TOPCON电池;BC电池;股权转让(并购重组)
002202.SZ,25,002202,33,商业航天;东数西算(算力);柔性直流输电;智能电网;特高压;海工装备;储能;独角兽概念;工业互联网;风电;人工智能;抽水蓄能;氢能源;创投;碳中和;绿色电力;碳交易;污水处理;西部大开发;新疆振兴;PPP概念;煤化工概念;同花顺出海50;深股通;融资融券
002188.SZ,4,002188,33,物业管理;养老概念;共同富裕示范区;长三角一体化
688472.SH,12,688472,17,TOPCON电池;BC电池;HJT电池;钙钛矿电池;储能;光伏概念;锂电池概念;一带一路;人民币贬值受益;商业航天;沪股通;融资融券
920571.BJ,9,920571,151,碳中和;一带一路;碳交易;福建自贸区;低空经济;海峡两岸;航运概念;融资融券;人民币贬值受益
603035.SH,11,603035,17,华为汽车;小米汽车;特斯拉概念;新能源汽车;机器视觉;比亚迪概念;小米概念;智能座舱;传感器;沪股通;融资融券
603939.SH,5,603939,17,医药电商;家庭医生;沪股通;智能物流;融资融券
002316.SZ,14,002316,33,智慧城市;区块链;人工智能;ETC;独角兽概念;网络安全;医疗器械概念;华为概念;粮食概念;智能电网;合成生物;数据中心(AIDC);特高压;摘帽
920099.BJ,8,920099,151,高端装备;PEEK材料;中俄贸易概念;环氧丙烷;一带一路;可降解塑料;专精特新;融资融券
603359.SH,16,603359,22,生态农业;农业种植;ST板块;乡村振兴;PPP概念;土壤修复;新疆振兴;水利;地下管网;雄安新区;碳交易;新型城镇化;污水处理;碳中和;一带一路;股权转让(并购重组)
600340.SH,11,600340,22,ST板块;特色小镇;PPP概念;京津冀一体化;雄安新区;DeepSeek概念;人工智能;智慧城市;新型城镇化;低空经济;股权转让(并购重组)
002734.SZ,11,002734,33,消毒剂;合成生物;乡村振兴;创投;碳中和;工业互联网;锂电池概念;人工智能;固态电池;深股通;融资融券
002347.SZ,16,002347,33,新型工业化;高端装备;机器人概念;数字经济;工业互联网;人工智能;军工;机器视觉;新能源汽车;创投;专精特新;商业航天;核电;参股银行;锂电池概念;动力电池回收
600577.SH,19,600577,17,人形机器人;特斯拉概念;军工;比亚迪概念;高压快充;机器人概念;新能源汽车;超导概念;数据中心(AIDC);工业互联网;可控核聚变;智能电网;铜缆高速连接;移动支付;ERP概念;跨境支付(CIPS);沪股通;股权转让(并购重组);融资融券
603889.SH,4,603889,17,长三角一体化;工业互联网;高股息精选;沪股通
002999.SZ,11,002999,33,供销社;化肥;粮食概念;农业种植;乡村振兴;农机;数字乡村;智能物流;数字经济;低空经济;无人机
600528.SH,15,600528,17,地下管网;国企改革;高铁;央企国企改革;污水处理;海工装备;DeepSeek概念;人工智能;工业互联网;高端装备;抽水蓄能;机器人概念;沪股通;融资融券;中字头股票
000717.SZ,12,000717,33,特钢概念;乡村振兴;国企改革;央企国企改革;DeepSeek概念;氢能源;人工智能;核电;机器人概念;融资融券;深股通;中字头股票
002133.SZ,8,002133,33,物业管理;粮食概念;农业种植;乡村振兴;养老概念;玉米;互联网金融;机器人概念
600854.SH,4,600854,17,物业管理;家用电器;军民融合;超超临界发电
002818.SZ,9,002818,33,网红经济;高股息精选;西部大开发;互联网金融;鸿蒙概念;智能家居;军工;深股通;2026中报预增
688033.SH,12,688033,22,ST板块;成飞概念;碳纤维;新能源汽车;军工;商业航天;大飞机;飞行汽车(eVTOL);高铁;京津冀一体化;光伏概念;锂电池概念
300150.SZ,6,300150,33,AIGC概念;水利;京津冀一体化;高铁;安防;专精特新
601866.SH,11,601866,17,航运概念;同花顺中特估100;参股银行;国企改革;央企国企改革;上海自贸区;数字经济;储能;沪股通;融资融券;中字头股票
300393.SZ,11,300393,33,BC电池;TOPCON电池;钙钛矿电池;光伏概念;光伏建筑一体化;华为概念;虚拟电厂;AI智能体;国企改革;深股通;融资融券
002765.SZ,18,002765,33,减速器;华为汽车;长安汽车概念;机器人概念;低空经济;虚拟现实;新能源汽车;智能座舱;军工;比亚迪概念;西部大开发;国企改革;汽车电子;消费电子概念;富士康概念;股权转让(并购重组);深股通;融资融券
002822.SZ,17,002822,33,ST板块;装配式建筑;物业管理;PPP概念;乡村振兴;新型城镇化;光伏建筑一体化;医疗器械概念;区块链;粤港澳大湾区;数字货币;风电;华为概念;算力租赁;数据中心(AIDC);光伏概念;东数西算(算力)
002387.SZ,16,002387,33,MicroLED概念;柔性屏(折叠屏);智能穿戴;虚拟现实;小米概念;消费电子概念;汽车电子;OLED;人脸识别;芯片概念;华为手机;绿色电力;深股通;玻璃基板;股权转让(并购重组);融资融券
002996.SZ,9,002996,33,金属回收;西部大开发;碳中和;专精特新;一体化压铸;比亚迪概念;新能源汽车;长安汽车概念;深股通
600501.SH,25,600501,17,成飞概念;大飞机;军工;卫星导航;商业航天;高端装备;核污染防治;核电;机器人概念;无人驾驶;新型工业化;可控核聚变;充电桩;垃圾分类;新能源汽车;长三角一体化;氢能源;央企国企改革;国企改革;特高压;光热发电;天然气;煤化工概念;沪股通;融资融券
603221.SH,1,603221,17,人民币贬值受益
600289.SH,10,600289,22,ST板块;数据安全;智慧城市;智能物流;人工智能;黑龙江自贸区;工业互联网;网络安全;车联网(车路协同);东数西算(算力)
603729.SH,9,603729,22,网红经济;旅游概念;文化传媒概念;ST板块;数据要素;小红书概念;抖音概念(字节概念);上海自贸区;华为概念
688707.SH,16,688707,17,钠离子电池;动力电池回收;固态电池;锂电池概念;宁德时代概念;碳中和;储能;西部大开发;国企改革;低空经济;人形机器人;央企国企改革;机器人概念;无人机;融资融券;沪股通
600370.SH,1,600370,22,ST板块
300496.SZ,58,300496,33,MLOps概念;华为欧拉;多模态AI;ChatGPT概念;国产操作系统;元宇宙;AI智能体;AI应用;鸿蒙概念;AIGC概念;语音技术;虚拟数字人;百度概念;区块链;车联网(车路协同);抖音概念(字节概念);阿里巴巴概念;腾讯概念;人形机器人;DeepSeek概念;数字经济;机器视觉;虚拟现实;长安汽车概念;人工智能;智能音箱;智能座舱;物联网;中国AI 50;新型工业化;华为汽车;东数西算(算力);机器人概念;独角兽概念;华为概念;英伟达概念;低空经济;智能电网;小米汽车;智能医疗;无人驾驶;MR(混合现实);智能家居;AI PC;小米概念;无人机;传感器;智能物流;智能穿戴;比亚迪概念;AI手机;AI眼镜;5G;消费电子概念;华为海思概念股;深股通;2026中报预增;融资融券
000488.SZ,8,000488,33,期货概念;参股银行;ST板块;区块链;国企改革;碳交易;污水处理;碳中和
002268.SZ,44,002268,33,国产操作系统;华为鲲鹏;数据安全;财税数字化;网络安全;智慧政务;移动支付;信创;区块链;鸿蒙概念;数字货币;数据要素;互联网金融;国资云;云办公;智慧城市;跨境支付(CIPS);数字孪生;数字经济;腾讯概念;车联网(车路协同);人工智能;数字水印;物联网;工业互联网;量子科技;低空经济;水利;华为概念;EDR概念;乡村振兴;军工;卫星导航;雅下水电概念;商业航天;西部大开发;国企改革;5G;汽车电子;消费电子概念;芯片概念;汽车芯片;深股通;融资融券
600897.SH,5,600897,17,国企改革;福建自贸区;海峡两岸;沪股通;融资融券
600808.SH,10,600808,17,特钢概念;证金持股;央企国企改革;国企改革;煤化工概念;高铁;新能源汽车;数据中心(AIDC);沪股通;融资融券
600218.SH,13,600218,17,农机;中俄贸易概念;燃料电池;氢能源;工业互联网;乡村振兴;钒电池;新能源汽车;地下管网;国企改革;减速器;光伏建筑一体化;融资融券
920642.BJ,10,920642,151,飞行汽车(eVTOL);低空经济;碳纤维;新能源汽车;融资融券;专精特新;大飞机;军民融合;小米概念;军工
600333.SH,3,600333,17,天然气;国企改革;融资融券
301069.SZ,5,301069,33,PEEK材料;3D打印;锂电池概念;深股通;融资融券
002633.SZ,7,002633,33,高端装备;核电;海工装备;军民融合;风电;国企改革;股权转让(并购重组)
600063.SH,11,600063,17,水泥概念;光伏概念;国企改革;专精特新;水利;储能;参股券商;融资融券;MLCC概念;股权转让(并购重组);沪股通
300419.SZ,23,300419,33,信创;ST板块;网络安全;华为欧拉;量子科技;数据安全;智慧政务;云计算;华为概念;物联网;数据中心(AIDC);东数西算(算力);数据要素;抖音概念(字节概念);百度概念;AI智能体;AI应用;互联网金融;军工;DeepSeek概念;人工智能;快手概念;股权转让(并购重组)
300882.SZ,16,300882,33,电力物联网;智能电网;AI应用;数字经济;人工智能;虚拟电厂;物联网;专精特新;储能;碳中和;传感器;新能源汽车;参股银行;汽车电子;深股通;融资融券
300423.SZ,21,300423,33,智能电网;智慧政务;智慧城市;安防;智慧灯杆;虚拟电厂;光热发电;水利;数据中心(AIDC);储能;专精特新;风电;商业航天;光伏概念;智能家居;燃料电池;可控核聚变;氢能源;锂电池概念;冷链物流;股权转让(并购重组)
300194.SZ,10,300194,33,肝炎概念;流感;仿制药一致性评价;创新药;猴痘概念;幽门螺杆菌概念;参股银行;西部大开发;深股通;融资融券
000906.SZ,10,000906,33,统一大市场;ERP概念;中俄贸易概念;装配式建筑;国企改革;工业互联网;新能源汽车;储能;煤炭概念;深股通
002825.SZ,8,002825,33,燃料电池;专精特新;创投;氢能源;锂电池概念;人民币贬值受益;消费电子概念;固态电池
603136.SH,2,603136,17,旅游概念;国企改革
603909.SH,9,603909,17,房屋检测;新型城镇化;水利;福建自贸区;海峡两岸;智慧城市;新疆振兴;人工智能;国企改革
688630.SH,14,688630,17,PCB概念;光刻机;先进封装;OLED;光刻胶;芯片概念;BC电池;2026一季报预增;光伏概念;TOPCON电池;专精特新;高端装备;融资融券;沪股通
002849.SZ,8,002849,33,专精特新;星闪概念;物联网;智慧城市;锂电池概念;DeepSeek概念;动力电池回收;天然气
603266.SH,12,603266,17,汽车热管理;无人驾驶;机器人概念;低空经济;新能源汽车;传感器;无人机;智能家居;毫米波雷达;汽车电子;消费电子概念;芯片概念
002061.SZ,12,002061,33,国企改革;PPP概念;装配式建筑;新型城镇化;共同富裕示范区;水利;一带一路;长三角一体化;人工智能;机器人概念;深股通;融资融券
000521.SZ,19,000521,33,高股息精选;净水概念;国企改革;冷链物流;垃圾分类;医疗器械概念;一带一路;家用电器;空气能热泵;智能家居;DeepSeek概念;人工智能;血氧仪;鸿蒙概念;工业互联网;小米概念;量子科技;深股通;融资融券
300441.SZ,7,300441,33,家用电器;高端装备;空气能热泵;燃料电池;锂电池概念;光伏概念;深股通
002151.SZ,32,002151,33,卫星导航;军工信息化;商业航天;无人机;军工;星闪概念;军民融合;物联网;车联网(车路协同);低空经济;同花顺新质50;国产航母;智能穿戴;华为概念;智能座舱;高端装备;机器人概念;5G;无人驾驶;汽车电子;消费电子概念;英伟达概念;长安汽车概念;芯片概念;农机;汽车芯片;京津冀一体化;两轮车;国家大基金持股;深股通;融资融券;2026中报预增
603636.SH,44,603636,17,Web3.0;云计算;智谱AI;电子身份证;虚拟数字人;华为昇腾;数据确权;智慧政务;数据安全;华为鲲鹏;数字水印;华为盘古;网络安全;算力租赁;信创;鸿蒙概念;数据要素;百度概念;区块链;AI智能体;数字乡村;阿里巴巴概念;AI应用;蚂蚁集团概念;人脸识别;智慧城市;数字经济;DeepSeek概念;人工智能;智慧灯杆;东数西算(算力);车联网(车路协同);物联网;智能医疗;房屋检测;水利;华为概念;海峡两岸;军工;无人驾驶;乡村振兴;PPP概念;沪股通;融资融券
003016.SZ,11,003016,33,网红经济;跨境电商;IP经济(谷子经济);智能物流;流感;数字经济;福建自贸区;数据要素;海峡两岸;腾讯概念;2026中报预增
000633.SZ,3,000633,33,西部大开发;新疆振兴;核电
002889.SZ,22,002889,33,冷链物流;跨境电商;冰雪产业;智能物流;自由贸易港;数字经济;一带一路;统一大市场;人工智能;DeepSeek概念;区块链;互联网金融;航运概念;广东自贸区;机器人概念;粤港澳大湾区;生物疫苗;特斯拉概念;华为概念;光刻机;2026中报预增;深股通
601916.SH,4,601916,17,高股息精选;共同富裕示范区;融资融券;沪股通
603458.SH,10,603458,17,卫星导航;充电桩;无人驾驶;ETC;换电概念;水利;一带一路;西部大开发;新型城镇化;智慧城市
920489.BJ,5,920489,151,融资融券;国企改革;可降解塑料;光刻胶;专精特新
002296.SZ,14,002296,33,高铁;智慧城市;人工智能;安防;低空经济;工业互联网;信创;区块链;卫星导航;大飞机;高端装备;专精特新;储能;钒电池
600308.SH,17,600308,17,环氧丙烷;生物质能发电;一带一路;智能物流;绿色电力;数字经济;AI应用;DeepSeek概念;元宇宙;数据要素;数字孪生;AI语料;工业互联网;新型工业化;光伏概念;沪股通;融资融券
002524.SZ,11,002524,33,装配式建筑;民营医院;地下管网;西部大开发;创投;新疆振兴;智能医疗;医美概念;眼科医疗;人工智能;天然气
000548.SZ,3,000548,33,乡村振兴;物业管理;国企改革
600137.SH,1,600137,17,西部大开发
002377.SZ,3,002377,33,互联网金融;2026中报预增;股权转让(并购重组)
600149.SH,4,600149,17,雄安新区;京津冀一体化;物业管理;国企改革
603381.SH,12,603381,17,光伏建筑一体化;光伏概念;储能;金属回收;专精特新;比亚迪概念;机器人概念;液冷服务器;人形机器人;绿色电力;沪股通;融资融券
603860.SH,9,603860,17,乡村振兴;国企改革;数字经济;人工智能;数字乡村;AI智能体;国资云;专精特新;中字头股票
301296.SZ,3,301296,33,食品安全;股权转让(并购重组);融资融券
920427.BJ,9,920427,151,无人机;消费电子概念;先进封装;低空经济;房屋检测;融资融券;芯片概念;地下管网;新型城镇化
600588.SH,28,600588,17,ERP概念;财税数字化;ChatGPT概念;华为鲲鹏;AIGC概念;智慧政务;鸿蒙概念;AI应用;AI智能体;信创;区块链;互联网金融;云计算;数字经济;阿里巴巴概念;网络安全;DeepSeek概念;人工智能;工业互联网;智能医疗;华为概念;参股保险;中国AI 50;机器人概念;参股银行;同花顺漂亮100;沪股通;融资融券
600335.SH,22,600335,17,国企改革;央企国企改革;智能物流;一带一路;独角兽概念;一体化压铸;阿里巴巴概念;长安汽车概念;燃料电池;车联网(车路协同);机器人概念;小米汽车;动力电池回收;工业母机;新能源汽车;华为概念;特斯拉概念;比亚迪概念;小米概念;宁德时代概念;沪股通;融资融券
002909.SZ,21,002909,33,有机硅概念;装配式建筑;新型城镇化;硅能源;粤港澳大湾区;高铁;一带一路;跨境电商;雄安新区;碳中和;光伏概念;比亚迪概念;储能;低空经济;新能源汽车;液冷服务器;飞行汽车(eVTOL);两轮车;消费电子概念;5G;融资融券
301538.SZ,12,301538,33,液冷服务器;专精特新;比亚迪概念;人形机器人;新能源汽车;机器人概念;粤港澳大湾区;储能;医疗器械概念;一带一路;深股通;融资融券
000793.SZ,18,000793,33,ST板块;农业种植;海南自贸区;旅游概念;参股券商;化债概念(AMC概念);网红经济;乡村振兴;手机游戏;网络游戏;文化传媒概念;创投;区块链;数字经济;人工智能;信创;抖音概念(字节概念);国企改革
688009.SH,11,688009,17,国企改革;央企国企改革;高铁;智慧城市;低空经济;华为概念;5G;芯片概念;中字头股票;沪股通;融资融券
002397.SZ,5,002397,33,C2M概念;智能家居;三胎概念;网红经济;IP经济(谷子经济)
600548.SH,12,600548,17,参股券商;参股银行;PPP概念;国企改革;深圳国企改革;固废处理;汽车拆解概念;风电;百度概念;沪股通;融资融券;粤港澳大湾区
601518.SH,3,601518,17,高股息精选;国企改革;沪股通
002123.SZ,34,002123,33,云办公;ChatGPT概念;智慧政务;云计算;鸿蒙概念;AIGC概念;AI应用;数字货币;数据要素;信创;区块链;百度概念;阿里巴巴概念;腾讯概念;元宇宙;DeepSeek概念;语音技术;人工智能;算力租赁;智能医疗;物联网;养老概念;东数西算(算力);跨境电商;华为概念;数据中心(AIDC);机器人概念;一带一路;三胎概念;无人机;比亚迪概念;5G;深股通;融资融券
002478.SZ,14,002478,33,特钢概念;光热发电;核电;海工装备;一带一路;储能;超超临界发电;新能源汽车;专精特新;页岩气;地下管网;天然气;深股通;融资融券
600229.SH,13,600229,17,IP经济(谷子经济);文化传媒概念;在线教育;短剧游戏;AIGC概念;数据要素;多模态AI;人工智能;国企改革;独角兽概念;虚拟现实;融资融券;沪股通
002717.SZ,35,002717,33,特色小镇;农业种植;新疆振兴;PPP概念;土壤修复;新型城镇化;预制菜;雄安新区;横琴新区;乡村振兴;污水处理;水利;固废处理;ST板块;国企改革;一带一路;数字水印;旅游概念;数字经济;智慧城市;数据确权;网红经济;IP经济(谷子经济);人工智能;元宇宙;ChatGPT概念;光伏概念;粤港澳大湾区;AIGC概念;虚拟数字人;文化传媒概念;华为概念;腾讯概念;虚拟现实;MR(混合现实)
600477.SH,11,600477,17,雄安新区;装配式建筑;一带一路;建筑节能;光伏建筑一体化;工业互联网;储能;HJT电池;钙钛矿电池;沪股通;融资融券
605001.SH,11,605001,17,养老概念;高铁;一带一路;高压氧舱;医美概念;机器人概念;碳纤维;新能源汽车;比亚迪概念;储能;芯片概念
002671.SZ,8,002671,33,新型城镇化;地下管网;水利;PPP概念;核电;风电;高端装备;超超临界发电
688049.SH,19,688049,17,MCU芯片;芯片概念;AI眼镜;智能穿戴;无线耳机;消费电子概念;智能音箱;小米概念;星闪概念;专精特新;华为概念;物联网;语音技术;机器人概念;粤港澳大湾区;人工智能;独角兽概念;沪股通;融资融券
688737.SH,12,688737,17,碳纤维;专精特新;新能源汽车;长安汽车概念;储能;燃料电池;固态电池;氢能源;钠离子电池;西部大开发;绿色电力;融资融券
300256.SZ,15,300256,33,两轮车;虚拟现实;特斯拉概念;智能座舱;华为概念;新能源汽车;小米概念;毫米波雷达;智能穿戴;汽车电子;柔性屏(折叠屏);消费电子概念;华为手机;OLED;深股通
300946.SZ,10,300946,33,工业母机;人形机器人;新型工业化;机器人概念;高端装备;专精特新;海峡两岸;跨境电商;深股通;融资融券
002494.SZ,7,002494,33,网红经济;中俄贸易概念;物业管理;雄安新区;特色小镇;创投;抖音概念(字节概念)
605086.SH,6,605086,17,海峡两岸;创投;国企改革;锂电池概念;沪股通;股权转让(并购重组)
601005.SH,11,601005,17,特钢概念;国企改革;央企国企改革;西部大开发;风电;海工装备;核电;军工;新能源汽车;沪股通;融资融券
002225.SZ,8,002225,33,中俄贸易概念;燃料电池;氢能源;碳中和;小金属概念;俄乌冲突概念;证金持股;深股通
603111.SH,16,603111,17,养老概念;高铁;一带一路;高股息精选;医疗器械概念;智能医疗;工业互联网;高端装备;机器人概念;新型工业化;无人驾驶;新能源汽车;充电桩;工业母机;比亚迪概念;沪股通
600399.SH,8,600399,17,特钢概念;大飞机;核电;航空发动机;军工;商业航天;沪股通;融资融券
600468.SH,16,600468,17,柔性直流输电;智能电网;风电;核电;海工装备;储能;军民融合;可控核聚变;京津冀一体化;超导概念;氢能源;军工;一带一路;国企改革;抽水蓄能;沪股通
300743.SZ,2,300743,33,人民币贬值受益;专精特新
600022.SH,9,600022,17,特钢概念;国企改革;人工智能;工业互联网;机器人概念;融资融券;核电;风电;沪股通
300950.SZ,8,300950,33,人民币贬值受益;碳中和;氢能源;专精特新;固废处理;煤化工概念;股权转让(并购重组);融资融券
000619.SZ,9,000619,33,建筑节能;新型城镇化;一带一路;国企改革;光伏建筑一体化;数字经济;智能家居;工业互联网;光伏概念
300296.SZ,41,300296,33,空间计算;元宇宙;人形机器人;AIGC概念;AI应用;虚拟现实;机器视觉;数据要素;虚拟数字人;智慧灯杆;智慧城市;抖音概念(字节概念);MicroLED概念;人工智能;腾讯概念;DeepSeek概念;无人驾驶;商业航天;华为概念;柔性屏(折叠屏);无人机;京津冀一体化;智能穿戴;小米概念;MiniLED;文化传媒概念;海工装备;消费电子概念;IP经济(谷子经济);雄安新区;AI眼镜;一带一路;旅游概念;体育产业;乡村振兴;芯片概念;OLED;第三代半导体;深股通;玻璃基板;融资融券
300021.SZ,30,300021,33,地下管网;乡村振兴;生态农业;农业种植;PPP概念;新型城镇化;土地流转;粮食概念;新疆振兴;水利;污水处理;土壤修复;西部大开发;京津冀一体化;雅下水电概念;一带一路;光伏建筑一体化;数字乡村;数字经济;DeepSeek概念;人工智能;智慧城市;AI应用;数字孪生;鸿蒙概念;物联网;数据安全;云计算;机器人概念;华为概念
601577.SH,3,601577,17,高股息精选;融资融券;沪股通
600103.SH,10,600103,17,共封装光学(CPO);5G;数据中心(AIDC);海峡两岸;碳中和;创投;一带一路;乡村振兴;国企改革;沪股通
000701.SZ,28,000701,33,物联网;车联网(车路协同);军工信息化;海峡两岸;无人机;智慧城市;无人零售;低空经济;石墨烯;小米概念;专精特新;智能物流;创投;数字经济;福建自贸区;小米汽车;互联网金融;华为汽车;一带一路;Web3.0;AIGC概念;统一大市场;国企改革;MiniLED;金属镍;小金属概念;IP经济(谷子经济);金属铜
300284.SZ,27,300284,33,房屋检测;空间计算;网约车;京津冀一体化;AI智能体;新型城镇化;DeepSeek概念;雄安新区;乡村振兴;数字孪生;PPP概念;智慧城市;水利;食品安全;雅下水电概念;创投;国企改革;车联网(车路协同);一带一路;碳中和;低空经济;粤港澳大湾区;无人机;储能;俄乌冲突概念;深股通;融资融券
920118.BJ,9,920118,151,2026中报预增;储能;柔性直流输电;智能电网;新能源汽车;光伏概念;工业互联网;专精特新;融资融券
603499.SH,6,603499,17,烟草;上海自贸区;芯片概念;创投;工业互联网;沪股通
688613.SH,2,688613,17,医疗器械概念;融资融券
600853.SH,18,600853,17,冰雪产业;体育产业;新型城镇化;旅游概念;雅下水电概念;农村电商;乡村振兴;PPP概念;生态农业;黑龙江自贸区;地下管网;一带一路;水利;国企改革;创投;智慧城市;商业航天;抽水蓄能
301229.SZ,9,301229,33,华为汽车;减速器;机器人概念;小米汽车;特斯拉概念;新能源汽车;华为概念;小米概念;融资融券
002212.SZ,55,002212,33,数据安全;数据确权;云办公;财税数字化;华为鲲鹏;网络安全;华为昇腾;智慧政务;云计算;AI智能体;区块链;ChatGPT概念;电子身份证;鸿蒙概念;数字货币;信创;AI应用;阿里巴巴概念;多模态AI;国产操作系统;腾讯概念;DeepSeek概念;互联网金融;智慧城市;跨境支付(CIPS);数字水印;车联网(车路协同);人工智能;数字经济;EDR概念;物联网;东数西算(算力);工业互联网;华为概念;智慧灯杆;量子科技;低空经济;水利;数据中心(AIDC);智能电网;雄安新区;一带一路;无人机;机器人概念;储能;新型工业化;卫星导航;5G;商业航天;芯片概念;深股通;无人驾驶;数字孪生;数据要素;融资融券
601528.SH,3,601528,17,高股息精选;互联网金融;沪股通
600960.SH,17,600960,17,中俄贸易概念;长安汽车概念;汽车热管理;华为汽车;DeepSeek概念;减速器;国企改革;新型工业化;机器人概念;工业母机;新能源汽车;氢能源;无人机;比亚迪概念;智能座舱;汽车电子;股权转让(并购重组)
600157.SH,14,600157,17,煤炭概念;超超临界发电;绿色电力;碳交易;煤化工概念;钒电池;页岩气;参股保险;储能;核电;物联网;小金属概念;融资融券;沪股通
601388.SH,8,601388,17,金属回收;汽车拆解概念;固废处理;人民币贬值受益;海峡两岸;融资融券;2026中报预增;沪股通
600751.SH,6,600751,17,航运概念;天津自贸区;京津冀一体化;人民币贬值受益;融资融券;沪股通
002109.SZ,4,002109,33,煤化工概念;ST板块;国企改革;西部大开发
000709.SZ,12,000709,33,特钢概念;国企改革;雄安新区;京津冀一体化;钒电池;钠离子电池;核电;储能;比亚迪概念;深股通;融资融券;可控核聚变
301278.SZ,9,301278,33,充电桩;光伏概念;专精特新;储能;钙钛矿电池;机器人概念;光伏建筑一体化;一带一路;融资融券
600984.SH,4,600984,17,一带一路;西部大开发;国企改革;沪股通
920089.BJ,7,920089,151,家用电器;碳纤维;比亚迪概念;小米汽车;3D打印;小米概念;融资融券
