code,所属概念,所属概念数量,股票代码,market_code
603088,液冷服务器;数据中心;汽车热管理;芯片概念;小米概念;专精特新;工业母机;比亚迪概念;新能源汽车;新型工业化;空气能热泵;机器人概念;高端装备;特斯拉概念;宁德时代概念;锂电池概念;动力电池回收;氢能源;国企改革;沪股通;融资融券,21,603088.SH,17
002749,化肥;草甘膦;高股息精选;磷化工;乡村振兴;西部大开发;深股通,7,002749.SZ,33
002015,虚拟电厂;华为数字能源;抽水蓄能;生物质能发电;碳交易;绿色电力;智能电网;风电;数据中心;碳中和;英伟达概念;储能;光伏概念;充电桩;换电概念;高压快充;蚂蚁集团概念;百度概念;区块链;水利;华为概念;数字经济;动力电池回收;长三角一体化;锂电池概念;宁德时代概念;新能源汽车;融资融券;深股通,29,002015.SZ,33
600955,环氧丙烷;消毒剂;锂电池概念;沪股通,4,600955.SH,17
600774,幽门螺杆菌概念;民营医院;辅助生殖;流感;创新药;医美概念;医药电商;三胎概念;医疗器械概念;智能医疗;物业管理;DeepSeek概念;低空经济,13,600774.SH,17
688183,共封装光学(CPO);PCB概念;汽车电子;5G;毫米波雷达;华为概念;2025年报预增;工业互联网;沪股通;融资融券,10,688183.SH,17
600030,期货概念;同花顺漂亮100;证金持股;沪股通;融资融券;同花顺中特估100,6,600030.SH,17
600486,草甘膦;乡村振兴;国企改革;央企国企改革;同花顺出海50;人民币贬值受益;沪股通;融资融券,8,600486.SH,17
003006,三胎概念;西部大开发;深股通,3,003006.SZ,33
002760,数据中心;军工;金属回收;海工装备;金属锌;股权转让(并购重组),6,002760.SZ,33
300192,在线教育;职业教育;AI应用;ChatGPT概念;人工智能;DeepSeek概念;Sora概念(文生视频);东数西算(算力);芯片概念;股权转让(并购重组);深股通,11,300192.SZ,33
002236,安防;人脸识别;智慧灯杆;车联网(车路协同);物联网;机器人概念;养老概念;智慧城市;智能家居;工业互联网;低空经济;新型工业化;星闪概念;智能物流;人工智能;鸿蒙概念;网络安全;传感器;DeepSeek概念;数字孪生;信创;虚拟现实;数字经济;无人机;机器视觉;智能座舱;无人驾驶;网约车;水利;时空大数据;MicroLED概念;华为鲲鹏;数据要素;MiniLED;AI智能体;AI应用;人民币贬值受益;云计算;数据安全;毫米波雷达;汽车电子;充电桩;卫星导航;华为昇腾;东数西算(算力);PPP概念;5G;智能电网;多模态AI;OLED;数据中心;乡村振兴;海工装备;证金持股;存储芯片;深股通;融资融券,57,002236.SZ,33
300827,绿色电力;智能电网;储能;光伏概念;氢能源;宁德时代概念;数据中心;可控核聚变;一带一路;专精特新;融资融券;深股通,12,300827.SZ,33
601225,煤炭概念;高股息精选;证金持股;同花顺漂亮100;沪股通;融资融券;国企改革;西部大开发,8,601225.SH,17
601096,特高压;智能电网;风电;核电;光伏概念;央企国企改革;国企改革;2025年报预增;股权转让(并购重组);沪股通;融资融券,11,601096.SH,17
688819,钠离子电池;两轮车;固态电池;绿色电力;石墨烯;锂电池概念;氢能源;储能;燃料电池;新能源汽车;工业互联网;数据中心;无人机;融资融券;沪股通,15,688819.SH,17
603005,先进封装;第三代半导体;光刻机;汽车芯片;芯片概念;汽车电子;光刻胶;消费电子概念;传感器;虚拟现实;华为概念;新能源汽车;人民币贬值受益;长三角一体化;沪股通;融资融券,16,603005.SH,17
000408,盐湖提锂;金属铜;小金属概念;黄金概念;锂电池概念;化肥;西部大开发;国企改革;融资融券;深股通,10,000408.SZ,33
600873,代糖概念;维生素;合成生物;高股息精选;生物疫苗;参股银行;西部大开发;融资融券;沪股通,9,600873.SH,17
688627,存储芯片;OLED;芯片概念;MicroLED概念;专精特新;东数西算(算力);机器人概念;粤港澳大湾区;沪股通;融资融券,10,688627.SH,17
600478,动力电池回收;固态电池;锂电池概念;小金属概念;储能;氢能源;燃料电池;两轮车;2025年报预增;新能源汽车;共享单车;数据中心;军工;航空发动机;商业航天;区块链;军民融合;融资融券;虚拟电厂;换电概念;沪股通,21,600478.SH,17
002441,智能电网;充电桩;风电;核电;新能源汽车;机器人概念;宁德时代概念;物联网;数据中心;职业教育;数字经济;高股息精选;深股通;融资融券,14,002441.SZ,33
001258,绿色电力;光热发电;风电;碳中和;新疆振兴;充电桩;储能;特高压;国企改革;西部大开发;2025年报预增;深股通,12,001258.SZ,33
600624,物业管理;肝炎概念;仿制药一致性评价;创投;数字经济;ST板块;国企改革;量子科技,8,600624.SH,22
001280,小金属概念;稀土永磁;超导概念;央企国企改革;核电;军工;一带一路;国企改革;注册制次新股;深股通;中字头股票;新股与次新股;融资融券,13,001280.SZ,33
688111,智谱AI;中国AI 50;AI应用;云计算;AI智能体;云办公;信创;腾讯概念;鸿蒙概念;DeepSeek概念;人工智能;华为概念;小米概念;2026一季报预增;同花顺漂亮100;沪股通;融资融券,17,688111.SH,17
600010,稀土永磁;特钢概念;氟化工概念;雅下水电概念;风电;回购增持再贷款概念;数据中心;抽水蓄能;西部大开发;工业互联网;国企改革;一带一路;储能;人工智能;中俄贸易概念;沪股通;融资融券,17,600010.SH,17
300487,盐湖提锂;金属镍;金属钴;锂电池概念;小金属概念;金属回收;比亚迪概念;专精特新;存储芯片;固废处理;核污染防治;净水概念;生物疫苗;减肥药;西部大开发;碳中和;工业大麻;碳交易;芯片概念;融资融券;深股通,21,300487.SZ,33
600975,猪肉;乡村振兴;冷链物流;国企改革;沪股通;华为概念;融资融券,7,600975.SH,17
002119,存储芯片;先进封装;芯片概念;专精特新;自由贸易港;核电;深股通;融资融券,8,002119.SZ,33
002533,柔性直流输电;特高压;智能电网;超导概念;核电;可控核聚变;高压快充;风电;充电桩;储能;光伏概念;数据中心;雅下水电概念;水利;高铁;新能源汽车;机器人概念;比亚迪概念;华为概念;特斯拉概念;一带一路;长安汽车概念;冷链物流;高股息精选;深股通;融资融券,26,002533.SZ,33
603229,CRO概念;肝炎概念;创新药;人民币贬值受益;融资融券;沪股通,6,603229.SH,17
603306,共封装光学(CPO);光刻胶;芯片概念;新能源汽车;比亚迪概念;特斯拉概念;数据中心;机器人概念;海峡两岸;福建自贸区;回购增持再贷款概念;沪股通;融资融券,13,603306.SH,17
603501,中芯国际概念;OLED;汽车芯片;AI眼镜;无线耳机;华为手机;MCU芯片;汽车电子;消费电子概念;芯片概念;机器视觉;传感器;小米概念;英伟达概念;华为概念;无人驾驶;人民币贬值受益;医疗器械概念;同花顺漂亮100;融资融券;沪股通,21,603501.SH,17
300328,柔性屏(折叠屏);一体化压铸;商业航天;毫米波雷达;消费电子概念;5G;新能源汽车;AI眼镜;特斯拉概念;智能穿戴;有机硅概念;比亚迪概念;小米概念;智能座舱;医疗器械概念;人形机器人;华为概念;宁德时代概念;人工智能;国企改革;深股通;融资融券,22,300328.SZ,33
603325,专精特新;新型工业化;沪股通;融资融券,4,603325.SH,17
300033,AI语料;ChatGPT概念;多模态AI;AIGC概念;互联网金融;AI应用;数据要素;AI智能体;鸿蒙概念;人工智能;智能医疗;2025年报预增;融资融券;深股通;证金持股,15,300033.SZ,33
300491,数据中心;智能电网;高压快充;汽车电子;军工;换电概念;充电桩;储能;新能源汽车;2025年报预增;京津冀一体化;雄安新区,12,300491.SZ,33
300813,细胞免疫治疗;医疗器械概念;共同富裕示范区;食品安全;机器人概念,5,300813.SZ,33
301500,黄金概念;金属锌;金属铜;金属镍;小金属概念;金属回收;广东自贸区;汽车拆解概念;固废处理;碳中和;2025年报预增;DeepSeek概念;粤港澳大湾区;比亚迪概念;深股通;融资融券,16,301500.SZ,33
688318,ChatGPT概念;AI应用;腾讯概念;互联网金融;鸿蒙概念;人工智能;数字经济;沪股通;融资融券,9,688318.SH,17
601156,冷链物流;同花顺出海50;国企改革;央企国企改革;统一大市场;一带一路;智能物流;人民币贬值受益;跨境电商;拼多多概念;融资融券;沪股通,12,601156.SH,17
002292,文化传媒概念;NFT概念;手机游戏;网络游戏;IP经济(谷子经济);虚拟数字人;元宇宙;ChatGPT概念;多模态AI;腾讯概念;独角兽概念;虚拟现实;人工智能;跨境电商;三胎概念;乡村振兴;智能穿戴;回购增持再贷款概念;深股通;融资融券,20,002292.SZ,33
001289,碳交易;绿色电力;抽水蓄能;碳中和;新疆振兴;风电;光热发电;央企国企改革;国企改革;乡村振兴;一带一路;同花顺漂亮100;DeepSeek概念;融资融券;深股通,15,001289.SZ,33
688620,智能穿戴;AI眼镜;无线耳机;芯片概念;人脸识别;消费电子概念;小米概念;物联网;智能家居;专精特新;人工智能;阿里巴巴概念;东数西算(算力);DeepSeek概念;人民币贬值受益;融资融券,16,688620.SH,17
688689,汽车芯片;先进封装;第三代半导体;芯片概念;汽车电子;专精特新;传感器;比亚迪概念;无人驾驶;新能源汽车;融资融券,11,688689.SH,17
601601,互联网保险;蚂蚁集团概念;证金持股;沪股通;融资融券;同花顺中特估100;华为概念,7,601601.SH,17
002584,消毒剂;食品安全;辅助生殖;碳中和;创投;光刻胶;锂电池概念;磷化工;粤港澳大湾区;重组蛋白;核污染防治;专精特新;光伏概念;煤化工概念;核电;PCB概念;深股通,17,002584.SZ,33
301382,云办公;云游戏;云计算;东数西算(算力);华为鲲鹏;智慧政务;数据安全;AIGC概念;腾讯概念;抖音概念(字节概念);阿里巴巴概念;AI智能体;鸿蒙概念;数据要素;AI应用;元宇宙;5G;华为概念;物联网;智慧城市;DeepSeek概念;人工智能;数字经济;互联网金融;蚂蚁集团概念;华为手机;粤港澳大湾区;智能家居;回购增持再贷款概念;深股通;融资融券,31,301382.SZ,33
688209,汽车芯片;无线耳机;芯片概念;小米概念;消费电子概念;专精特新;脑机接口;沪股通;融资融券,9,688209.SH,17
300846,算力租赁;华为昇腾;智谱AI;云计算;东数西算(算力);云游戏;数据安全;快手概念;信创;网络安全;智慧政务;国产操作系统;数据中心;百度概念;小红书概念;AI智能体;AIGC概念;数据要素;虚拟数字人;车联网(车路协同);数字乡村;华为概念;在线教育;芯片概念;DeepSeek概念;商业航天;人工智能;无人驾驶;专精特新;京津冀一体化;创投;一带一路;融资融券;深股通,34,300846.SZ,33
000537,绿色电力;光热发电;风电;储能;央企国企改革;新疆振兴;国企改革;京津冀一体化;深股通;融资融券,10,000537.SZ,33
600328,水泥概念;小金属概念;锂电池概念;回购增持再贷款概念;国企改革;央企国企改革;西部大开发;核电;DeepSeek概念;股权转让(并购重组);中字头股票;沪股通;融资融券,13,600328.SH,17
688236,牙科医疗;智能医疗;医疗器械概念;京津冀一体化;机器人概念;2025年报预增;专精特新;3D打印;融资融券;沪股通,10,688236.SH,17
300032,虚拟现实;OLED;智能穿戴;消费电子概念;元宇宙;新型烟草(电子烟);人民币贬值受益;海峡两岸,8,300032.SZ,33
688349,绿色电力;风电;氢能源;海工装备;数字经济;DeepSeek概念;沪股通;融资融券,8,688349.SH,17
002458,养鸡;猪肉;乳业;回购增持再贷款概念;深股通;融资融券,6,002458.SZ,33
603269,数据中心;液冷服务器;核电;超超临界发电;海峡两岸;氢能源;一带一路,7,603269.SH,17
688332,星闪概念;语音技术;智能音箱;物联网;AI眼镜;专精特新;智能穿戴;小米概念;芯片概念;人工智能;消费电子概念;无线耳机;百度概念;2025年报预增;独角兽概念;抖音概念(字节概念);共封装光学(CPO);沪股通;融资融券,19,688332.SH,17
600361,金属回收;金属铜;超导概念;宁德时代概念;回购增持再贷款概念;苹果概念;一带一路;消费电子概念;比亚迪概念;无线耳机;碳中和;新能源汽车;机器人概念;华为概念;富士康概念;特高压;小米概念;液冷服务器;小米汽车;沪股通,20,600361.SH,17
600602,算力租赁;云计算;信创;东数西算(算力);智慧政务;国资云;阿里巴巴概念;腾讯概念;数据中心;AI智能体;数据要素;液冷服务器;区块链;智慧城市;华为概念;物联网;数字孪生;DeepSeek概念;数字经济;人工智能;职业教育;军工;智能医疗;食品安全;PPP概念;上海国企改革;国企改革;沪股通;融资融券,29,600602.SH,17
301518,新能源汽车;2025年报预增;碳中和;专精特新;污水处理;融资融券,6,301518.SZ,33
300686,富士康概念;OLED;柔性屏(折叠屏);消费电子概念;智能穿戴;小米概念;虚拟现实;比亚迪概念;华为概念;新能源汽车;机器人概念;固态电池;石墨烯;回购增持再贷款概念,14,300686.SZ,33
002897,共封装光学(CPO);6G概念;华为海思概念股;铜缆高速连接;F5G概念;富士康概念;5G;数据中心;消费电子概念;智能穿戴;无人驾驶;华为概念;小米概念;新型烟草(电子烟);光伏概念;比亚迪概念;新能源汽车;2025年报预增;华为汽车;长安汽车概念;海峡两岸;人民币贬值受益;深股通;融资融券,24,002897.SZ,33
300016,阿尔茨海默概念;基因测序;创新药;仿制药一致性评价;智能医疗;医药电商;脑机接口;AI应用;人工智能;创投;京津冀一体化;独角兽概念;专精特新;2025年报预增,14,300016.SZ,33
601688,期货概念;证金持股;互联网金融;沪股通;融资融券;参股银行;国企改革,7,601688.SH,17
603324,专精特新;光刻胶;中芯国际概念;华为概念;芯片概念;华为海思概念股;先进封装;回购增持再贷款概念;宁德时代概念,9,603324.SH,17
605099,足球概念;体育产业;人民币贬值受益;沪股通,4,605099.SH,17
002415,足球概念;养老概念;同花顺漂亮100;智慧城市;智慧政务;人工智能;人脸识别;AI应用;智能家居;多模态AI;物联网;证金持股;安防;数据安全;数字乡村;无人机;机器人概念;机器视觉;国企改革;工业互联网;深股通;融资融券;央企国企改革;存储芯片;无人驾驶;回购增持再贷款概念;汽车电子;同花顺出海50;光纤概念,29,002415.SZ,33
000510,金属铜;小金属概念;石墨烯;芯片概念;西部大开发;化债概念(AMC概念),6,000510.SZ,33
002422,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;医药电商;流感;毛发医疗;合成生物;医疗器械概念;西部大开发;深股通;融资融券,12,002422.SZ,33
000729,啤酒概念;乡村振兴;国企改革;深股通;融资融券;2026一季报预增;2025年报预增,7,000729.SZ,33
601012,HJT电池;TOPCON电池;BC电池;硅能源;钙钛矿电池;光伏建筑一体化;绿色电力;同花顺漂亮100;光伏概念;氢能源;储能;证金持股;百度概念;西部大开发;沪股通;融资融券;特斯拉概念;华为概念,18,601012.SH,17
603198,白酒概念;沪股通;融资融券,3,603198.SH,17
300903,共封装光学(CPO);MiniLED;PCB概念;存储芯片;先进封装;汽车电子;消费电子概念;5G;芯片概念;数据中心;毫米波雷达;血氧仪;小米概念;充电桩;比亚迪概念;专精特新;储能;无人机;新能源汽车;军工;机器人概念;锂电池概念;工业互联网;粤港澳大湾区;钠离子电池;低空经济;深股通;融资融券,28,300903.SZ,33
300059,互联网保险;期货概念;互联网金融;区块链;AI应用;数据要素;AIGC概念;DeepSeek概念;人工智能;同花顺漂亮100;证金持股;深股通;融资融券,13,300059.SZ,33
603568,金属镍;固废处理;锂电池概念;碳交易;一带一路;生物质能发电;垃圾分类;PPP概念;污水处理;机器人概念;沪股通;融资融券,12,603568.SH,17
605116,减肥药;创新药;仿制药一致性评价;CRO概念;肝炎概念;辅助生殖;医药电商;合成生物;人民币贬值受益;量子科技;沪股通,11,605116.SH,17
688518,先进封装;共封装光学(CPO);MicroLED概念;芯片概念;光纤概念;工业母机;3D打印;消费电子概念;新型工业化;新能源汽车;机器人概念;华为概念;宁德时代概念;光伏概念;钙钛矿电池;固态电池;锂电池概念;燃料电池;储能;氢能源;沪股通;融资融券,22,688518.SH,17
300712,柔性直流输电;抽水蓄能;虚拟电厂;智能电网;电力物联网;特高压;风电;绿色电力;充电桩;储能;光伏概念;核电;工业互联网;数据中心;网络安全;创投;福建自贸区;海峡两岸;区块链;一带一路;DeepSeek概念;宁德时代概念;融资融券;深股通,24,300712.SZ,33
002602,电子竞技;手机游戏;网络游戏;云游戏;NFT概念;共同富裕示范区;IP经济(谷子经济);脑机接口;同花顺出海50;AI应用;AIGC概念;虚拟数字人;算力租赁;DeepSeek概念;元宇宙;人民币贬值受益;虚拟现实;腾讯概念;数据安全;人工智能;长三角一体化;2025年报预增;华为概念;新能源汽车;比亚迪概念;东数西算(算力);数据中心;深股通;融资融券;摘帽,30,002602.SZ,33
603360,机器人概念;人民币贬值受益;消毒剂;芯片概念;光刻机;存储芯片;沪股通,7,603360.SH,17
002338,商业航天;芯片概念;工业母机;碳纤维;传感器;军工;专精特新;机器视觉;军民融合;同花顺新质50;低空经济;机器人概念;医疗器械概念;国企改革;证金持股;深股通;融资融券,17,002338.SZ,33
688062,重组蛋白;创新药;智能医疗;回购增持再贷款概念;沪股通;融资融券,6,688062.SH,17
603200,钠离子电池;固态电池;锂电池概念;2025年报预增;低空经济;华为概念;液冷服务器;数据中心;海工装备;消毒剂;腾讯概念;污水处理;风电;沪股通,14,603200.SH,17
002843,AI PC;军工;商业航天;数据中心;高压快充;苹果概念;充电桩;智能穿戴;华为概念;储能;消费电子概念;光伏概念;一带一路;深股通;融资融券,15,002843.SZ,33
002698,人形机器人;新型工业化;机器人概念;工业互联网;专精特新;智能物流;高端装备;智能医疗;3D打印;创投;医疗器械概念;中俄贸易概念;污水处理;黑龙江自贸区;深股通;融资融券,16,002698.SZ,33
301456,风电;工业母机;海工装备;融资融券,4,301456.SZ,33
605028,生物质能发电;绿色电力;固废处理;高股息精选,4,605028.SH,17
301045,小米概念;华为概念;融资融券,3,301045.SZ,33
601187,高股息精选;福建自贸区;海峡两岸;沪股通,4,601187.SH,17
002692,核电;智能电网;风电;充电桩;新能源汽车;储能;专精特新;光伏概念;数字孪生;芯片概念;国企改革,11,002692.SZ,33
600867,减肥药;重组蛋白;创新药;合成生物;回购增持再贷款概念;沪股通;融资融券,7,600867.SH,17
300140,特高压;智能电网;生物质能发电;绿色电力;医疗废物处理;垃圾分类;土壤修复;空气能热泵;固废处理;污水处理;雄安新区;高端装备;央企国企改革;国企改革;乡村振兴;西部大开发;深股通,17,300140.SZ,33
300612,小红书概念;快手概念;文化传媒概念;NFT概念;拼多多概念;网红经济;虚拟数字人;Web3.0;AIGC概念;抖音概念(字节概念);AI应用;ChatGPT概念;多模态AI;元宇宙;腾讯概念;体育产业;智慧政务;AI智能体;百度概念;阿里巴巴概念;区块链;数字乡村;数字经济;人工智能;DeepSeek概念;京津冀一体化;乡村振兴;机器视觉;长安汽车概念;数据中心;融资融券,31,300612.SZ,33
600667,存储芯片;先进封装;OLED;芯片概念;数据中心;回购增持再贷款概念;光伏建筑一体化;绿色电力;国企改革;沪股通;融资融券,11,600667.SH,17
688215,专精特新;2025年报预增;机器人概念;智能物流;数字孪生;人工智能;东数西算(算力);阿里巴巴概念;融资融券,9,688215.SH,17
300738,算力租赁;智谱AI;快手概念;云计算;东数西算(算力);网络安全;腾讯概念;阿里巴巴概念;百度概念;数据中心;数据要素;华为概念;DeepSeek概念;人工智能;芯片概念;粤港澳大湾区;光伏概念;一带一路;绿色电力;融资融券;深股通,21,300738.SZ,33
688475,智能穿戴;物联网;AI智能体;机器人概念;DeepSeek概念;智能家居;同花顺新质50;跨境电商;云计算;养老概念;宠物经济;国企改革;沪股通;融资融券,14,688475.SH,17
603345,预制菜;福建自贸区;海峡两岸;沪股通;融资融券,5,603345.SH,17
002832,体育产业;网红经济;融资融券;深股通,4,002832.SZ,33
300277,智能电网;核电;高端装备;华为概念;传感器;生物质能发电;人工智能;股权转让(并购重组);国企改革,9,300277.SZ,33
000895,高股息精选;养鸡;超级品牌;猪肉;预制菜;证金持股;人造肉;统一大市场;深股通;融资融券,10,000895.SZ,33
301239,民营医院;眼科医疗;智能医疗;西部大开发;深股通;融资融券,6,301239.SZ,33
688303,硅能源;新疆振兴;光伏概念;有机硅概念;西部大开发;芯片概念;沪股通;融资融券,8,688303.SH,17
601666,煤炭概念;煤化工概念;证金持股;国企改革;沪股通;融资融券;回购增持再贷款概念,7,601666.SH,17
002545,化肥;一带一路;风电;2025年报预增;特高压;深股通;智能电网;融资融券,8,002545.SZ,33
002310,股权转让(并购重组);生态农业;医疗废物处理;绿色电力;土壤修复;PPP概念;汽车拆解概念;固废处理;乡村振兴;污水处理;风电;储能;雄安新区;京津冀一体化;国企改革;新型城镇化;金属回收;深股通;水利;摘帽,20,002310.SZ,33
688612,长安汽车概念;飞行汽车(eVTOL);新能源汽车;回购增持再贷款概念;粤港澳大湾区;无线充电;华为概念;低空经济;高压快充;充电桩;沪股通;融资融券,12,688612.SH,17
301388,充电桩;光伏概念;物联网;专精特新;传感器;融资融券,6,301388.SZ,33
301109,生物质能发电;绿色电力;固废处理;碳中和;污水处理;高股息精选;垃圾分类;新型城镇化;一带一路;股权转让(并购重组);深股通;融资融券,12,301109.SZ,33
688039,Sora概念(文生视频);AI语料;华为欧拉;AIGC概念;多模态AI;华为昇腾;华为鲲鹏;Web3.0;虚拟数字人;云计算;信创;智慧政务;腾讯概念;AI应用;阿里巴巴概念;元宇宙;鸿蒙概念;文化传媒概念;人脸识别;虚拟现实;英伟达概念;星闪概念;人工智能;DeepSeek概念;AI PC;脑机接口;安防;智能座舱;人形机器人;卫星导航;低空经济;机器人概念;无人机;专精特新;商业航天;比亚迪概念;沪股通;融资融券,38,688039.SH,17
002150,风电;储能;光伏概念;充电桩;一带一路;乡村振兴;农机;人民币贬值受益;深股通;融资融券,10,002150.SZ,33
600551,文化传媒概念;参股券商;托育服务;在线教育;AI应用;数字经济;创投;国企改革;人工智能;高股息精选;沪股通;融资融券,12,600551.SH,17
002080,PCB概念;6G概念;5G;固态电池;宁德时代概念;锂电池概念;2025年报预增;海工装备;风电;无人机;新能源汽车;军工;商业航天;燃料电池;氢能源;央企国企改革;一带一路;污水处理;国企改革;深股通;中字头股票;融资融券,22,002080.SZ,33
688156,污水处理;固废处理;专精特新;合成生物;融资融券,5,688156.SH,17
600409,有机硅概念;消毒剂;钠离子电池;绿色电力;国企改革;光伏概念;京津冀一体化;沪股通;融资融券;华为概念,10,600409.SH,17
002595,工业母机;海工装备;风电;深股通;融资融券,5,002595.SZ,33
603690,传感器;专精特新;芯片概念;华为概念;先进封装;存储芯片;中芯国际概念;第三代半导体;光纤概念;合成生物;融资融券;沪股通,12,603690.SH,17
300293,光刻机;工业母机;特斯拉概念;新型工业化;人民币贬值受益;人工智能;高端装备;一带一路;氢能源;深股通,10,300293.SZ,33
300480,先进封装;第三代半导体;共封装光学(CPO);芯片概念;华为概念;传感器;物联网;工业母机;工业互联网;专精特新;高端装备;机器人概念;一带一路;深股通,14,300480.SZ,33
603979,黄金概念;金属铜;磷化工;同花顺出海50;一带一路;人民币贬值受益;沪股通;融资融券,8,603979.SH,17
300474,国家大基金持股;MCU芯片;先进封装;芯片概念;军工信息化;华为欧拉;无人机;信创;军工;低空经济;人工智能;鸿蒙概念;军民融合;东数西算(算力);DeepSeek概念;深股通;融资融券,17,300474.SZ,33
601677,金属回收;锂电池概念;固态电池;特高压;消费电子概念;比亚迪概念;新能源汽车;军工;5G;储能;机器人概念;中韩自贸区;融资融券;沪股通,14,601677.SH,17
600595,煤炭概念;超导概念;2025年报预增;风电;融资融券;沪股通,6,600595.SH,17
000683,煤化工概念;化肥;碳中和;西部大开发;高股息精选;深股通;融资融券,7,000683.SZ,33
920185,氢能源;钠离子电池;锂电池概念;融资融券;石墨电极;石墨烯;燃料电池;比亚迪概念;宁德时代概念;固态电池;储能;一带一路,12,920185.BJ,151
300801,氟化工概念;钠离子电池;固态电池;光刻胶;磷化工;PEEK材料;消毒剂;锂电池概念;丙烯酸;PCB概念;化肥;净水概念;合成生物;脑机接口;储能;人民币贬值受益;芯片概念;工业互联网;深股通,19,300801.SZ,33
688702,国家大基金持股;中国AI 50;芯片概念;5G;数据中心;网络安全;沪股通;融资融券,8,688702.SH,17
002142,证金持股;深股通;融资融券;共同富裕示范区,4,002142.SZ,33
688258,华为欧拉;华为鲲鹏;云计算;华为海思概念股;信创;AI智能体;AI应用;华为概念;人工智能;芯片概念;物联网;2025年报预增;回购增持再贷款概念;沪股通;融资融券,15,688258.SH,17
600895,芯片概念;光刻机;上海自贸区;蚂蚁集团概念;新能源汽车;数字乡村;创投;租售同权;新型城镇化;物业管理;乡村振兴;国企改革;参股券商;证金持股;沪股通;融资融券,16,600895.SH,17
002436,PCB概念;共封装光学(CPO);存储芯片;先进封装;6G概念;芯片概念;毫米波雷达;5G;商业航天;军工;华为概念;机器人概念;低空经济;粤港澳大湾区;深股通;融资融券,16,002436.SZ,33
000417,养老概念;跨境电商;互联网金融;参股银行;创投;冷链物流;统一大市场;乡村振兴;人工智能;国企改革;农村电商;AI应用;充电桩;啤酒概念;虚拟数字人;证金持股;黄金概念;融资融券,18,000417.SZ,33
002714,猪肉;同花顺漂亮100;合成生物;乡村振兴;参股银行;回购增持再贷款概念;深股通;融资融券,8,002714.SZ,33
601222,虚拟电厂;绿色电力;风电;光伏建筑一体化;TOPCON电池;电力物联网;华为数字能源;智能电网;储能;光伏概念;氢能源;充电桩;锂电池概念;量子科技;蚂蚁集团概念;区块链;华为概念;物联网;飞行汽车(eVTOL);低空经济;人工智能;沪股通;融资融券,23,601222.SH,17
600468,柔性直流输电;智能电网;风电;核电;可控核聚变;超导概念;海工装备;储能;军民融合;氢能源;军工;京津冀一体化;一带一路;国企改革;沪股通,15,600468.SH,17
002416,苹果概念;消费电子概念;新能源汽车;创投;粤港澳大湾区;虚拟现实;物联网;人工智能;东数西算(算力);锂电池概念;区块链;阿里巴巴概念;储能;算力租赁;互联网金融;参股保险;AI智能体;高股息精选;深股通;融资融券,20,002416.SZ,33
300511,人造肉;NMN概念;农业种植;乡村振兴;一带一路;细胞免疫治疗;股权转让(并购重组),7,300511.SZ,33
301248,算力租赁;云办公;华为昇腾;数据确权;智慧灯杆;东数西算(算力);人脸识别;华为鲲鹏;云计算;智谱AI;信创;语音技术;网络安全;财税数字化;智慧政务;时空大数据;腾讯概念;多模态AI;安防;阿里巴巴概念;AI智能体;在线教育;AIGC概念;数据要素;智慧城市;华为概念;5G;物联网;华为数字能源;AI应用;芯片概念;数字孪生;区块链;数据中心;液冷服务器;DeepSeek概念;卫星导航;智能医疗;数字乡村;人工智能;粤港澳大湾区;新型工业化;数字经济;机器人概念;无人机;智能物流;智能电网;低空经济;新型城镇化;融资融券,50,301248.SZ,33
002643,光刻胶;OLED;芯片概念;PEEK材料;锂电池概念;固态电池;光伏概念;人民币贬值受益;燃料电池;光纤概念;回购增持再贷款概念;钙钛矿电池;供销社;国企改革;肝炎概念;仿制药一致性评价;深股通;融资融券,18,002643.SZ,33
002309,光伏建筑一体化;绿色电力;风电;TOPCON电池;碳中和;钙钛矿电池;海工装备;智能电网;国企改革;光伏概念;充电桩;储能;高铁;一带一路;深股通;军民融合;锂电池概念;军工;5G;新能源汽车;华为概念;比亚迪概念;摘帽,23,002309.SZ,33
601231,共封装光学(CPO);同花顺果指数;WiFi 6;苹果概念;5G;芯片概念;消费电子概念;汽车电子;AI眼镜;智能穿戴;无线耳机;新能源汽车;智能座舱;物联网;元宇宙;一带一路;医疗器械概念;沪股通;融资融券,19,601231.SH,17
003010,宠物经济;拼多多概念;文化传媒概念;三胎概念;AI应用;虚拟数字人;AIGC概念;跨境电商;阿里巴巴概念;DeepSeek概念;人工智能;数字经济;虚拟现实;粤港澳大湾区;回购增持再贷款概念;2025年报预增;深股通,17,003010.SZ,33
603663,小金属概念;稀土永磁;芯片概念;专精特新;核电;一体化压铸;宁德时代概念;氢能源;固态电池;回购增持再贷款概念;海峡两岸;沪股通;融资融券,13,603663.SH,17
688117,创新药;辅助生殖;减肥药;CRO概念;三胎概念;西部大开发;中俄贸易概念;2025年报预增;沪股通;融资融券,10,688117.SH,17
300498,猪肉;养鸡;禽流感;预制菜;乡村振兴;基因测序;回购增持再贷款概念;深股通;融资融券,9,300498.SZ,33
300590,AI智能体;车联网(车路协同);信创;智慧城市;人工智能;物联网;WiFi 6;工业互联网;5G;智能座舱;芯片概念;卫星导航;智能物流;无人驾驶;人民币贬值受益;专精特新;两轮车;深股通,18,300590.SZ,33
