所属概念数量,market_code,code,股票代码,所属概念
5,33,002825,002825.SZ,创投;燃料电池;人民币贬值受益;专精特新;氢能源
9,33,002034,002034.SZ,生物质能发电;绿色电力;固废处理;垃圾分类;PPP概念;回购增持再贷款概念;动力电池回收;融资融券;深股通
18,17,603126,603126.SH,光热发电;光伏建筑一体化;生物质能发电;绿色电力;储能;固废处理;碳交易;建筑节能;碳中和;雄安新区;工业互联网;京津冀一体化;一带一路;2025年报预增;央企国企改革;国企改革;中字头股票;融资融券
11,33,003001,003001.SZ,装配式建筑;地下管网;土壤修复;水利;雄安新区;一带一路;人工智能;雅下水电概念;核电;可控核聚变;深股通
4,17,600530,600530.SH,养老概念;幽门螺杆菌概念;宠物经济;沪股通
10,33,002703,002703.SZ,长安汽车概念;小米汽车;无人驾驶;汽车电子;新能源汽车;比亚迪概念;共同富裕示范区;小米概念;深股通;融资融券
17,33,002375,002375.SZ,装配式建筑;新型城镇化;建筑节能;光伏建筑一体化;高铁;智能家居;智慧城市;人工智能;工业互联网;3D打印;百度概念;华为概念;腾讯概念;虚拟现实;安防;深股通;融资融券
21,33,000533,000533.SZ,智能电网;抽水蓄能;风电;充电桩;超超临界发电;数据中心;核电;光伏概念;东数西算(算力);储能;百度概念;可控核聚变;海工装备;阿里巴巴概念;水利;数字经济;比亚迪概念;粤港澳大湾区;中芯国际概念;深股通;融资融券
3,17,600857,600857.SH,共同富裕示范区;参股银行;黄金概念
2,17,605158,605158.SH,一带一路;回购增持再贷款概念
14,17,600156,600156.SH,算力租赁;东数西算(算力);液冷服务器;数据中心;柔性屏(折叠屏);5G;消费电子概念;跨境电商;旅游概念;人民币贬值受益;养老概念;国企改革;医疗器械概念;股权转让(并购重组)
24,33,002560,002560.SZ,柔性直流输电;特高压;智能电网;成飞概念;海工装备;风电;大飞机;充电桩;军工;数据中心;光伏概念;军民融合;专精特新;医疗器械概念;雅下水电概念;无人机;储能;新能源汽车;机器人概念;一带一路;2025年报预增;碳中和;2026一季报预增;融资融券
34,33,002654,002654.SZ,存储芯片;AI手机;芯片概念;消费电子概念;智慧灯杆;智能穿戴;小米概念;MiniLED;汽车电子;传感器;安防;ETC;华为概念;智慧城市;军工;智能家居;抖音概念(字节概念);人工智能;比亚迪概念;粤港澳大湾区;阿里巴巴概念;机器人概念;独角兽概念;新能源汽车;数字经济;小红书概念;快手概念;文化传媒概念;风电;一带一路;国企改革;5G;深股通;融资融券
17,33,002454,002454.SZ,冷链物流;汽车热管理;长安汽车概念;华为汽车;飞行汽车(eVTOL);一带一路;低空经济;新能源汽车;2025年报预增;数字经济;比亚迪概念;华为概念;汽车电子;储能;宁德时代概念;深股通;融资融券
19,17,600666,600666.SH,算力租赁;东数西算(算力);云计算;数据确权;Sora概念(文生视频);AIGC概念;AI智能体;数据要素;短剧游戏;AI应用;蚂蚁集团概念;DeepSeek概念;OLED;人工智能;比亚迪概念;高端装备;黑龙江自贸区;新疆振兴;沪股通
10,17,601016,601016.SH,绿色电力;风电;新疆振兴;储能;国企改革;央企国企改革;京津冀一体化;回购增持再贷款概念;沪股通;融资融券
6,33,000936,000936.SZ,创投;国企改革;参股银行;参股券商;深股通;融资融券
11,17,603023,603023.SH,EDR概念;车联网(车路协同);黑龙江自贸区;国企改革;传感器;无人驾驶;智能座舱;新能源汽车;汽车电子;股权转让(并购重组);摘帽
39,33,002183,002183.SZ,存储芯片;卫星导航;消费电子概念;5G;芯片概念;商业航天;华为概念;数据中心;无人机;新能源汽车;东数西算(算力);低空经济;信创;云计算;粤港澳大湾区;人工智能;储能;金属回收;鸿蒙概念;华为鲲鹏;充电桩;跨境支付(CIPS);智能物流;锂电池概念;DeepSeek概念;创投;国产操作系统;一带一路;智能医疗;统一大市场;国企改革;冷链物流;物业管理;深圳国企改革;乳业;医药电商;白酒概念;深股通;融资融券
9,33,002114,002114.SZ,金属锌;金属铅;金属铜;小金属概念;西部大开发;乡村振兴;国企改革;粮食概念;绿色电力
7,33,001313,001313.SZ,合成生物;乡村振兴;粤港澳大湾区;数据要素;预制菜;一带一路;深股通
8,17,600903,600903.SH,页岩气;天然气;国企改革;西部大开发;氢能源;地下管网;沪股通;融资融券
20,33,002310,002310.SZ,股权转让(并购重组);生态农业;医疗废物处理;绿色电力;土壤修复;汽车拆解概念;PPP概念;固废处理;风电;储能;污水处理;乡村振兴;雄安新区;京津冀一体化;金属回收;国企改革;新型城镇化;深股通;水利;摘帽
33,33,300571,300571.SZ,算力租赁;快手概念;智谱AI;华为昇腾;多模态AI;东数西算(算力);数字水印;腾讯概念;数据中心;阿里巴巴概念;F5G概念;虚拟数字人;6G概念;短剧游戏;WiFi 6;共封装光学(CPO);数据要素;鸿蒙概念;元宇宙;5G;虚拟现实;芯片概念;DeepSeek概念;智能音箱;文化传媒概念;数字经济;人形机器人;无人机;低空经济;机器人概念;储能;IP经济(谷子经济);智能家居
10,33,301285,301285.SZ,3D打印;消费电子概念;新能源汽车;智能穿戴;芯片概念;小米概念;华为概念;光伏概念;深股通;融资融券
30,33,300730,300730.SZ,DRG/DIP;云办公;家庭医生;网络安全;电子身份证;华为鲲鹏;智慧政务;数据安全;信创;数据要素;数字乡村;智能医疗;财税数字化;AI应用;区块链;智慧城市;物联网;数字经济;数字孪生;食品安全;人工智能;互联网金融;百度概念;华为概念;工业互联网;机器视觉;东数西算(算力);数据中心;军工;芯片概念
31,33,301396,301396.SZ,算力租赁;东数西算(算力);云计算;财税数字化;多模态AI;ChatGPT概念;信创;数据中心;腾讯概念;智慧政务;AI智能体;空间计算;数据要素;AI应用;DeepSeek概念;华为概念;MR(混合现实);智慧城市;安防;物联网;数字经济;人工智能;智能医疗;职业教育;专精特新;智能物流;新型城镇化;乡村振兴;旅游概念;深股通;融资融券
12,17,688535,688535.SH,存储芯片;先进封装;汽车芯片;芯片概念;汽车电子;华为概念;专精特新;光伏概念;回购增持再贷款概念;股权转让(并购重组);沪股通;融资融券
6,33,301071,301071.SZ,培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券
13,17,688551,688551.SH,芯片概念;光伏概念;专精特新;储能;华为概念;比亚迪概念;新能源汽车;低空经济;宁德时代概念;燃料电池;固态电池;氢能源;融资融券
14,33,300153,300153.SZ,阿里巴巴概念;腾讯概念;百度概念;数据中心;华为概念;核电;互联网金融;专精特新;储能;锂电池概念;一带一路;长三角一体化;融资融券;深股通
33,17,600410,600410.SH,东数西算(算力);华为鲲鹏;云计算;信创;网络安全;数据中心;智慧政务;时空大数据;阿里巴巴概念;百度概念;军工;AI智能体;芯片概念;数据要素;华为概念;腾讯概念;抖音概念(字节概念);安防;区块链;AIGC概念;AI应用;元宇宙;智慧城市;工业互联网;DeepSeek概念;人工智能;无线耳机;在线教育;京津冀一体化;创投;一带一路;沪股通;融资融券
8,33,000534,000534.SZ,航空发动机;无人机;大飞机;低空经济;军工;创新药;深股通;融资融券
50,33,301248,301248.SZ,算力租赁;云办公;华为昇腾;数据确权;东数西算(算力);云计算;智谱AI;智慧灯杆;华为鲲鹏;人脸识别;网络安全;信创;财税数字化;智慧政务;语音技术;时空大数据;多模态AI;腾讯概念;阿里巴巴概念;AIGC概念;AI智能体;5G;安防;在线教育;数据要素;芯片概念;华为概念;液冷服务器;数据中心;智慧城市;AI应用;华为数字能源;物联网;数字孪生;区块链;卫星导航;DeepSeek概念;数字乡村;人工智能;智能医疗;新型工业化;数字经济;粤港澳大湾区;机器人概念;智能电网;无人机;智能物流;低空经济;新型城镇化;融资融券
8,17,688403,688403.SH,先进封装;存储芯片;OLED;芯片概念;专精特新;人民币贬值受益;沪股通;融资融券
10,17,688433,688433.SH,商业航天;3D打印;高端装备;低空经济;飞行汽车(eVTOL);专精特新;机器人概念;碳纤维;沪股通;融资融券
15,33,300559,300559.SZ,在线教育;虚拟数字人;体育产业;职业教育;AI应用;腾讯概念;阿里巴巴概念;AI智能体;DeepSeek概念;人工智能;信创;多模态AI;西部大开发;华为概念;深股通
9,33,000935,000935.SZ,职业教育;创投;CRO概念;西部大开发;减肥药;辅助生殖;水泥概念;深股通;融资融券
7,17,688757,688757.SH,存储芯片;先进封装;芯片概念;新能源汽车;光刻胶;沪股通;融资融券
12,33,300137,300137.SZ,核污染防治;PM2.5;机器人概念;碳中和;水利;污水处理;区块链;碳交易;雄安新区;京津冀一体化;乡村振兴;摘帽
24,33,301308,301308.SZ,存储芯片;AI PC;EDR概念;国家大基金持股;AI手机;先进封装;数据中心;信创;数据安全;华为鲲鹏;芯片概念;消费电子概念;智能穿戴;华为概念;AI眼镜;小米概念;智能座舱;专精特新;2025年报预增;小米汽车;机器人概念;人民币贬值受益;深股通;融资融券
5,17,688581,688581.SH,医疗器械概念;人民币贬值受益;机器人概念;沪股通;融资融券
12,17,601777,601777.SH,车联网(车路协同);智能座舱;独角兽概念;参股银行;无人驾驶;新能源汽车;西部大开发;百度概念;两轮车;换电概念;融资融券;沪股通
7,17,603165,603165.SH,污水处理;长三角一体化;高股息精选;参股银行;回购增持再贷款概念;传感器;芯片概念
20,33,301511,301511.SZ,PET铜箔;PCB概念;共封装光学(CPO);存储芯片;柔性屏(折叠屏);固态电池;消费电子概念;5G;宁德时代概念;锂电池概念;比亚迪概念;华为数字能源;新能源汽车;专精特新;储能;军工;无人机;华为概念;深股通;融资融券
22,33,000967,000967.SZ,算力租赁;智能电网;储能;云计算;充电桩;华为概念;绿色电力;核电;新能源汽车;无人驾驶;物联网;数据要素;机器人概念;智慧城市;固废处理;垃圾分类;污水处理;回购增持再贷款概念;PPP概念;特色小镇;深股通;融资融券
21,17,688167,688167.SH,光纤概念;共封装光学(CPO);光刻机;MicroLED概念;先进封装;MR(混合现实);OLED;消费电子概念;存储芯片;芯片概念;3D打印;智能座舱;机器视觉;虚拟现实;无人驾驶;可控核聚变;回购增持再贷款概念;医美概念;西部大开发;沪股通;融资融券
14,17,688125,688125.SH,苹果概念;光刻胶;消费电子概念;宁德时代概念;工业母机;汽车电子;比亚迪概念;专精特新;机器视觉;一带一路;机器人概念;新型工业化;人形机器人;融资融券
18,33,301021,301021.SZ,MicroLED概念;培育钻石;第三代半导体;先进封装;PCB概念;消费电子概念;3D打印;芯片概念;高端装备;2025年报预增;光伏概念;钙钛矿电池;TOPCON电池;BC电池;医疗器械概念;CRO概念;深股通;融资融券
12,33,002297,002297.SZ,培育钻石;成飞概念;航空发动机;大飞机;商业航天;军民融合;军工;碳纤维;无人机;2026一季报预增;国企改革;融资融券
21,33,300738,300738.SZ,算力租赁;智谱AI;快手概念;云计算;东数西算(算力);网络安全;腾讯概念;阿里巴巴概念;百度概念;数据中心;数据要素;华为概念;DeepSeek概念;人工智能;芯片概念;粤港澳大湾区;光伏概念;一带一路;绿色电力;融资融券;深股通
19,22,688646,688646.SH,芯片概念;锂电池概念;固态电池;宁德时代概念;专精特新;比亚迪概念;新型工业化;机器视觉;新能源汽车;钠离子电池;机器人概念;人形机器人;动力电池回收;储能;长安汽车概念;智能物流;装配式建筑;钙钛矿电池;ST板块
8,151,920368,920368.BJ,一带一路;融资融券;硅能源;光伏概念;第三代半导体;TOPCON电池;BC电池;HJT电池
10,17,688478,688478.SH,存储芯片;华为海思概念股;第三代半导体;芯片概念;比亚迪概念;专精特新;光伏概念;海峡两岸;股权转让(并购重组);融资融券
14,33,301591,301591.SZ,PEEK材料;专精特新;比亚迪概念;PCB概念;新能源汽车;军工;商业航天;卫星导航;海工装备;核电;医疗器械概念;风电;氢能源;融资融券
4,17,603115,603115.SH,汽车电子;储能;专精特新;高股息精选
29,33,301128,301128.SZ,液冷服务器;共封装光学(CPO);华为海思概念股;富士康概念;数据中心;PCB概念;柔性屏(折叠屏);苹果概念;芯片概念;华为手机;消费电子概念;华为概念;光刻机;无人驾驶;虚拟现实;无人机;华为数字能源;人形机器人;比亚迪概念;新型工业化;军工;人工智能;新能源汽车;机器人概念;华为汽车;粤港澳大湾区;高端装备;深股通;融资融券
11,151,920010,920010.BJ,液冷服务器;锂电池概念;西部大开发;融资融券;算力租赁;数据中心;氢能源;换电概念;天然气;储能;东数西算(算力)
11,17,600667,600667.SH,存储芯片;先进封装;OLED;芯片概念;数据中心;回购增持再贷款概念;光伏建筑一体化;绿色电力;国企改革;沪股通;融资融券
36,33,300632,300632.SZ,PET铜箔;先进封装;MiniLED;共封装光学(CPO);第三代半导体;柔性屏(折叠屏);PCB概念;富士康概念;消费电子概念;芯片概念;OLED;无线耳机;人形机器人;智能穿戴;汽车电子;AI眼镜;固态电池;传感器;比亚迪概念;5G;锂电池概念;机器人概念;福建自贸区;家用电器;无人机;脑机接口;无人驾驶;海峡两岸;人民币贬值受益;鸿蒙概念;充电桩;养老概念;储能;医美概念;一带一路;消毒剂
9,151,920046,920046.BJ,高铁;融资融券;智能电网;数据中心;抖音概念(字节概念);光伏概念;储能;专精特新;一带一路
3,33,000802,000802.SZ,文化传媒概念;IP经济(谷子经济);旅游概念
21,33,300042,300042.SZ,存储芯片;汽车芯片;算力租赁;华为昇腾;东数西算(算力);时空大数据;芯片概念;华为鲲鹏;消费电子概念;AI眼镜;智能穿戴;虚拟数字人;知识产权保护;智慧城市;DeepSeek概念;粤港澳大湾区;人民币贬值受益;跨境电商;国企改革;深股通;融资融券
14,17,603881,603881.SH,算力租赁;云计算;东数西算(算力);国资云;腾讯概念;中国AI 50;阿里巴巴概念;百度概念;数据中心;液冷服务器;蚂蚁集团概念;国企改革;沪股通;融资融券
23,33,300895,300895.SZ,算力租赁;数据确权;国资云;云计算;数据安全;东数西算(算力);网络安全;抖音概念(字节概念);阿里巴巴概念;电力物联网;数据要素;数据中心;量子科技;DeepSeek概念;数字孪生;数字经济;华为概念;物联网;京津冀一体化;核电;国企改革;深股通;融资融券
16,33,300866,300866.SZ,跨境电商;储能;智能家居;无线耳机;无线充电;人民币贬值受益;充电桩;机器人概念;AI眼镜;3D打印;人工智能;消费电子概念;芯片概念;安防;深股通;融资融券
