股票代码,所属概念,market_code,code,所属概念数量
600433.SH,烟草;可降解塑料;国企改革;燃料电池;军工;氢能源;央企国企改革;融资融券;沪股通,17,600433,9
300987.SZ,AIGC概念;虚拟数字人;文化传媒概念;短剧游戏;智慧政务;DeepSeek概念;百度概念;人工智能;国资云;西部大开发;国企改革;融资融券,33,300987,12
000037.SZ,固废处理;核电;储能;粤港澳大湾区,33,000037,4
688080.SH,AI智能体;AI应用;电力物联网;物联网;机器视觉;车联网(车路协同);人工智能;工业互联网;DeepSeek概念;机器人概念;专精特新;智能电网;无人驾驶;跨境电商;5G;储能;融资融券,17,688080,18
300153.SZ,数据中心(AIDC);腾讯概念;阿里巴巴概念;华为概念;百度概念;核电;专精特新;储能;互联网金融;锂电池概念;一带一路;长三角一体化;融资融券;深股通,33,300153,14
600976.SH,创新药;医药电商;流感;三胎概念;融资融券;沪股通,17,600976,6
601966.SH,体育产业;农机;智能物流;一带一路;长安汽车概念;DeepSeek概念;人工智能;机器人概念;新能源汽车;沪股通;比亚迪概念;智能电网;融资融券,17,601966,13
600085.SH,超级品牌;医药电商;创新药;流感;国企改革;智能医疗;DeepSeek概念;沪股通;融资融券,17,600085,9
300750.SZ,钠离子电池;动力电池回收;同花顺漂亮100;固态电池;宁德时代概念;锂电池概念;同花顺出海50;储能;换电概念;小米汽车;长安汽车概念;特斯拉概念;新能源汽车;华为汽车;同花顺新质50;融资融券;深股通,33,300750,17
000777.SZ,高端装备;核电;商业航天;可控核聚变;水利;一带一路;燃料电池;储能;氢能源;央企国企改革;国企改革;抽水蓄能;幽门螺杆菌概念;超超临界发电;天然气;煤化工概念;融资融券;深股通;中字头股票,33,000777,19
300651.SZ,足球概念;体育产业,33,300651,2
600988.SH,金属铅;黄金概念;金属铜;稀土永磁;西部大开发;人民币贬值受益;沪股通;2026中报预增;融资融券,17,600988,9
688526.SH,禽流感;动物疫苗;宠物经济;生物疫苗;合成生物;转基因;生态农业;沪股通;融资融券,17,688526,9
920346.BJ,数据中心(AIDC);飞行汽车(eVTOL);长安汽车概念;长三角一体化;机器人概念;车联网(车路协同);融资融券;智能物流;无人驾驶;小米汽车;智能家居;新能源汽车;家用电器;净水概念;充电桩;华为汽车;低空经济;人民币贬值受益;PCB概念;储能;人形机器人,151,920346,21
688389.SH,猴痘概念;流感;医美概念;医药电商;养老概念;医疗器械概念;智能医疗;DeepSeek概念;人工智能;沪股通;融资融券,17,688389,12
002333.SZ,房屋检测;智慧城市;工业互联网;光伏建筑一体化;光伏概念,33,002333,6
600373.SH,IP经济(谷子经济);网络游戏;手机游戏;文化传媒概念;短剧游戏;在线教育;AIGC概念;国企改革;AI视频;AI应用;数字经济;创投;虚拟现实;沪股通;融资融券,17,600373,15
920304.BJ,融资融券;化肥;光热发电;储能,151,920304,4
000598.SZ,证金持股;国企改革;PPP概念;固废处理;地下管网;西部大开发;污水处理;水利;深股通;融资融券;数字孪生,33,000598,11
920541.BJ,机器人概念;高铁;融资融券;专精特新;无人驾驶;一带一路,151,920541,6
300867.SZ,生物质能发电;垃圾分类;DeepSeek概念;AI应用;绿色电力;污水处理;短剧游戏;PPP概念;海峡两岸;氢能源;固废处理;燃料电池;医美概念;2026中报预增;深股通;融资融券,33,300867,16
600512.SH,PPP概念;参股银行;创投;一带一路;数字孪生;融资融券,17,600512,6
600645.SH,细胞免疫治疗;重组蛋白;肝炎概念;基因测序;创新药;辅助生殖;牙科医疗;独角兽概念;融资融券;沪股通,17,600645,10
000755.SZ,绿色电力;国企改革;乡村振兴;一带一路;储能;深股通;融资融券,33,000755,7
603060.SH,房屋检测;土壤修复;碳交易;雄安新区;水利;国企改革;央企国企改革;碳中和;雅下水电概念;核污染防治;光伏建筑一体化;核电;沪股通;商业航天;光伏概念;建筑节能,17,603060,16
600163.SH,抽水蓄能;生物质能发电;绿色电力;风电;化债概念(AMC概念);国企改革;充电桩;福建自贸区;海峡两岸;沪股通;融资融券,17,600163,11
001306.SZ,减速器;人形机器人;工业母机;家用电器;机器人概念;共同富裕示范区;智能家居;安防;新能源汽车;专精特新;比亚迪概念;智能座舱;深股通;融资融券,33,001306,14
001228.SZ,跨境电商;统一大市场;共同富裕示范区;智能物流;航运概念;一带一路;工业互联网;换电概念;新能源汽车,33,001228,9
603020.SH,烟草,17,603020,1
600996.SH,云计算;数字乡村;文化传媒概念;算力租赁;DeepSeek概念;物联网;人工智能;智能医疗;旅游概念;华为概念;智能家居;国企改革;西部大开发;数据中心(AIDC);5G;沪股通;融资融券,17,600996,17
301106.SZ,星闪概念;电力物联网;智能电网;智能家居;新型烟草(电子烟);家用电器;5G;消费电子概念;智能座舱;汽车电子;新能源汽车;比亚迪概念;两轮车;PCB概念;股权转让(并购重组);融资融券,33,301106,16
688215.SH,专精特新;机器人概念;智能物流;人工智能;数字孪生;阿里巴巴概念;东数西算(算力);融资融券,17,688215,8
688113.SH,专精特新;比亚迪概念;小米概念;新能源汽车;华为汽车;小米汽车;军工;航空发动机;融资融券,17,688113,9
002513.SZ,染料;草甘膦;生态农业;人民币贬值受益;光伏概念;TOPCON电池;绿色电力,33,002513,7
600558.SH,水利;西部大开发;国企改革;海工装备;核电;超超临界发电;军工;可控核聚变;沪股通,17,600558,9
000869.SZ,超级品牌;旅游概念;国企改革;深股通;融资融券,33,000869,5
603387.SH,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;宠物经济;医疗器械概念;创投;沪股通;2026中报预增;融资融券,17,603387,10
600423.SH,煤化工概念;消毒剂;国企改革;西部大开发;ST板块;芯片概念;2026中报预增,22,600423,7
603888.SH,知识产权保护;AI视频;虚拟数字人;AI语料;在线教育;AIGC概念;文化传媒概念;Web3.0;AI应用;元宇宙;数据确权;多模态AI;数据要素;AI智能体;数字经济;区块链;DeepSeek概念;京津冀一体化;人工智能;阿里巴巴概念;云计算;数据安全;网络安全;乡村振兴;创投;国企改革;沪股通;融资融券,17,603888,28
002909.SZ,有机硅概念;装配式建筑;新型城镇化;硅能源;粤港澳大湾区;高铁;一带一路;跨境电商;雄安新区;碳中和;光伏概念;比亚迪概念;储能;低空经济;新能源汽车;液冷服务器;飞行汽车(eVTOL);两轮车;消费电子概念;5G;融资融券,33,002909,21
600639.SH,物业管理;参股券商;国企改革;创投;上海自贸区;融资融券;沪股通,17,600639,7
002919.SZ,手机游戏;网络游戏;虚拟现实;元宇宙;抖音概念(字节概念);深股通,33,002919,6
605368.SH,天然气;高股息精选;DeepSeek概念;沪股通,17,605368,4
920593.BJ,先进封装;人形机器人;专精特新;机器人概念;减速器;3D打印;医疗器械概念;融资融券,151,920593,8
300701.SZ,安防;智能家居;物联网;传感器;机器视觉;小米概念;股权转让(并购重组),33,300701,7
300110.SZ,仿制药一致性评价;医药电商;肝炎概念;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券,33,300110,8
601618.SH,同花顺中特估100;中字头股票;国企改革;央企国企改革;PPP概念;装配式建筑;新型城镇化;一带一路;碳中和;工业互联网;高端装备;沪股通;融资融券,17,601618,13
002807.SZ,高股息精选;深股通;融资融券,33,002807,3
002583.SZ,无人机;华为汽车;低空经济;安防;商业航天;卫星导航;新能源汽车;智慧城市;智慧政务;中俄贸易概念;机器人概念;区块链;DeepSeek概念;人工智能;工业互联网;信创;6G概念;粤港澳大湾区;物联网;互联网金融;星闪概念;量子科技;一带一路;5G;汽车电子;芯片概念;俄乌冲突概念;深股通;融资融券,33,002583,29
603679.SH,智慧灯杆;东数西算(算力);数据中心(AIDC);华为概念;华为数字能源;锂电池概念;换电概念;数字孪生;新能源汽车;物联网;储能;充电桩;无人驾驶;卫星导航;智慧城市;腾讯概念;车联网(车路协同);智能家居;低空经济;AI智能体;智慧政务;人工智能;数据要素;DeepSeek概念;虚拟电厂;创投;虚拟数字人;AI应用;西部大开发,17,603679,29
600903.SH,天然气;页岩气;地下管网;氢能源;西部大开发;国企改革;沪股通;融资融券,17,600903,8
605009.SH,宠物经济;三胎概念;养老概念;共同富裕示范区;沪股通,17,605009,5
603662.SH,人形机器人;同花顺新质50;机器视觉;机器人概念;传感器;物联网;华为概念;芯片概念;数据中心(AIDC);融资融券;沪股通,17,603662,11
600765.SH,国产航母;军民融合;大飞机;航空发动机;成飞概念;央企国企改革;军工;飞行汽车(eVTOL);低空经济;西部大开发;海工装备;无人机;核电;国企改革;商业航天;高端装备;汽车热管理;机器人概念;3D打印;液冷服务器;沪股通;融资融券;中字头股票,17,600765,23
300088.SZ,电子纸;AI手机;MicroLED概念;智能座舱;汽车电子;柔性屏(折叠屏);东数西算(算力);OLED;智能穿戴;消费电子概念;苹果概念;先进封装;小米概念;算力租赁;虚拟现实;商业航天;比亚迪概念;华为概念;车联网(车路协同);华为汽车;光伏概念;元宇宙;新能源汽车;特斯拉概念;储能;石墨烯;固态电池;锂电池概念;一带一路;国企改革;深股通;融资融券;玻璃基板,33,300088,33
600381.SH,白酒概念;ST板块;西部大开发,22,600381,3
300713.SZ,智慧灯杆;换电概念;智能电网;充电桩;粤港澳大湾区;数据中心(AIDC);军工;储能;高压快充;比亚迪概念;光伏概念;新能源汽车;柔性直流输电;锂电池概念;特斯拉概念;PCB概念,33,300713,16
300252.SZ,光纤概念;铜缆高速连接;F5G概念;共封装光学(CPO);6G概念;WiFi 6;PCB概念;富士康概念;芯片概念;5G;汽车电子;卫星导航;商业航天;毫米波雷达;数据中心(AIDC);军工;无线耳机;新能源汽车;国产航母;东数西算(算力);军民融合;华为概念;粤港澳大湾区;物联网;车联网(车路协同);人工智能;深股通,33,300252,27
002383.SZ,时空大数据;卫星导航;商业航天;无人机;数字乡村;智慧城市;车联网(车路协同);低空经济;水利;数字经济;农机;智慧灯杆;华为概念;机器人概念;京津冀一体化;无人驾驶;新型城镇化;国企改革;生态农业;芯片概念;汽车芯片;深股通;融资融券,33,002383,23
920906.BJ,比亚迪概念;机器人概念;长安汽车概念;融资融券;无人驾驶;智能座舱;高端装备;新能源汽车,151,920906,8
001360.SZ,黄金概念;金属回收;专精特新;高端装备;雅下水电概念;锂电池概念;一带一路;固废处理;机器视觉;融资融券,33,001360,10
000156.SZ,短剧游戏;文化传媒概念;虚拟数字人;IP经济(谷子经济);AI应用;AIGC概念;AI智能体;旅游概念;DeepSeek概念;养老概念;多模态AI;数字乡村;智慧政务;腾讯概念;阿里巴巴概念;抖音概念(字节概念);数字经济;人工智能;智慧城市;乡村振兴;网络安全;信创;车联网(车路协同);国企改革;算力租赁;物联网;虚拟现实;智能家居;东数西算(算力);机器人概念;智能音箱;5G;深股通;融资融券;低空经济,33,000156,35
600861.SH,乡村振兴;国企改革;京津冀一体化;职业教育;虚拟数字人;一带一路;人工智能;沪股通,17,600861,8
002082.SZ,仿制药一致性评价;创新药;阿尔茨海默概念;生物疫苗;流感;肝炎概念;医药电商;ST板块;医疗器械概念;共同富裕示范区;一带一路;2026一季报预增;2026中报预增,33,002082,13
002140.SZ,煤化工概念;钛白粉概念;土壤修复;污水处理;PPP概念;光热发电;固废处理;可降解塑料;国企改革;石墨烯;POE胶膜;盐湖提锂;氢能源;一带一路;锂电池概念;融资融券;股权转让(并购重组);深股通,33,002140,18
003816.SZ,同花顺中特估100;绿色电力;央企国企改革;国企改革;一带一路;DeepSeek概念;核电;核污染防治;中字头股票;融资融券;深股通,33,003816,11
002800.SZ,统一大市场;中俄贸易概念;冷链物流;跨境电商;一带一路;西部大开发;新疆振兴,33,002800,7
301220.SZ,合成生物;烟草;参股银行;一带一路;人民币贬值受益;深股通;融资融券,33,301220,7
000021.SZ,存储芯片;先进封装;第三代半导体;共封装光学(CPO);芯片概念;汽车电子;超级电容;无人机;物联网;新能源汽车;智能电网;储能;机器人概念;虚拟电厂;人民币贬值受益;深股通;区块链;数字经济;医疗器械概念;智能物流;央企国企改革;国企改革;融资融券,33,000021,23
603489.SH,共享单车;无人机;专精特新;传感器;锂电池概念;两轮车;2026中报预增;融资融券;沪股通,17,603489,9
688099.SH,汽车芯片;WiFi 6;芯片概念;智能音箱;汽车电子;小米概念;共封装光学(CPO);东数西算(算力);智能座舱;机器视觉;机器人概念;智能家居;人工智能;上海自贸区;人民币贬值受益;沪股通;融资融券,17,688099,17
300144.SZ,旅游概念;IP经济(谷子经济);网红经济;手机游戏;文化传媒概念;电子竞技;共同富裕示范区;元宇宙;抖音概念(字节概念);虚拟现实;深股通;融资融券,33,300144,11
001317.SZ,拼多多概念;长安汽车概念;跨境电商;智能物流;无人驾驶;传感器;统一大市场;低空经济;一带一路;新疆振兴;西部大开发,33,001317,11
603017.SH,建筑节能;独角兽概念;商业航天;新型城镇化;装配式建筑;元宇宙;多模态AI;低空经济;数字孪生;智慧城市;DeepSeek概念;空间计算;一带一路;创投;虚拟现实;雄安新区;新型工业化;光伏建筑一体化;数据中心(AIDC);新疆振兴,17,603017,20
600366.SH,稀土永磁;低空经济;人形机器人;机器人概念;比亚迪概念;新能源汽车;特斯拉概念;苹果概念;共同富裕示范区;消费电子概念;无线耳机;创投;小金属概念;超导概念;沪股通;融资融券;2026中报预增,17,600366,17
000967.SZ,算力租赁;云计算;智能电网;储能;华为概念;充电桩;物联网;核电;无人驾驶;智慧城市;数据要素;新能源汽车;绿色电力;机器人概念;垃圾分类;固废处理;污水处理;PPP概念;特色小镇;深股通;融资融券,33,000967,21
920533.BJ,储能;专精特新;宁德时代概念;特斯拉概念;人民币贬值受益;融资融券;机器人概念;人形机器人;无人驾驶;新能源汽车,151,920533,10
