所属概念,code,所属概念数量,market_code,股票代码
金属钴;盐湖提锂;金属镍;核污染防治;专精特新;小金属概念;比亚迪概念;净水概念;锂电池概念;金属回收;固废处理;西部大开发;碳中和;碳交易;工业大麻;减肥药;生物疫苗;融资融券;深股通,300487,19,33,300487.SZ
超超临界发电;绿色电力;风电;储能;国资云;参股保险;东数西算(算力);国企改革;光伏概念;粤港澳大湾区;期货概念;创投;海工装备;深股通;融资融券,000539,15,33,000539.SZ
新能源汽车;核电;智能电网;风电;储能;充电桩;专精特新;光伏概念;芯片概念;数字孪生;国企改革,002692,11,33,002692.SZ
人形机器人;比亚迪概念;机器人概念;人民币贬值受益;安防;商业航天;军工;石墨烯;体育产业;海工装备;深股通;融资融券,300952,12,33,300952.SZ
人工智能;新型工业化;专精特新;人形机器人;商业航天;机器人概念;军工;新能源汽车;高端装备;航空发动机;海工装备,300553,11,33,300553.SZ
人民币贬值受益;融资融券;一带一路,920339,3,151,920339.BJ
第三代半导体;芯片概念;专精特新;华为概念;高端装备;京津冀一体化;沪股通;融资融券,688200,8,17,688200.SH
MiniLED;MicroLED概念;柔性屏(折叠屏);汽车电子;智能穿戴;消费电子概念;OLED;富士康概念;小米概念;先进封装;机器视觉;芯片概念;虚拟现实;智能家居;无人驾驶;机器人概念;华为概念;粤港澳大湾区;无人机;低空经济;固态电池;回购增持再贷款概念;广东自贸区;深股通,002845,24,33,002845.SZ
铜缆高速连接;英伟达概念;液冷服务器;光纤概念;5G;机器视觉;商业航天;比亚迪概念;新能源汽车;2025年报预增;长安汽车概念;融资融券;沪股通,688668,13,17,688668.SH
阿尔茨海默概念;辅助生殖;融资融券;流感;创新药;减肥药;仿制药一致性评价;专精特新;CRO概念,920017,9,151,920017.BJ
汽车电子;芯片概念;新能源汽车;粤港澳大湾区;回购增持再贷款概念;固态电池;融资融券,688683,7,17,688683.SH
超导概念;光纤概念;铜缆高速连接;可控核聚变;PET铜箔;商业航天;芯片概念;柔性直流输电;特高压;液冷服务器;核电;海工装备;高端装备;光伏概念;军工;无人机;智能电网;数据中心;雅下水电概念;军民融合;特斯拉概念;新能源汽车;人形机器人;固态电池;充电桩;低空经济;华为概念;东数西算(算力);机器人概念;宁德时代概念;储能;风电;锂电池概念;回购增持再贷款概念;智慧城市;独角兽概念;西部大开发;人工智能;DeepSeek概念;阿里巴巴概念;钠离子电池;参股银行;沪股通;融资融券,600869,44,17,600869.SH
钙钛矿电池;固态电池;光伏概念;宁德时代概念;锂电池概念;OLED;比亚迪概念;芯片概念;先进封装;燃料电池;储能;专精特新;消费电子概念;传感器;机器人概念;氢能源;粤港澳大湾区;物联网;深股通;融资融券,301325,20,33,301325.SZ
钠离子电池;固态电池;锂电池概念;低空经济;2025年报预增;华为概念;液冷服务器;数据中心;海工装备;腾讯概念;消毒剂;风电;污水处理;沪股通,603200,14,17,603200.SH
人民币贬值受益;染料;融资融券;转基因;草甘膦,920819,5,151,920819.BJ
富士康概念;液冷服务器;第三代半导体;5G;汽车热管理;数据中心;2025年报预增;小米汽车;比亚迪概念;新能源汽车;宁德时代概念;华为概念;储能;海峡两岸;粤港澳大湾区;家用电器;创投;深股通,300731,18,33,300731.SZ
新型工业化;人形机器人;工业母机;机器人概念;专精特新;工业互联网;军民融合;2025年报预增;沪股通;融资融券,688577,10,17,688577.SH
富士康概念;液冷服务器;苹果概念;消费电子概念;工业母机;专精特新;新能源汽车;华为数字能源;汽车热管理;新型工业化;华为概念;储能;锂电池概念;机器人概念;虚拟现实;2026一季报预增;回购增持再贷款概念;深股通;融资融券,301086,19,33,301086.SZ
新能源汽车;特高压;柔性直流输电;一带一路;储能;专精特新;家用电器;融资融券,920128,8,151,920128.BJ
ST板块;消费电子概念;海峡两岸;人民币贬值受益,603580,4,22,603580.SH
共封装光学(CPO);光纤概念;华为昇腾;数据中心;网络安全;腾讯概念;AIGC概念;信创;空间计算;华为鲲鹏;智慧政务;AI智能体;时空大数据;华为概念;鸿蒙概念;数据要素;区块链;数字乡村;物联网;安防;智慧城市;人工智能;DeepSeek概念;数字经济;海峡两岸;低空经济;智能医疗;军工;机器人概念;AI应用;水利;新型城镇化;乡村振兴;地下管网;西部大开发;融资融券,301172,36,33,301172.SZ
商业航天;军工;智能电网;核电;5G;数据中心;高压快充;专精特新;工业互联网;充电桩;比亚迪概念;虚拟电厂;高铁;腾讯概念;储能;光伏概念;PCB概念;数字经济;西部大开发,002927,19,33,002927.SZ
预制菜;跨境电商;人民币贬值受益;融资融券,920826,4,151,920826.BJ
国产操作系统;信创;百度概念;东数西算(算力);鸿蒙概念;商业航天;MCU芯片;汽车芯片;DeepSeek概念;芯片概念;机器人概念;沪股通;融资融券,688047,13,17,688047.SH
光伏概念;金属回收;西部大开发;2025年报预增;深股通;融资融券,300861,6,33,300861.SZ
钒电池;国企改革;氢能源;污水处理;固态电池;深股通;融资融券,000822,7,33,000822.SZ
专精特新;DeepSeek概念;可控核聚变;2025年报预增;医疗器械概念;氢能源;融资融券,688600,7,17,688600.SH
物联网;国产操作系统;智慧城市;小米概念;数据中心;工业互联网;信创;阿里巴巴概念;人工智能;智能家居;专精特新;芯片概念;MCU芯片;苹果概念;充电桩;电力物联网;知识产权保护;光伏概念;储能;智能电网;虚拟电厂;风电;国企改革;深股通;融资融券,300183,25,33,300183.SZ
ST板块;眼科医疗;流感;创新药;仿制药一致性评价;基因测序;医美概念;医疗器械概念;消毒剂,000908,9,33,000908.SZ
煤化工概念;ST板块;充电桩;换电概念,600753,4,22,600753.SH
华为汽车;飞行汽车(eVTOL);新能源汽车;智能座舱;无人驾驶;低空经济;车联网(车路协同);工业互联网;华为概念;换电概念;国企改革;DeepSeek概念;百度概念;沪股通;融资融券,600418,15,17,600418.SH
上海国企改革;风电;海工装备;国企改革;融资融券;沪股通,688660,6,17,688660.SH
碳纤维;专精特新;融资融券,300876,3,33,300876.SZ
统一大市场;回购增持再贷款概念;一体化压铸;新能源汽车;机器人概念;沪股通,605050,6,17,605050.SH
净水概念;家用电器;证金持股;智能家居;绿色电力;机器人概念;深股通;融资融券,002242,8,33,002242.SZ
PCB概念;共封装光学(CPO);5G;毫米波雷达;专精特新;机器人概念;量子科技;深股通;融资融券,301628,9,33,301628.SZ
光刻胶;OLED;芯片概念;专精特新;有机硅概念;比亚迪概念;军工;光伏概念;新能源汽车;高铁;核电,300200,11,33,300200.SZ
飞行汽车(eVTOL);比亚迪概念;传感器;汽车热管理;华为汽车;低空经济;新能源汽车;芯片概念;高压快充;股权转让(并购重组);深股通;融资融券,300507,12,33,300507.SZ
3D打印;柔性屏(折叠屏),300521,2,33,300521.SZ
光纤概念;可控核聚变;军工;核电;传感器;专精特新;小米概念;数据中心;安防;物联网;车联网(车路协同);央企国企改革;人工智能;国企改革,300557,14,33,300557.SZ
PCB概念;共封装光学(CPO);5G;毫米波雷达;汽车电子;数据中心;无人机;比亚迪概念;人形机器人;机器人概念;粤港澳大湾区;人民币贬值受益;一带一路;深股通,300852,14,33,300852.SZ
智能音箱;虚拟现实;星闪概念;智能穿戴;MR(混合现实);安防;智能家居;智能座舱;小米概念;元宇宙;华为概念;在线教育;柔性屏(折叠屏);AI眼镜;物联网;WiFi 6;腾讯概念;消费电子概念;华为海思概念股;鸿蒙概念;人工智能;汽车电子;百度概念;5G;长安汽车概念;文化传媒概念;AIGC概念;数字经济;数据要素;Web3.0;空间计算;ChatGPT概念;芯片概念;家用电器;OLED;无人机;短剧游戏;MiniLED;数据中心;F5G概念;储能;眼科医疗;西部大开发;深股通;融资融券,000810,45,33,000810.SZ
中芯国际概念;富士康概念;芯片概念;海峡两岸;一带一路,603163,5,17,603163.SH
智能座舱;小米汽车;小米概念;车联网(车路协同);比亚迪概念;长安汽车概念;专精特新;物联网;宁德时代概念;福建自贸区;深股通;融资融券,301600,12,33,301600.SZ
雅下水电概念;一带一路;机器人概念;中俄贸易概念;减速器;人民币贬值受益;华为概念;西部大开发;人工智能;DeepSeek概念;深股通,001288,11,33,001288.SZ
超超临界发电;风电;核污染防治;抽水蓄能;国企改革;核电;储能;海工装备;京津冀一体化;回购增持再贷款概念;高端装备;军工;2025年报预增;深股通;融资融券,300185,15,33,300185.SZ
短剧游戏;文化传媒概念;国企改革;深股通,300528,4,33,300528.SZ
汽车电子;智能座舱;专精特新;小米概念;无人驾驶;小米汽车;长安汽车概念;新能源汽车;深股通;融资融券,301535,10,33,301535.SZ
金属钴;金属镍;小金属概念;稀土永磁;金属铜;金属回收;黄金概念;动力电池回收;钠离子电池;固态电池;锂电池概念;宁德时代概念;石墨烯;汽车拆解概念;储能;回购增持再贷款概念;特斯拉概念;氢能源;固废处理;燃料电池;比亚迪概念;新能源汽车;污水处理;一带一路;垃圾分类;专精特新;土壤修复;碳中和;机器人概念;低空经济;粤港澳大湾区;深股通;融资融券,002340,33,33,002340.SZ
航空发动机;商业航天;卫星导航;可控核聚变;军工;超导概念;核电;海工装备;柔性屏(折叠屏);5G;专精特新;西部大开发;小金属概念;医疗器械概念;燃料电池;国企改革;氢能源;俄乌冲突概念;深股通;融资融券,002149,20,33,002149.SZ
养鸡;预制菜;C2M概念;福建自贸区;海峡两岸;回购增持再贷款概念;乡村振兴;沪股通;融资融券,603668,9,17,603668.SH
绿色电力;风电;国企改革;证金持股;沪股通;融资融券,600780,6,17,600780.SH
液冷服务器;数据中心;专精特新;高端装备;农机;风电;沪股通,605060,7,17,605060.SH
工业母机;2025年报预增;专精特新;机器人概念;2026一季报预增;沪股通;融资融券,688059,7,17,688059.SH
芯片概念;粤港澳大湾区;人工智能;新型城镇化;国企改革;深股通,002989,6,33,002989.SZ
数字经济;融资融券;新股与次新股,920003,3,151,920003.BJ
钠离子电池;固态电池;动力电池回收;两轮车;锂电池概念;新型烟草(电子烟);储能;人形机器人;比亚迪概念;新能源汽车;小米概念;AI PC;粤港澳大湾区;机器人概念;人民币贬值受益;2025年报预增;AI眼镜;消费电子概念;智能穿戴;回购增持再贷款概念;数据中心;人工智能;深股通,001283,23,33,001283.SZ
烟草;新型烟草(电子烟);ST板块;工业大麻;光伏概念;芯片概念;绿色电力;TOPCON电池;HJT电池,300125,9,33,300125.SZ
传感器;新型工业化;人形机器人;工业母机;芯片概念;共封装光学(CPO);PCB概念;机器视觉;3D打印;PEEK材料;减速器;机器人概念;高端装备;华为概念;光伏概念;粤港澳大湾区;锂电池概念;智能电网;跨境电商;深股通;融资融券,301029,21,33,301029.SZ
军工信息化;商业航天;物联网;军工;网络安全;5G;人工智能;数据要素;6G概念;股权转让(并购重组);融资融券,688175,11,17,688175.SH
染料;2025年报预增;POE胶膜;光伏概念;HJT电池,605566,5,17,605566.SH
智能座舱;商业航天;毫米波雷达;车联网(车路协同);无人驾驶;汽车电子;低空经济;华为概念;飞行汽车(eVTOL);机器人概念;比亚迪概念;虚拟现实;小米汽车;DeepSeek概念;百度概念;长安汽车概念;新能源汽车;大飞机;汽车热管理;回购增持再贷款概念;融资融券,688326,21,17,688326.SH
融资融券;西部大开发,920433,2,151,920433.BJ
国家大基金持股;先进封装;液冷服务器;存储芯片;PCB概念;苹果概念;芯片概念;数据中心;消费电子概念;无线耳机;柔性屏(折叠屏);小米概念;MR(混合现实);智能穿戴;专精特新;宁德时代概念;有机硅概念;新能源汽车;人形机器人;华为概念;高端装备;固态电池;石墨烯;光伏概念;锂电池概念;机器人概念;储能;高铁;回购增持再贷款概念;HJT电池;TOPCON电池;沪股通;融资融券,688035,33,17,688035.SH
算力租赁;东数西算(算力);华为昇腾;云计算;数据安全;华为鲲鹏;网络安全;信创;智谱AI;英伟达概念;数据中心;腾讯概念;阿里巴巴概念;区块链;抖音概念(字节概念);AI智能体;鸿蒙概念;ChatGPT概念;液冷服务器;华为概念;AI PC;DeepSeek概念;华为海思概念股;数字孪生;物联网;人工智能;芯片概念;低空经济;消费电子概念;无人驾驶;机器人概念;乡村振兴;AI应用;回购增持再贷款概念;深股通;融资融券,000034,36,33,000034.SZ
比亚迪概念;新能源汽车;工业互联网;机器人概念;一带一路;沪股通;融资融券,603897,7,17,603897.SH
动物疫苗;PCB概念;广东自贸区;横琴新区;粤港澳大湾区;创投;独角兽概念;盐湖提锂;锂电池概念;摘帽,002141,10,33,002141.SZ
物联网;安防;人脸识别;无人驾驶;移动支付;智慧城市;智能家居;星闪概念;华为概念;虚拟现实;数字孪生;智能音箱;人工智能;机器人概念;粤港澳大湾区;智慧灯杆;传感器;网络安全;鸿蒙概念;工业互联网;信创;低空经济;养老概念;DeepSeek概念;智慧政务;元宇宙;数据安全;东数西算(算力);5G;华为盘古;量子科技;无人机;数据中心;WiFi 6;智能医疗;消费电子概念;水利;华为昇腾;ChatGPT概念;两轮车;充电桩;储能;智能电网;锂电池概念;虚拟电厂;碳交易;共封装光学(CPO);融资融券;沪股通,688609,49,17,688609.SH
金属回收;小金属概念;数字孪生;京津冀一体化;工业互联网;天然气;农业种植;页岩气;融资融券;稀土永磁;碳交易;碳中和;污水处理;水泥概念;机器人概念;新疆振兴;土壤修复;专精特新;人形机器人;人工智能;AIGC概念,920263,21,151,920263.BJ
小米汽车;华为汽车;专精特新;长安汽车概念;飞行汽车(eVTOL);比亚迪概念;新能源汽车;无人驾驶;高端装备;低空经济;高铁;物联网;无人机;工业互联网;军工;海工装备;核电;融资融券,301598,18,33,301598.SZ
PET铜箔;固态电池;光刻机;锂电池概念;芯片概念;机器视觉;海工装备;天然气;页岩气;沪股通;融资融券,603800,11,17,603800.SH
