market_code,所属概念,所属概念数量,股票代码,code
33,天然气;生物质能发电;生态农业;氢能源;绿色电力;净水概念;空气能热泵;固废处理;雄安新区;PM2.5;家用电器;创投;智能家居;锂电池概念;粤港澳大湾区;光伏概念;物联网;工业互联网;人工智能,19,300335.SZ,300335
17,煤化工概念;水泥概念;绿色电力;国企改革;西部大开发;氢能源;沪股通;融资融券,8,601568.SH,601568
33,猪肉;养鸡;农村电商;证金持股;预制菜;乡村振兴;参股银行;西部大开发;深股通;融资融券;一带一路,11,000876.SZ,000876
17,三胎概念;跨境电商;合成生物;消毒剂;沪股通;融资融券,6,600315.SH,600315
33,航运概念;同花顺中特估100;融资融券;深股通;国企改革;一带一路;央企国企改革;回购增持再贷款概念;粤港澳大湾区,9,001872.SZ,001872
17,同花顺中特估100;地下管网;新疆振兴;国企改革;乡村振兴;新型城镇化;污水处理;西部大开发;央企国企改革;一带一路;碳中和;水利;沪股通;融资融券;数字经济;DeepSeek概念;智慧城市;低空经济;机器人概念;人工智能;数据要素;3D打印;智慧政务;车联网(车路协同);数据中心;股权转让(并购重组);中字头股票,27,600720.SH,600720
33,海南自贸区;转基因;粮食概念;国企改革;一带一路;京津冀一体化;网红经济;融资融券,8,000505.SZ,000505
33,证金持股;深圳国企改革;国企改革;跨境电商;粤港澳大湾区;深股通;融资融券;华为概念,8,000089.SZ,000089
17,锂电池概念;虚拟数字人;三胎概念;股权转让(并购重组),4,603196.SH,603196
17,钛白粉概念;福建自贸区;海峡两岸;专精特新;沪股通;融资融券,6,603826.SH,603826
17,沪股通;融资融券,2,601860.SH,601860
33,卫星导航;无人机;智能音箱;智能穿戴;虚拟现实;AI手机;华为概念;小米概念;商业航天;AI眼镜;MR(混合现实);智能家居;机器人概念;消费电子概念;柔性屏(折叠屏);新型烟草(电子烟);粤港澳大湾区;富士康概念;人民币贬值受益;医美概念;一带一路;深股通;融资融券,23,300968.SZ,300968
17,煤炭概念;国企改革;风电;沪股通;融资融券,5,600758.SH,600758
17,青蒿素;仿制药一致性评价;NMN概念;合成生物;创新药;减肥药;国企改革;智能医疗;央企国企改革;DeepSeek概念;沪股通;融资融券,12,600062.SH,600062
33,电力物联网;智慧城市;虚拟电厂;换电概念;智能电网;物联网;时空大数据;职业教育;空间计算;智慧政务;水利;数据要素;数字经济;信创;人工智能;工业互联网;华为概念;数据中心;华为数字能源;东数西算(算力);DeepSeek概念;低空经济;鸿蒙概念;在线教育;MLOps概念;碳交易;AI智能体;无人机;京津冀一体化;养老概念;机器视觉;光伏建筑一体化;柔性直流输电;储能;碳中和;特高压;AIGC概念;风电;燃料电池;一带一路;氢能源;AI应用,42,300365.SZ,300365
33,一体化压铸;华为汽车;长安汽车概念;新能源汽车;比亚迪概念;机器人概念;专精特新;2025三季报预增;深股通;融资融券,10,300926.SZ,300926
33,跨境电商;体育产业;AIGC概念;数据要素;AI智能体;人工智能;DeepSeek概念;创投;AI应用;AI眼镜;一带一路,11,300795.SZ,300795
33,超超临界发电;碳交易;虚拟电厂;国企改革;参股保险;信托概念;储能;工业互联网;深股通;融资融券,10,002608.SZ,002608
33,短剧游戏;文化传媒概念;NFT概念;AIGC概念;抖音概念(字节概念);IP经济(谷子经济);阿里巴巴概念;DeepSeek概念;人工智能;AI应用;国企改革,11,300426.SZ,300426
33,转基因;大豆;玉米;粮食概念;猪肉;俄乌冲突概念;农业种植;农村电商;动物疫苗;预制菜;乳业;消毒剂;乡村振兴;合成生物;宠物经济;融资融券;深股通;京津冀一体化;三胎概念;数字乡村;DeepSeek概念;数字经济,22,002385.SZ,002385
33,电子纸;MicroLED概念;MiniLED;虚拟现实;海峡两岸;智慧城市;智能穿戴;在线教育;华为概念;智能家居;数字经济;云游戏;腾讯概念;信创;消费电子概念;阿里巴巴概念;电子竞技;小米概念;数字孪生;汽车电子;AIGC概念;云办公;无线耳机;智能医疗;家用电器;跨境电商;富士康概念;充电桩;人民币贬值受益;PCB概念;一带一路;中俄贸易概念;国企改革;央企国企改革;深股通,35,000727.SZ,000727
33,固废处理;稀土永磁;融资融券;深股通,4,300779.SZ,300779
17,证金持股;参股保险;沪股通;融资融券,4,601169.SH,601169
17,污水处理;新型城镇化;国企改革;西部大开发,4,601368.SH,601368
33,横琴新区;职业教育;元宇宙;体育产业;虚拟现实;粤港澳大湾区;特色小镇;新型城镇化;旅游概念;水利;土壤修复;乡村振兴;地下管网;PPP概念;雄安新区;国企改革;土地流转;碳交易;新疆振兴;融资融券,20,002431.SZ,002431
33,证金持股;跨境支付(CIPS);深股通;融资融券,4,000001.SZ,000001
17,旅游概念;参股券商;国企改革;区块链;DeepSeek概念;沪股通,6,600054.SH,600054
33,土地流转;冷链物流;国企改革;西部大开发;智能物流,5,000911.SZ,000911
33,生物质能发电;固废处理;绿色电力;污水处理;金属回收;垃圾分类;国企改革;PPP概念;黄金概念;金属铜,10,002479.SZ,002479
33,三胎概念;体育产业;长三角一体化;国企改革;股权转让(并购重组),5,001234.SZ,001234
33,独角兽概念;虚拟现实;人工智能;创投;抖音概念(字节概念);百度概念;Web3.0;深圳国企改革;AI智能体;腾讯概念;华为概念;鸿蒙概念;数据确权;华为汽车;拼多多概念;粤港澳大湾区;新型烟草(电子烟);智能穿戴;华为手机;国企改革;一带一路;苹果概念;消费电子概念;AI手机;深股通;融资融券,26,000829.SZ,000829
33,信托概念;绿色电力;风电;京津冀一体化;国企改革;央企国企改革;核电;雄安新区;乡村振兴;期货概念;深股通;融资融券,12,000958.SZ,000958
17,统一大市场;物业管理;冷链物流;国企改革;乡村振兴;西部大开发;数字乡村;人工智能;沪股通;融资融券,10,600368.SH,600368
33,短剧游戏;文化传媒概念;虚拟数字人;IP经济(谷子经济);AIGC概念;抖音概念(字节概念);多模态AI;腾讯概念;AI智能体;阿里巴巴概念;智慧政务;数字乡村;DeepSeek概念;旅游概念;网络安全;信创;人工智能;数字经济;算力租赁;虚拟现实;AI应用;智慧城市;养老概念;东数西算(算力);车联网(车路协同);智能音箱;物联网;智能家居;乡村振兴;机器人概念;5G;国企改革;深股通;融资融券,34,000156.SZ,000156
33,生物疫苗;肝炎概念;合成生物;国企改革;深股通,5,002880.SZ,002880
17,期货概念;物业管理;国企改革;沪股通;融资融券,5,601162.SH,601162
17,共同富裕示范区;互联网金融;创投;沪股通,4,603711.SH,603711
33,毛发医疗;医药电商;仿制药一致性评价;创新药;辅助生殖;国企改革;深股通;融资融券,8,002332.SZ,002332
33,钠离子电池;华为数字能源;虚拟电厂;固态电池;两轮车;储能;低空经济;华为概念;锂电池概念;数据中心;风电;燃料电池;阿里巴巴概念;5G;核电;比亚迪概念;动力电池回收;氢能源;新能源汽车;绿色电力;抖音概念(字节概念);金属回收;小金属概念;深股通;融资融券,25,300068.SZ,300068
33,风电;海工装备;军工;2025年报预增;减速器;创投;融资融券;深股通,8,300443.SZ,300443
33,车联网(车路协同);信创;数据安全;国产操作系统;网络安全;华为鲲鹏;智慧城市;MLOps概念;数据要素;EDR概念;算力租赁;无人驾驶;百度概念;数字经济;DeepSeek概念;ERP概念;国资云;AI智能体;元宇宙;卫星导航;人工智能;阿里巴巴概念;华为概念;低空经济;虚拟现实;京津冀一体化;飞行汽车(eVTOL);数据中心;工业互联网;汽车电子;华为汽车;充电桩;央企国企改革;国企改革;新能源汽车;一带一路;股权转让(并购重组);融资融券;深股通,39,002232.SZ,002232
33,共封装光学(CPO);光纤概念;BC电池;富士康概念;苹果概念;华为海思概念股;TOPCON电池;芯片概念;英伟达概念;HJT电池;数据中心;高端装备;光伏概念;新能源汽车;新型工业化;商业航天;量子科技;华为概念;工业互联网;股权转让(并购重组);融资融券;深股通,22,300757.SZ,300757
33,存储芯片;国家大基金持股;AI PC;AI手机;先进封装;EDR概念;芯片概念;AI眼镜;智能穿戴;消费电子概念;2025年报预增;智能座舱;小米概念;数据中心;专精特新;数据安全;信创;华为概念;机器人概念;华为鲲鹏;小米汽车;人民币贬值受益;深股通;融资融券,24,301308.SZ,301308
33,C2M概念;证金持股;创投;数据要素;融资融券;深股通,6,002154.SZ,002154
33,ST板块;天然气,2,000669.SZ,000669
17,青蒿素;证金持股;白酒概念;医药电商;仿制药一致性评价;流感;生物疫苗;创新药;国企改革;沪股通;融资融券;医疗器械概念;阿里巴巴概念,13,600332.SH,600332
33,猪肉;预制菜;绿色电力;深股通;元宇宙;机器人概念;摘帽,7,002124.SZ,002124
17,国企改革;西部大开发;沪股通;融资融券;氢能源;创投;DeepSeek概念;充电桩,8,601107.SH,601107
17,融资融券;长三角一体化;沪股通,3,603323.SH,603323
17,福建自贸区;参股保险;海峡两岸;参股银行;国企改革;回购增持再贷款概念;融资融券;沪股通,8,600033.SH,600033
17,AI语料;小红书概念;虚拟数字人;AIGC概念;抖音概念(字节概念);智慧政务;AI智能体;阿里巴巴概念;数据要素;算力租赁;数字乡村;东数西算(算力);数字经济;DeepSeek概念;人工智能;智慧城市;华为概念;数据中心;人形机器人;机器人概念;烟草;AI应用;乡村振兴;融资融券,24,688500.SH,688500
33,三胎概念;网红经济;智能家居;深股通;融资融券,5,002293.SZ,002293
33,储能;充电桩;智能电网;固废处理;新能源汽车;垃圾分类;污水处理;核电;PPP概念;回购增持再贷款概念;机器人概念;特色小镇;物联网;无人驾驶;华为概念;智慧城市;云计算;数据要素;深股通;融资融券,20,000967.SZ,000967
33,数字货币;Web3.0;互联网金融;华为鲲鹏;区块链;信创;AI智能体;华为昇腾;阿里巴巴概念;DeepSeek概念;腾讯概念;人工智能;华为概念;机器人概念;粤港澳大湾区;AI应用;深股通;股权转让(并购重组);融资融券,19,300377.SZ,300377
33,期货概念;国企改革;西部大开发;2025年报预增;融资融券;深股通,6,002926.SZ,002926
33,算力租赁;东数西算(算力);AIGC概念;元宇宙;人工智能;数字经济;互联网金融;数据中心;小米概念;ST板块;智能家居;智能物流;装配式建筑;AI应用,14,002713.SZ,002713
22,ST板块;西部大开发;合成生物;参股银行,4,600165.SH,600165
17,证金持股;沪股通;融资融券;国企改革;央企国企改革,5,600999.SH,600999
17,证金持股;医药电商;仿制药一致性评价;生物疫苗;创新药;上海国企改革;国企改革;医疗器械概念;沪股通;融资融券;上海自贸区,11,601607.SH,601607
33,WiFi 6;6G概念;5G;先进封装;消费电子概念;芯片概念;智能穿戴;无线耳机;卫星导航;小米概念;商业航天;物联网;虚拟现实;智能家居;人民币贬值受益;同花顺漂亮100;融资融券;深股通,18,300782.SZ,300782
33,啤酒概念;国企改革;深股通;融资融券,4,002461.SZ,002461
33,数字货币;跨境支付(CIPS);互联网金融;财税数字化;鸿蒙概念;华为鲲鹏;信创;区块链;Web3.0;数据要素;华为欧拉;智慧城市;网络安全;华为昇腾;云计算;百度概念;军工信息化;虚拟数字人;元宇宙;DeepSeek概念;低空经济;人工智能;NFT概念;军民融合;商业航天;华为概念;军工;同花顺新质50;华为海思概念股;数据中心;一带一路;AI应用;深股通;股权转让(并购重组),34,300542.SZ,300542
17,超级品牌;证金持股;同花顺漂亮100;肝炎概念;创新药;国企改革;海峡两岸;沪股通;融资融券;专精特新,10,600436.SH,600436
33,禽流感;猴痘概念;肝炎概念;流感;幽门螺杆菌概念;创新药;减肥药;仿制药一致性评价;辅助生殖;眼科医疗;医药电商;维生素;医疗器械概念;智能医疗;NMN概念;养老概念;数字经济;粤港澳大湾区;深股通;融资融券,20,002317.SZ,002317
17,一体化压铸;低空经济;新能源汽车;特斯拉概念;飞行汽车(eVTOL);人形机器人;宁德时代概念;中芯国际概念;沪股通;融资融券,10,603358.SH,603358
17,注册制次新股;参股银行;两轮车;人民币贬值受益;新型工业化;比亚迪概念;智能座舱;汽车电子;新股与次新股;融资融券,10,603202.SH,603202
151,AI应用;雄安新区;百度概念;光纤概念;信创;互联网保险;华为概念;数字乡村;DeepSeek概念;京津冀一体化;融资融券;智慧政务;乡村振兴;互联网金融;数据要素;移动支付;养老概念;数据中心;智慧城市;网络安全,20,920171.BJ,920171
33,共封装光学(CPO);F5G概念;液冷服务器;5G;汽车电子;中国AI 50;芯片概念;数据中心;同花顺新质50;2025年报预增;无人驾驶;深股通;人民币贬值受益;创投;融资融券,15,300308.SZ,300308
17,超级品牌;证金持股;同花顺漂亮100;参股银行;上海国企改革;网约车;国企改革;足球概念;燃料电池;动力电池回收;华为汽车;沪股通;融资融券;一带一路;换电概念;独角兽概念;新能源汽车;固态电池;无人驾驶;DeepSeek概念;车联网(车路协同);宁德时代概念;华为概念;2025年报预增,24,600104.SH,600104
33,消毒剂,1,001218.SZ,001218
33,期货概念;互联网保险;互联网金融;区块链;AIGC概念;数据要素;DeepSeek概念;同花顺漂亮100;人工智能;证金持股;AI应用;深股通;融资融券,13,300059.SZ,300059
33,汽车芯片;中芯国际概念;第三代半导体;芯片概念;汽车电子;5G;专精特新;新能源汽车;高压快充;充电桩;柔性直流输电;深股通;股权转让(并购重组);融资融券,14,300623.SZ,300623
33,苹果概念;核污染防治;高端装备;军工;无人机;军民融合;无人驾驶;宁德时代概念;机器人概念;储能;工业互联网;锂电池概念;智能电网;电力物联网;深股通,15,300201.SZ,300201
17,鸿蒙概念;智慧城市;信创;人工智能;安防;网络安全;华为概念;东数西算(算力);智能医疗;养老概念;数据中心;传感器;比亚迪概念;物业管理;沪股通,15,600654.SH,600654
151,液冷服务器;融资融券;比亚迪概念;汽车电子;新能源汽车;长安汽车概念;汽车热管理;储能;小米汽车;机器人概念;传感器;专精特新,12,920978.BJ,920978
17,算力租赁;东数西算(算力);腾讯概念;抖音概念(字节概念);阿里巴巴概念;数据中心;华为概念;液冷服务器;PPP概念;融资融券;沪股通;股权转让(并购重组),12,603887.SH,603887
