股票代码,所属概念,code,所属概念数量,market_code
002733.SZ,钠离子电池;固态电池;石墨烯;锂电池概念;动力电池回收;5G;储能;新能源汽车;燃料电池;军工;专精特新;无人机;氢能源;数据中心;人民币贬值受益;粤港澳大湾区;一带一路;东数西算(算力);阿里巴巴概念;百度概念;深股通;融资融券,002733,22,33
002067.SZ,机器人概念;长三角一体化;托育服务;创投;一带一路;数字经济;光伏建筑一体化;绿色电力;深股通;融资融券;烟草,002067,11,33
002329.SZ,乳业;冷链物流;生态农业;三胎概念;跨境电商;乡村振兴;西部大开发;智慧城市;数字经济;一带一路;绿色电力;文化传媒概念;光伏概念;融资融券,002329,14,33
300113.SZ,算力租赁;云游戏;云计算;多模态AI;东数西算(算力);数据确权;Web3.0;抖音概念(字节概念);腾讯概念;AIGC概念;虚拟数字人;AI智能体;百度概念;区块链;元宇宙;英伟达概念;数据中心;电子竞技;DeepSeek概念;NFT概念;手机游戏;人工智能;文化传媒概念;虚拟现实;华为概念;智能医疗;AI应用;IP经济(谷子经济);深股通;融资融券,300113,30,33
688516.SH,BC电池;钙钛矿电池;TOPCON电池;光伏概念;芯片概念;固态电池;高端装备;机器视觉;储能;锂电池概念;共封装光学(CPO);沪股通;融资融券,688516,13,17
601011.SH,煤炭概念;煤化工概念;石墨电极;氢能源;碳中和;石墨烯;黑龙江自贸区;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,601011,12,17
601985.SH,中字头股票;同花顺中特估100;证金持股;绿色电力;央企国企改革;风电;国企改革;核电;可控核聚变;储能;光伏概念;DeepSeek概念;钙钛矿电池;沪股通;融资融券;机器人概念,601985,16,17
600956.SH,天然气;碳交易;国企改革;钒电池;氢能源;绿色电力;风电;京津冀一体化;抽水蓄能;DeepSeek概念;储能;光伏概念;AI智能体;融资融券;沪股通,600956,15,17
600643.SH,信托概念;互联网金融;物业管理;参股券商;沪股通;融资融券,600643,6,17
600759.SH,俄乌冲突概念;天然气;海南自贸区;土地流转;一带一路;融资融券;人民币贬值受益;沪股通,600759,8,17
300342.SZ,太赫兹;军工信息化;卫星导航;商业航天;6G概念;军民融合;军工;无人机;低空经济;华为概念;无人驾驶;家用电器;国企改革;深股通;融资融券,300342,15,33
601699.SH,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,601699,5,17
002638.SZ,智慧灯杆;储能;智慧城市;车联网(车路协同);华为概念;人民币贬值受益;5G,002638,7,33
601015.SH,煤炭概念;天然气;煤化工概念;沪股通;西部大开发;污水处理;融资融券,601015,7,17
000062.SZ,汽车电子;华为海思概念股;比亚迪概念;粤港澳大湾区;机器人概念;新能源汽车;人民币贬值受益;芯片概念;存储芯片;华为概念;智慧城市;创投;互联网金融;腾讯概念;第三代半导体;华为昇腾;AI智能体;6G概念;雄安新区;2025年报预增;共封装光学(CPO);证金持股;深股通;融资融券,000062,24,33
603778.SH,HJT电池;钙钛矿电池;TOPCON电池;硅能源;虚拟电厂;PPP概念;新型城镇化;固态电池;光伏概念;储能;锂电池概念,603778,11,17
300051.SZ,HJT电池;钙钛矿电池;TOPCON电池;云计算;福建自贸区;光伏概念;海峡两岸;储能,300051,8,33
603366.SH,蚂蚁集团概念;区块链;空气能热泵;建筑节能;参股银行;创投;智能家居;家用电器;华为概念;储能;光伏概念;充电桩;特斯拉概念;融资融券;沪股通,603366,15,17
603618.SH,光纤概念;特高压;抽水蓄能;智能电网;风电;光伏概念;储能;5G;PET铜箔;石墨烯;新能源汽车;锂电池概念;共同富裕示范区;沪股通;融资融券,603618,15,17
001283.SZ,钠离子电池;固态电池;新型烟草(电子烟);动力电池回收;两轮车;锂电池概念;AI眼镜;比亚迪概念;消费电子概念;人形机器人;新能源汽车;小米概念;储能;智能穿戴;AI PC;2025年报预增;机器人概念;人民币贬值受益;粤港澳大湾区;数据中心;回购增持再贷款概念;人工智能;深股通,001283,23,33
600971.SH,煤炭概念;国企改革;沪股通;融资融券,600971,4,17
688314.SH,牙科医疗;医美概念;医疗器械概念;3D打印;PEEK材料;专精特新;西部大开发;融资融券,688314,8,17
001369.SZ,注册制次新股;锂电池概念;碳中和;西部大开发;光伏概念;专精特新;深股通;新股与次新股;融资融券,001369,9,33
301155.SZ,绿色电力;风电;2025年报预增;海工装备;深股通;融资融券,301155,6,33
300455.SZ,卫星导航;商业航天;军工;核电;人工智能;高端装备;MCU芯片;高铁;芯片概念;机器人概念;央企国企改革;智能物流;国企改革;存储芯片;融资融券;深股通,300455,16,33
600773.SH,盐湖提锂;锂电池概念;石墨烯;西部大开发;国企改革;融资融券;沪股通,600773,7,17
002539.SZ,磷化工;化肥;硅能源;生态农业;锂电池概念;玉米;农业种植;西部大开发;乡村振兴;电子竞技;融资融券;深股通,002539,12,33
002805.SZ,钠离子电池;固态电池;磷化工;锂电池概念;宁德时代概念;比亚迪概念;长安汽车概念;专精特新;融资融券,002805,9,33
920167.BJ,TOPCON电池;HJT电池;氢能源;储能;融资融券;光伏概念;专精特新;BC电池,920167,8,151
603396.SH,钙钛矿电池;TOPCON电池;HJT电池;光伏概念;高端装备;新型工业化;氢能源;专精特新;一带一路;融资融券,603396,10,17
603399.SH,小金属概念;固态电池;锂电池概念;股权转让(并购重组);专精特新;沪股通;融资融券,603399,7,17
300501.SZ,锂电池概念;固态电池;回购增持再贷款概念,300501,3,33
688548.SH,芯片概念;专精特新;氢能源;商业航天;华为概念;数字孪生;粤港澳大湾区;国企改革;沪股通;融资融券,688548,10,17
300683.SZ,细胞免疫治疗;CRO概念;重组蛋白;创新药;眼科医疗;仿制药一致性评价;股权转让(并购重组),300683,7,33
600063.SH,水泥概念;2025三季报预增;国企改革;光伏概念;参股券商;储能;专精特新;融资融券;沪股通,600063,9,17
301373.SZ,专精特新;光伏概念;融资融券,301373,3,33
601568.SH,煤化工概念;水泥概念;绿色电力;国企改革;氢能源;西部大开发;沪股通;融资融券,601568,8,17
600135.SH,光伏概念;柔性屏(折叠屏);京津冀一体化;雄安新区;央企国企改革;参股保险;国企改革;医疗器械概念;锂电池概念;固态电池;融资融券,600135,11,17
000972.SZ,ST板块;乡村振兴;农业种植;医疗器械概念;维生素;西部大开发;股权转让(并购重组);国企改革;新疆振兴,000972,9,33
603978.SH,氟化工概念;PVDF概念;锂电池概念;储能;回购增持再贷款概念;核电;一体化压铸;军工;芯片概念;商业航天;融资融券,603978,11,17
920208.BJ,AI应用;小米概念;雅下水电概念;乡村振兴;水利;一带一路;人工智能;军工;化债概念(AMC概念);融资融券;DeepSeek概念;新型城镇化;雄安新区;AI智能体,920208,14,151
603162.SH,航运概念;统一大市场;福建自贸区;海峡两岸;人民币贬值受益;沪股通,603162,6,17
603992.SH,C2M概念;福建自贸区;智能家居;人形机器人;人民币贬值受益;机器人概念;沪股通,603992,7,17
002490.SZ,页岩气;天然气;氢能源;国企改革;摘帽;深股通;海工装备;股权转让(并购重组),002490,8,33
601872.SH,航运概念;俄乌冲突概念;天然气;上海自贸区;一带一路;央企国企改革;回购增持再贷款概念;海峡两岸;国企改革;融资融券;沪股通,601872,11,17
603733.SH,超级电容;回购增持再贷款概念;固废处理;烟草;绿色电力;参股券商;碳交易;医疗器械概念;融资融券;沪股通,603733,10,17
003036.SZ,新型工业化;机器人概念;共同富裕示范区;高端装备;参股银行;锂电池概念;固态电池,003036,7,33
688818.SH,科创次新股;卫星导航;商业航天;无人机;军工;智能电网;机器人概念;光伏概念;注册制次新股;储能;锂电池概念;固态电池;燃料电池;钠离子电池;央企国企改革;国企改革;新股与次新股;融资融券,688818,18,17
000678.SZ,减速器;农机;军民融合;新能源汽车;比亚迪概念;军工;人民币贬值受益;股权转让(并购重组);国企改革;深股通;融资融券,000678,11,33
000833.SZ,化肥;磷化工;土地流转;农业种植;锂电池概念;2025三季报预增;西部大开发;国企改革;乡村振兴;光伏概念;TOPCON电池;广东自贸区;2025年报预增;粤港澳大湾区;深股通,000833,15,33
688309.SH,专精特新;碳中和;固废处理;高端装备;2025年报预增;人民币贬值受益;融资融券,688309,7,17
301349.SZ,钠离子电池;固态电池;锂电池概念;高压快充;储能;光伏概念;专精特新;钒电池;碳纤维;光纤概念;融资融券,301349,11,33
002893.SZ,碳交易;碳中和;建筑节能;京津冀一体化;国企改革,002893,5,33
600426.SH,煤化工概念;化肥;国企改革;沪股通;融资融券,600426,5,17
600722.SH,煤化工概念;国企改革;融资融券;京津冀一体化;风电,600722,5,17
920368.BJ,一带一路;融资融券;光伏概念;第三代半导体;TOPCON电池;BC电池;HJT电池;硅能源,920368,8,151
688251.SH,物联网;数字孪生;人工智能;无人驾驶;新型工业化;机器人概念;人形机器人;专精特新;智能物流;比亚迪概念;新能源汽车;融资融券,688251,12,17
688322.SH,人形机器人;传感器;新型工业化;智能座舱;新能源汽车;芯片概念;消费电子概念;机器人概念;同花顺新质50;机器视觉;专精特新;3D打印;无人驾驶;英伟达概念;华为概念;虚拟现实;智能物流;人脸识别;粤港澳大湾区;东数西算(算力);数字孪生;MLOps概念;人工智能;移动支付;空间计算;阿里巴巴概念;元宇宙;在线教育;虚拟数字人;蚂蚁集团概念;沪股通;融资融券,688322,32,17
002709.SZ,钠离子电池;固态电池;氟化工概念;动力电池回收;宁德时代概念;锂电池概念;有机硅概念;特斯拉概念;PEEK材料;同花顺漂亮100;2025年报预增;比亚迪概念;回购增持再贷款概念;深股通;融资融券,002709,15,33
301345.SZ,两轮车;跨境电商;人形机器人;人民币贬值受益;专精特新;机器人概念;无人驾驶;2025年报预增;2025三季报预增;深股通;融资融券,301345,11,33
002001.SZ,青蒿素;氟化工概念;维生素;回购增持再贷款概念;合成生物;人民币贬值受益;深股通;融资融券;商业航天,002001,9,33
688536.SH,汽车芯片;MCU芯片;共封装光学(CPO);芯片概念;智能座舱;传感器;5G;人形机器人;专精特新;无人机;机器人概念;安防;储能;股权转让(并购重组);沪股通;融资融券,688536,16,17
300816.SZ,云计算;算力租赁;智能医疗;DeepSeek概念;专精特新;2025年报预增;氢能源;燃料电池,300816,8,33
300875.SZ,军民融合;核污染防治;军工;核电;无人机;高端装备;低空经济;专精特新;机器人概念;京津冀一体化;食品安全;融资融券,300875,12,33
920641.BJ,国企改革;股权转让(并购重组);新能源汽车;智慧灯杆;光伏概念;一带一路;融资融券;虚拟电厂;智慧城市;家用电器;军工;充电桩;智能音箱;车联网(车路协同);储能;东数西算(算力);传感器,920641,17,151
002245.SZ,钠离子电池;固态电池;锂电池概念;两轮车;MiniLED;储能;人形机器人;飞行汽车(eVTOL);海峡两岸;小米概念;芯片概念;机器人概念;无人机;智能家居;一带一路;创投;金属镍;数据中心;深股通;融资融券,002245,20,33
600876.SH,光伏概念;光热发电;碳中和;国企改革;央企国企改革;沪股通;融资融券,600876,7,17
300035.SZ,石墨电极;钠离子电池;固态电池;宁德时代概念;锂电池概念;硅能源;PCB概念;比亚迪概念;储能;2025年报预增;专精特新;高压快充;创投;融资融券;深股通,300035,15,33
002637.SZ,消毒剂;污水处理;回购增持再贷款概念;一带一路;食品安全;深股通,002637,6,33
688146.SH,光刻机;中芯国际概念;国家大基金持股;氟化工概念;固态电池;芯片概念;锂电池概念;中船系;央企国企改革;国企改革;沪股通;融资融券;中字头股票,688146,13,17
000856.SZ,建筑节能;京津冀一体化;机器人概念;高端装备;智能电网;国企改革;水泥概念,000856,7,33
000096.SZ,国企改革;深股通;国资云;虚拟电厂;东数西算(算力);粤港澳大湾区;数据中心,000096,7,33
300980.SZ,柔性屏(折叠屏);人形机器人;消费电子概念;小米概念;新能源汽车;专精特新;机器人概念;长安汽车概念;华为概念;2025年报预增;有机硅概念;足球概念;锂电池概念;建筑节能;一带一路;融资融券,300980,16,33
000593.SZ,青蒿素;信托概念;天然气;股权转让(并购重组);西部大开发;碳中和;氢能源;地下管网;储能;融资融券,000593,10,33
300536.SZ,东数西算(算力);算力租赁;新型城镇化;芯片概念;垃圾分类;PPP概念;摘帽,300536,7,33
600141.SH,草甘膦;磷化工;化肥;氟化工概念;有机硅概念;消毒剂;硅能源;锂电池概念;固态电池;回购增持再贷款概念;中芯国际概念;国企改革;乡村振兴;比亚迪概念;芯片概念;机器人概念;沪股通;融资融券,600141,18,17
600997.SH,煤炭概念;煤化工概念;国企改革;沪股通;融资融券,600997,5,17
002256.SZ,盐湖提锂;光伏建筑一体化;绿色电力;储能;碳中和;锂电池概念;化肥;深股通;AI手机;染料;融资融券,002256,11,33
002986.SZ,可降解塑料;回购增持再贷款概念;粤港澳大湾区;深股通,002986,4,33
600470.SH,磷化工;化肥;煤化工概念;乡村振兴;锂电池概念;污水处理;融资融券,600470,7,17
601857.SH,页岩气;俄乌冲突概念;天然气;中字头股票;同花顺中特估100;证金持股;沪股通;融资融券;央企国企改革;参股保险;碳交易;国企改革;一带一路,601857,13,17
300733.SZ,成飞概念;航空发动机;大飞机;军民融合;军工;无人机;机器人概念;长安汽车概念;新能源汽车;比亚迪概念;小米概念;氢能源;西部大开发;2025年报预增;深股通,300733,15,33
002240.SZ,盐湖提锂;小金属概念;固态电池;锂电池概念;宁德时代概念;比亚迪概念;回购增持再贷款概念;西部大开发;深股通;融资融券,002240,10,33
002869.SZ,ETC;车联网(车路协同);智慧灯杆;无人驾驶;长安汽车概念;智慧城市;百度概念;数据要素;智能座舱;数字经济;鸿蒙概念;物联网;粤港澳大湾区;人工智能;数字孪生;华为概念;机器人概念;汽车电子;毫米波雷达;专精特新;新能源汽车;深股通;融资融券,002869,23,33
300072.SZ,页岩气;天然气;氢能源;PM2.5;碳中和;国企改革;京津冀一体化;化肥;乡村振兴;生态农业;人民币贬值受益;深股通;融资融券,300072,13,33
301658.SZ,光伏概念;储能;充电桩;一带一路;粤港澳大湾区;人民币贬值受益;注册制次新股;深股通;新股与次新股;融资融券,301658,10,33
300231.SZ,算力租赁;云计算;网络安全;华为昇腾;信创;东数西算(算力);阿里巴巴概念;数据要素;抖音概念(字节概念);智慧城市;互联网金融;人工智能;华为概念;数据中心;京津冀一体化;参股银行;深股通,300231,17,33
600508.SH,煤炭概念;超超临界发电;绿色电力;央企国企改革;国企改革;虚拟电厂;储能;沪股通;融资融券,600508,9,17
600989.SH,煤化工概念;煤炭概念;POE胶膜;氢能源;碳中和;西部大开发;DeepSeek概念;2025年报预增;跨境电商;融资融券;沪股通,600989,11,17
601778.SH,光伏建筑一体化;虚拟电厂;光伏概念;碳交易;绿色电力;风电;储能;氢能源;碳中和;数据中心;阿里巴巴概念;腾讯概念;沪股通;融资融券,601778,14,17
